key_ratio,K,optimizer_seed,remaining_conflicts,delayed_flight_count,runtime_sec,final_fitness,risk_increase_percent,key_conflict_point_coverage,key_conflict_pair_coverage,stage1_remaining_conflicts,stage2_remaining_conflicts,stage1_changed_flights,stage2_changed_flights,total_changed_flights,stage1_runtime,stage2_runtime,stage1_best_fitness,stage2_executed,stage1_dimension,stage2_dimension
0.03,3,0,27,29,53.44187379999494,1166650.6421473082,2.612295790715976,0.1401869158878504,0.1666666666666666,92,27,3,42,45,12.079727300006198,41.34084950000397,3892155.475154641,True,180,1354
0.03,3,1,23,16,48.540970399997605,1006983.489647636,2.6672612782676275,0.1401869158878504,0.1666666666666666,92,23,3,47,50,12.688158099997963,35.83233860000473,3892068.1907984526,True,180,1354
0.03,3,2,23,25,56.96687340000062,981405.7522494202,1.234502083946784,0.1401869158878504,0.1666666666666666,92,23,3,42,45,14.11391530000401,42.82832159999816,3892068.179748903,True,180,1354
0.04,4,0,24,17,45.94314419999864,1037440.1271984292,2.24199120049968,0.4018691588785046,0.2361111111111111,64,24,4,42,46,13.65528159999667,32.266841399999976,2708509.978237755,True,237,1216
0.04,4,1,11,25,53.90483440000389,476231.7170016588,2.354683755176242,0.4018691588785046,0.2361111111111111,64,11,4,44,48,13.555828399999882,40.32821129999502,2708593.199321975,True,237,1216
0.04,4,2,7,19,54.67766049999773,302748.8498877352,0.3843248023453632,0.4018691588785046,0.2361111111111111,64,7,4,41,45,13.496622700004082,41.15968879999855,2708617.295228484,True,237,1216
0.05,5,0,11,19,52.82472439999401,471865.3447264872,-0.1766616999771583,0.4299065420560747,0.2777777777777778,61,11,5,44,49,14.418978900001092,38.38442809999833,2581864.6269965274,True,304,1144
0.05,5,1,12,24,51.15852250000171,511651.39825465454,0.6531585400422179,0.4299065420560747,0.2777777777777778,61,12,5,43,48,14.777681499996106,36.35844160000124,2582203.607836428,True,304,1144
0.05,5,2,14,19,55.69365039999684,595449.424973124,0.2029970279640132,0.4299065420560747,0.2777777777777778,61,14,5,43,48,14.896148100000572,40.77723379999952,2572834.663137786,True,304,1144
0.06,6,0,11,24,53.53484220000246,473235.33481469983,0.0382638754507376,0.4766355140186916,0.3194444444444444,56,11,6,42,48,15.92092219999904,37.59314260000247,2370495.5766599425,True,364,1077
0.06,6,1,13,18,57.09108019999985,553274.3028864588,0.8917156585766839,0.4766355140186916,0.3194444444444444,56,13,6,39,45,16.648923300002934,40.42157820000284,2373071.4606523467,True,364,1077
0.06,6,2,19,20,50.13229519999732,811351.3086581941,2.046586476811928,0.4766355140186916,0.3194444444444444,56,19,6,36,42,15.167688400004408,34.94365829999879,2370723.903826205,True,364,1077
0.07,7,0,10,19,53.30221059999894,426501.7449171371,1.056900040958592,0.5046728971962616,0.3611111111111111,53,10,7,40,47,16.29388089999702,36.98689690000174,2238798.7613015,True,411,1022
0.07,7,1,13,19,50.93303100000048,559879.4115506476,0.170412167420528,0.5046728971962616,0.3611111111111111,53,13,7,36,43,16.60914220000268,34.303347699998994,2243971.468160145,True,411,1022
0.07,7,2,15,17,53.05272680000053,637707.9352783721,0.3502436467218768,0.5046728971962616,0.3611111111111111,53,15,7,37,44,16.339574099998572,36.69254530000035,2244057.820152061,True,411,1022
0.08,8,0,17,20,47.378979599998274,730846.7145651873,1.3507438977876385,0.514018691588785,0.375,53,17,8,38,45,17.33133639999869,30.027401300001657,2243908.2411320745,True,472,1033
0.08,8,1,18,22,54.38535630000115,770224.810957606,0.131350586721943,0.514018691588785,0.375,53,18,8,36,44,17.251259800003027,37.1134721999988,2241973.062134382,True,472,1034
0.08,8,2,15,18,53.5438725999993,640724.9300432901,0.4776700482181911,0.514018691588785,0.375,53,15,8,35,43,17.081196300001466,36.44104159999552,2244335.859890932,True,472,1027
0.09,9,0,11,22,55.18097920000582,466780.74453175423,0.1121944781667162,0.5233644859813084,0.3888888888888889,51,11,9,35,44,19.63000170000305,35.513838699996995,2159999.783343552,True,522,984
0.09,9,1,16,19,55.36713900000177,681973.8609270405,0.1074795824672353,0.5233644859813084,0.3888888888888889,51,16,9,39,48,18.521408500004327,36.82533469999908,2162553.86181156,True,522,984
0.09,9,2,7,22,53.46021640000254,302383.53784256306,0.5710783696074008,0.5233644859813084,0.3888888888888889,51,7,9,34,43,18.76628019999771,34.67334310000297,2155360.3661662657,True,522,984
0.1,10,0,6,25,57.25773859999754,260276.9964438685,0.0658684730750612,0.5233644859813084,0.3888888888888889,51,6,10,33,43,19.5472105000008,37.69002120000368,2154856.6203262606,True,578,984
0.1,10,1,9,24,59.699075399999856,385309.5116269509,0.4155345170877784,0.5233644859813084,0.3888888888888889,54,9,10,38,46,21.572082200000292,38.10698290000437,2283749.180659095,True,578,1048
0.1,10,2,7,20,58.7053509000034,300671.0272418062,1.197435652857467,0.5233644859813084,0.3888888888888889,52,7,10,36,45,20.134610000000976,38.550303200005146,2196675.402494924,True,578,997
0.11,11,0,6,28,57.02624459999788,260563.7920160384,0.0231497787944252,0.5327102803738317,0.4027777777777778,51,6,11,35,45,22.096770000003744,34.90946590000385,2155135.189149219,True,634,980
0.11,11,1,8,29,57.873693900000944,346433.43981012737,-0.0283068721578219,0.5327102803738317,0.4027777777777778,50,8,11,34,45,20.75212979999924,37.101336899999296,2114480.017808441,True,634,959
0.11,11,2,10,22,59.75672089999716,434567.11079913366,-0.0537946530076881,0.5327102803738317,0.4027777777777778,53,10,11,38,47,22.99124600000505,36.74482349999744,2244288.6183556374,True,634,1022
0.12,12,0,8,24,57.35580789999949,343331.71592485026,0.158902331904665,0.5700934579439252,0.4444444444444444,48,8,12,34,46,22.165266799995152,35.16975220000313,2027257.1154125056,True,685,942
0.12,12,1,11,18,57.90913870000077,473526.5294768636,0.8615278983324842,0.5700934579439252,0.4444444444444444,47,11,12,36,47,21.97570650000125,35.91296270000021,1991470.9322305173,True,685,922
0.12,12,2,10,22,58.37877319999825,432867.1654034791,0.5627789901091698,0.5700934579439252,0.4444444444444444,50,10,12,33,44,21.902248999998847,36.45584650000092,2141532.241201781,True,685,995
0.13,13,0,12,20,57.498617600002035,512071.8190949848,0.4517212361036968,0.5794392523364486,0.4583333333333333,48,12,13,33,43,22.218407400003343,35.25847629999771,2032462.1087420103,True,731,944
0.13,13,1,16,21,56.65797459999885,686832.9818254801,1.5847980267121586,0.5794392523364486,0.4583333333333333,46,16,13,32,45,20.73683890000393,35.89751860000251,1949705.418522371,True,731,898
0.13,13,2,16,17,61.916061199997785,692243.5617787746,0.7597376465583777,0.5794392523364486,0.4583333333333333,49,16,13,34,44,23.522682399998303,38.37215339999966,2091159.5739334007,True,731,970
0.14,14,0,15,25,60.398383799998555,642491.3030811951,1.4228049603664858,0.5794392523364486,0.4583333333333333,52,15,14,34,45,23.855764699997962,36.52108450000378,2198349.5687383786,True,780,1031
0.14,14,1,9,27,61.562722299997404,385757.0868484985,0.802037305303179,0.5794392523364486,0.4583333333333333,52,9,14,35,45,23.409270999996806,38.132404800002405,2194921.489896528,True,780,1019
0.14,14,2,17,19,59.58388879999984,711185.0067198424,0.21138621509669223,0.5794392523364486,0.4583333333333333,56,17,14,40,49,23.13129840000329,36.43177429999923,2324684.729547382,True,780,1109
0.15,15,0,9,18,60.1504372000054,391821.29406144377,1.24901793043112,0.6074766355140186,0.5,50,9,15,36,46,21.545050900000206,38.58452190000389,2140253.5952683887,True,840,983
0.15,15,1,6,27,58.22785280000244,259964.1247381075,-0.30257206070250897,0.6074766355140186,0.5,44,6,15,28,43,21.22836919999827,36.97779680000531,1862345.7828604127,True,840,854
0.15,15,2,6,25,56.270362600000226,261877.80748824653,0.6444989269430135,0.6074766355140186,0.5,45,6,15,36,49,22.51300590000028,33.73665819999587,1910712.8014680843,True,840,874
0.16,16,0,11,23,61.886164999996254,464874.29526994243,0.08077485817138083,0.616822429906542,0.5138888888888888,49,11,16,35,46,24.766852000000654,37.098391899999115,2062785.286487931,True,891,955
0.16,16,1,6,21,62.8002084999971,260823.6656645014,0.4018294313226173,0.616822429906542,0.5138888888888888,49,6,16,36,50,24.580458199998247,38.1990328000029,2071212.9519698634,True,891,964
0.16,16,2,8,17,59.008822800002235,343524.4612099823,-0.32602354998675115,0.616822429906542,0.5138888888888888,47,8,16,30,44,25.32510850000108,33.66327889999957,1992844.593864557,True,891,914
0.17,17,0,11,27,62.45826110000053,469586.6943615178,0.056413530658647563,0.616822429906542,0.5138888888888888,45,11,17,35,50,25.75357229999645,36.67057460000069,1893942.1866884348,True,935,872
