run_id,optimizer_seed,generation,elite_pairs,elite_points,elite_paper_fitness,elite_risk_increase,elite_changed_flights,elite_delayed_flights,elite_generation_origin,elite_in_population,elite_reinjected,replaced_individual_pairs,replaced_individual_points,replaced_individual_fitness
20260913_213050_360342_A_plus_elite,1,1,29,46,2188529.4027591175,1.5784244272511665,47,18,1,True,False,,,
20260913_213050_360342_A_plus_elite,1,2,26,31,1454821.054761548,0.5317381288673091,44,18,2,True,False,,,
20260913_213050_360342_A_plus_elite,1,3,26,31,1454821.0546659948,0.5317381288673091,44,18,2,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,4,23,38,1806963.0663511863,1.452886930864335,44,20,4,True,False,,,
20260913_213050_360342_A_plus_elite,1,5,23,38,1806963.0651689586,1.452886930864335,44,20,4,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,6,23,38,1806963.0625518516,1.452886930864335,44,20,4,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,7,23,38,1806963.0574701289,1.452886930864335,44,20,4,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,8,23,38,1806963.0484889112,1.452886930864335,44,20,4,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,9,22,47,2201613.9450929584,0.789619042173477,44,23,9,True,False,,,
20260913_213050_360342_A_plus_elite,1,10,22,47,2201613.9170022984,0.789619042173477,44,23,9,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,11,22,47,2201613.8751238855,0.789619042173477,44,23,9,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,12,22,47,2201613.81490982,0.789619042173477,44,23,9,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,13,20,25,1172350.4202323884,0.5174825653195986,44,24,13,True,False,,,
20260913_213050_360342_A_plus_elite,1,14,20,25,1172350.3595576426,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,15,20,25,1172350.278836632,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,16,20,25,1172350.1734676783,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,17,20,25,1172350.0381932831,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,18,20,25,1172349.8670564045,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,19,20,25,1172349.6533567368,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,20,20,25,1172349.3896069892,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,21,20,25,1172349.0674891644,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,22,20,25,1172348.6778108364,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,23,20,25,1172348.2104614305,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,24,20,25,1172347.6543685,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,25,20,25,1172346.9974540072,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,26,20,25,1172346.226590599,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,27,20,25,1172345.3275578883,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,28,20,25,1172344.2849987312,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,29,20,25,1172343.0823755062,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,30,20,25,1172341.7019263913,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,31,20,25,1172340.124621645,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,32,20,25,1172338.3301198827,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,33,20,25,1172336.2967243567,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,34,20,25,1172334.0013392344,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,35,20,25,1172331.4194258759,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,36,20,25,1172328.5249591148,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,37,20,25,1172325.2903835343,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,38,20,25,1172321.6865697477,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,39,20,25,1172317.6827706764,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,40,20,25,1172313.2465778275,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,41,20,25,1172308.343877574,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,42,20,25,1172302.9388074323,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,43,20,25,1172296.9937123414,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,44,20,25,1172290.4691009414,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,45,20,25,1172283.3236018512,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,46,20,25,1172275.5139199481,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,47,20,25,1172266.9947926467,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,48,20,25,1172257.7189461766,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,49,20,25,1172247.6370518608,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,50,20,25,1172236.6976823953,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,51,20,25,1172224.8472681276,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,52,20,25,1172212.0300533336,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,53,20,25,1172198.1880524987,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,54,20,25,1172183.2610065949,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,55,20,25,1172167.186339359,0.5174825653195986,44,24,13,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,1,56,20,25,1172149.899113573,0.5174825653195986,44,24,13,True,True,inf,inf,inf
