run_id,optimizer_seed,generation,best_paper_fitness,best_conflict_pairs,best_conflict_points,mean_conflict_pairs,mean_conflict_points,min_conflict_points,zero_conflict_individual_count,elite_present_before_injection,elite_reinjected,elite_replacement_count_cumulative
20260913_213050_360342_A_plus_elite,3,1,2765209.2200119826,36,60,44.166666666666664,68.5,58,0,True,False,0
20260913_213050_360342_A_plus_elite,3,2,1292418.2067255597,25,27,34.833333333333336,57.833333333333336,27,0,True,False,0
20260913_213050_360342_A_plus_elite,3,3,1292418.2066408226,28,34,39.18181818181818,64.81818181818181,34,0,False,True,1
20260913_213050_360342_A_plus_elite,3,4,1292418.2063271743,27,50,37.8,53.3,36,0,False,True,2
20260913_213050_360342_A_plus_elite,3,5,1292418.2054834168,26,32,42.888888888888886,63.666666666666664,32,0,False,True,3
20260913_213050_360342_A_plus_elite,3,6,1292418.2036155837,30,40,41.5,55.25,40,0,False,True,4
20260913_213050_360342_A_plus_elite,3,7,1292418.1999887507,31,44,40.142857142857146,66.28571428571429,44,0,False,True,5
20260913_213050_360342_A_plus_elite,3,8,1292418.1935788428,31,58,45.25,70.375,47,0,False,True,6
20260913_213050_360342_A_plus_elite,3,9,1292418.1830244418,30,38,40.0,61.875,38,0,False,True,7
20260913_213050_360342_A_plus_elite,3,10,1292418.1665785958,34,43,41.0,63.0,43,0,False,True,8
20260913_213050_360342_A_plus_elite,3,11,1292418.1420606272,35,53,45.142857142857146,73.57142857142857,53,0,False,True,9
20260913_213050_360342_A_plus_elite,3,12,1292418.1068079404,28,34,37.0,50.666666666666664,34,0,False,True,10
20260913_213050_360342_A_plus_elite,3,13,1292418.0576278295,31,42,42.285714285714285,58.714285714285715,42,0,False,True,11
20260913_213050_360342_A_plus_elite,3,14,1292417.9907492881,31,34,42.09090909090909,61.45454545454545,34,0,False,True,12
20260913_213050_360342_A_plus_elite,3,15,1292417.9017748167,31,49,41.7,61.3,38,0,False,True,13
20260913_213050_360342_A_plus_elite,3,16,1292417.7856322306,29,36,40.5,60.8,36,0,False,True,14
20260913_213050_360342_A_plus_elite,3,17,1292417.6365264684,28,37,44.8,64.7,36,0,False,True,15
20260913_213050_360342_A_plus_elite,3,18,1132590.7006702,20,24,41.5,56.214285714285715,24,0,True,False,15
20260913_213050_360342_A_plus_elite,3,19,1132590.4944478362,27,32,42.421052631578945,65.73684210526316,32,0,False,True,16
20260913_213050_360342_A_plus_elite,3,20,1132590.239926634,27,54,39.611111111111114,59.94444444444444,40,0,False,True,17
