scheduler_mode,seed,n_jobs,paper_objective_scale_mode,NP,Ngen_max_stage1,Ngen_max_stage2,stage2_skipped,initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_points_one_stage,final_conflict_pairs_two_stage,final_conflict_pairs_one_stage,stage1_key_flight_count,stage1_initial_conflict_points,stage1_final_conflict_points,stage2_initial_conflict_points,stage2_final_conflict_points,stage1_fata_time,stage2_fata_time,final_fitness,final_paper_fitness,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,stage1_strategy_combination_count,stage2_strategy_combination_count,stage1_schedule_only_count,stage1_actual_rerouted_flight_count,stage2_actual_rerouted_flight_count,stage2_modified_flight_count,stage2_newly_changed_flight_count,advanced_flight_count,mean_absolute_atd_shift,max_absolute_atd_shift,large_advance_without_delay_observed,final_Tdelay,final_Tair,final_ORISK,final_n_delay,final_n_battery,stage1_strategy_schedule_count,stage1_strategy_speed_count,stage1_strategy_reroute_count,stage2_strategy_schedule_count,stage2_strategy_speed_count,stage2_strategy_reroute_count,runtime_seconds,total_runtime
paper_strict,2025,8,initial_reference_experimental,50,200,200,False,130,99,130,85,43,98,43,98,39,56,10,130,98,98,43,143.35655709999992,142.0786651999988,0.4041609979582652,0.4041609979582652,69,10,0,0,32,8,0,2,59,59,40,294.2739293706117,1364.7275007033904,True,29427.39293706117,60277.639287096026,1136.4509017723265,0,0,8,2,0,32,42,38,292.6714971000001,292.6714971000001
