run_id,level,min,mean,median,max,std,p90,p95,p99,height_m
20260912_204150_591_network_old_gaussian_meter_env2025_traffic2025_856707b5,ground,0.0,0.053148963494445714,0.026316761132909556,0.4037732025055018,0.06610226576172767,0.1578102037573825,0.19271856908799972,0.2518352775538936,15.0
20260912_204150_591_network_old_gaussian_meter_env2025_traffic2025_856707b5,z1,0.0,0.053148963494445714,0.026316761132909556,0.4037732025055018,0.06610226576172767,0.1578102037573825,0.19271856908799972,0.2518352775538936,15.0
20260912_204150_591_network_old_gaussian_meter_env2025_traffic2025_856707b5,z2,0.08950672989730303,0.16609664080841405,0.12743029901543212,0.6713610422852045,0.09525616894189085,0.31691792763223753,0.3672223628448621,0.45241204740445073,45.0
20260912_204150_591_network_old_gaussian_meter_env2025_traffic2025_856707b5,z3,0.15019888933661793,0.2426834901738741,0.19599272968048298,0.8528053186492878,0.11502466391560932,0.4248046905216744,0.4855487957913969,0.5884178796984045,75.0
20260912_204150_591_network_old_gaussian_meter_env2025_traffic2025_856707b5,z4,0.19943473875647322,0.30481373265880823,0.2516132504078603,1.0,0.13106163888527364,0.5123266449403701,0.5815398181699859,0.6987511211073342,105.0
