run_id,group,population_mode,distance_scale,det_Nc,unc_Nc,network_edges,max_degree,degree_gini,ci_top10_coverage,continuous_conflict_ratio,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,mean_conflict_points_per_edge,max_conflict_points_per_edge,runtime,environment_seed,traffic_seed,n_flights,beta,requested_population_centers,actual_population_centers,routes_different_from_A,mean_route_length_m
20260912_204150_591_network_old_gaussian_meter_env2025_traffic2025_856707b5,A,old_gaussian,meter,74,123,84,6,0.44678571428571434,0.36585365853658536,0.42276422764227645,0.583793489885544,3.0,9,1.4642857142857142,11,2.4113861999976507,2025,2025,100,2.0,4,0,0,5926.042636833026
