run_id,traffic_seed,grid_x,grid_y,grid_z,distinct_flight_count
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,9,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,12,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,49,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,50,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,51,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,52,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,53,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,54,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,55,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,0,56,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,10,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,12,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,17,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,20,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,22,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,34,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,43,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,44,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,45,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,46,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,47,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,48,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,53,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,55,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,1,56,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,11,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,12,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,16,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,18,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,20,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,22,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,30,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,33,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,36,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,42,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,46,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,50,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,51,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,52,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,53,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,54,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,57,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,2,59,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,6,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,7,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,8,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,8,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,9,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,9,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,10,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,10,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,11,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,11,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,11,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,12,2,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,13,2,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,14,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,14,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,15,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,16,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,16,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,17,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,18,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,19,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,19,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,20,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,20,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,21,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,22,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,23,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,23,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,26,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,27,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,27,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,28,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,29,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,30,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,30,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,31,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,32,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,32,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,33,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,34,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,35,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,36,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,37,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,37,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,38,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,39,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,40,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,41,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,42,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,43,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,44,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,257,3,45,1,2
