run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,89,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,16,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,51,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,19,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,32,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,33,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,20,7
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,28,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,26,12
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,46,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,28,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,84,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,45,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,91,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,95,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,87,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,77,86,1
