run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,"[9, 64, 55, 54, 95, 3, 69, 10, 22, 24]",0.3137254901960784,0.3835616438356164,45,0.09
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,"[22, 69, 54, 66, 9, 59, 64, 3, 16, 10]",0.45098039215686275,0.4246575342465753,42,0.09
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,"[9, 64, 3, 16, 80, 93, 95, 22, 51, 66]",0.3333333333333333,0.2876712328767123,52,0.17
