generation,fitness
1,1613680.8294132408
2,1510462.2676826743
3,1447923.1240694362
4,1447923.1237175716
5,1407256.3810515425
6,1407256.3790157244
7,1366816.4263850898
8,1366816.4196003801
9,1366816.4084288392
10,1366816.3910213674
11,1366816.3650697777
12,1366816.3277557862
13,1101120.6702689636
14,1101120.613333872
15,1101120.5375880564
16,1101120.43871346
17,1101120.3117766273
18,1101120.1511876755
19,1101119.9506592688
20,1101119.703165591
21,860650.5398735605
22,860650.254655279
23,860649.9125870012
24,860649.5055644427
25,860649.0247472931
26,860648.4605272148
27,860647.8024958427
28,860647.0394127816
29,860646.159173607
30,860645.1487778621
31,860643.994297058
32,860642.6808426719
33,860641.1925341459
34,860639.5124668868
35,860637.6226802637
36,860635.5041256079
37,860633.136634211
38,860630.4988853247
39,860627.5683741585
40,860624.3213798795
41,860620.7329336111
42,860616.7767864317
43,860612.4253773732
44,860607.649801421
45,860602.4197775115
46,860596.7036165323
47,860590.4681893201
48,860583.6788946597
49,860576.2996272836
50,860568.29274587
51,860559.6190410422
52,860550.2377033669
53,860540.106291354
54,860529.1806994553
55,860517.4151260621
56,860504.7620415057
57,860491.1721560549
58,860476.5943879165
59,860460.975831233
60,860444.261724081
61,860426.3954164716
62,860407.3183383483
63,860386.9699675859
64,860365.2877979894
65,860342.2073072937
66,860317.6619251609
67,860291.5830011806
68,860263.899772868
69,860234.5393336633
70,860203.4266009299
71,860170.4842839541
72,860135.6328519431
73,846106.6407164423
74,846068.3253237255
75,846027.8818971484
76,845985.2229993416
77,845940.2588299763
78,845892.897194258
79,845843.0434714212
80,845790.6005832227
81,845735.4689624349
82,845677.5465213413
83,845616.7286202282
84,845552.908035881
85,845485.974930076
86,845415.8168180754
87,845342.3185371209
88,845265.3622149276
89,845184.8272381774
90,845100.5902210142
91,844942.2137629197
92,844850.183062954
93,844754.062850478
94,844653.7183224122
95,844549.0117453468
96,844439.8024240319
97,844325.9466698698
98,844207.2977694054
99,844083.7059528173
100,843955.0183624094
101,843821.0790211009
102,843681.7288009182
103,843536.805391486
104,843386.1432685179
105,843229.5736623079
106,843066.9245262214
107,842898.0205051854
108,842722.6829041814
109,842540.7296567346
110,842351.9752934063
111,842156.2309102839
112,841953.304137473
113,841742.9991075876
114,841525.1164242417
115,841299.4531305404
116,797241.6886026846
117,797012.562285233
118,796775.4672450906
119,749846.3088611189
120,749607.59680894
121,749360.7936798728
122,749105.6955114125
123,748842.0949417964
124,748569.7811819107
125,748288.5399871975
126,747998.1536295618
127,700999.8984097521
128,700710.0825602486
129,700411.067063189
130,700102.6346173794
131,699784.5645263975
132,699456.6326722731
133,699118.6114891684
134,698770.2699370584
135,698411.3734754113
136,698041.6840368696
137,697660.9600009285
138,697268.9561676191
139,696865.4237311864
140,696450.1102537713
141,696022.75963909
142,695583.1121061147
143,695130.9041627542
144,694665.8685795341
145,694187.7343632776
146,693696.226730785
147,693191.0670825148
148,692671.9729762644
149,692138.6581008496
150,691590.8322497859
151,691028.2012949677
152,690450.4671603501
153,689857.3277956288
154,689248.4771499198
155,688623.6051454408
156,687982.3976511909
157,687324.5364566313
158,686649.6992453659
159,685957.5595688211
160,685247.7868199272
161,684520.0462067974
162,683773.998726409
163,593235.832701221
164,592555.7673234853
165,591858.9111560045
166,591144.9551773629
167,590413.586597661
168,589664.488835676
169,588897.3414960216
170,588111.8203463099
171,587307.5972943117
172,586484.3403651167
173,585641.713678295
174,584779.3774250569
175,583896.9878454143
176,582994.1972053417
177,582070.6537739356
178,581126.0018005765
179,580159.8814920892
180,579171.9289899028
181,578161.7763472128
182,577129.0515061406
183,576073.3782748944
184,574994.3763049304
185,573891.6610681133
186,572764.8438338768
187,571613.5316463843
188,570437.3273016899
189,569235.8293248988
190,568008.6319473283
191,566755.325083668
192,565475.4943091413
193,564168.7208366654
194,562834.5814940119
195,561472.6487009684
196,560082.4904464984
197,558663.6702659018
198,515050.8138770491
199,429754.96745838755
200,428433.30881184427
