run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,2,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,3,23,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,4,23,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,4,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,5,8,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,5,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,5,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,6,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,6,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,8,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,8,73,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,9,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,9,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,11,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,11,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,12,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,13,23,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,15,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,16,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,17,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,18,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,18,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,19,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,21,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,22,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,22,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,23,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,383,23,80,1
