run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,23,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,23,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,8,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,73,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,23,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,88,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,73,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,45,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,88,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,87,14
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,88,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,62,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,63,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,96,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,87,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,80,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,87,89,1
