initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,initial_conflict_edges_uncertain,initial_conflict_points_no_uncertain,initial_conflict_pairs_no_uncertain,initial_conflict_edges_no_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_pairs_two_stage,final_conflict_edges_two_stage,final_conflict_points_one_stage,final_conflict_pairs_one_stage,final_conflict_edges_one_stage,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,runtime_seconds,total_runtime,final_fitness,risk_increase_ratio,detect_conflicts_time,stage1_fata_time,greedy_repair_time,local_reroute_time,number_of_detect_conflicts_calls,number_of_astar_calls,accepted_actions,rejected_actions,rollback_count
215,128,215,132,132,128,84,84,25,167,25,24,24,167,99,99,44,38,24,26.807229400030337,26.807229400030337,24251054.989799615,0.0,16.727358400123194,14.42746530007571,8.822827599942684,0.0,1988,0,215,720,720
