run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,0,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,0,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,1,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,1,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,2,45,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,2,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,2,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,4,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,5,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,5,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,5,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,5,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,6,13,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,6,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,7,13,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,9,10,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,9,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,9,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,9,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,10,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,11,69,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,12,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,14,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,14,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,15,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,16,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,16,76,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,16,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,17,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,18,45,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,18,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,20,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,21,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,21,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,22,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,22,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,23,45,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,24,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,24,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,25,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,26,32,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,27,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,27,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,27,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,28,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,28,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,29,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,31,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,32,45,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,32,96,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,33,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,34,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,34,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,37,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,37,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,38,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,39,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,40,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,41,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,43,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,44,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,44,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,44,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,44,77,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,44,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,45,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,45,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,46,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,47,72,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,48,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,49,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,50,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,53,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,55,83,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,58,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,59,68,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,62,77,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,70,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,71,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,79,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,81,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,82,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,86,87,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,87,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,88,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,483,95,96,1
