generation,fitness
1,1710232.515972914
2,1645618.6653854027
3,1645618.6652772948
4,1645618.6648771416
5,1516249.7704178777
6,1516249.7682226792
7,1516249.76396019
8,1516249.75642685
9,1516249.7440226336
10,1516249.724694409
11,1516249.695879302
12,1516249.654448058
13,1516249.5966484018
14,1516249.5180484024
15,1433720.1353417663
16,1433720.0063736448
17,1433719.84080225
18,1433719.631336359
19,1433719.3697750191
20,1433719.0469540332
21,1433718.6526924474
22,1433718.1757390357
23,1433717.6037187881
24,1433716.9230793957
25,1433716.119037738
26,1433715.1755263694
27,1433714.0751400047
28,1433712.799082007
29,1433711.327110873
30,1433709.6374867193
31,1314162.3486077345
32,1314160.3365831461
33,1314158.0567069813
34,1314155.4830838158
35,1314152.588200528
36,1314149.3428772767
37,1314145.7162184806
38,1314141.6755637974
39,1314137.1864391014
40,1314132.212507463
41,1314126.7155201288
42,1314120.6552674978
43,1314113.9895301026
44,1314106.6740295875
45,1314098.6623796874
46,1174858.84189489
47,1174850.3035971902
48,1174841.0068774936
49,1174830.9022961203
50,1174819.9383100404
51,1174808.0612290548
52,1174795.2151719737
53,1174781.3420227992
54,1174766.3813869033
55,1174750.2705472093
56,1174732.9444203721
57,1174714.3355129575
58,1174694.3738776234
59,1174672.9870692997
60,1174650.1001013676
61,1174625.6354018417
62,1129661.2540894947
63,1129634.4747652207
64,1129605.940104762
65,1129575.5651940645
66,1129543.2624237232
67,1129508.9414468675
68,1129472.5091370482
69,1129433.869546121
70,1129392.9238621327
71,1129349.570367205
72,1129303.7043954213
73,1129255.2182907104
74,1129204.0013647329
75,1129149.9398547653
76,1129092.9168815857
77,1129032.8124073595
78,1128969.5031935226
79,1128902.862758669
80,1128832.7613364346
81,1128759.0658333828
82,1128681.6397868886
83,1128600.3433230254
84,1128515.0331144494
85,1128425.562338284
86,1128331.780634006
87,1128233.534061331
88,1128130.6650580976
89,1128023.0123981526
90,1127910.4111492368
91,1127792.69263087
92,1127669.6843722358
93,1127541.2100700666
94,1127407.08954653
95,1127267.1387071123
96,1127121.1694985048
97,1126968.9898664886
98,1126810.4037138196
99,1126645.2108581136
100,1126473.2069897323
101,1126294.1836296674
102,1126107.928087426
103,1125914.2234189156
104,1125712.8483843307
105,1125503.5774060362
106,1125286.180526453
107,1125060.4233659434
108,1080253.749083209
109,1080020.2981577022
110,1079778.121217028
111,1079526.9758923694
112,1079266.6153679623
113,1078996.7883406659
114,1078717.2389795373
115,1078427.7068854047
116,1078127.9270504399
117,1077817.6298177317
118,1077496.5408408595
119,1077164.3810434665
120,1076820.8665788323
121,1076465.7087894466
122,1076098.6141665818
123,1075719.2843098678
124,1075327.4158868624
125,1074922.7005926275
126,1074504.8251093002
127,1074073.4710656665
128,1073628.3149967352
129,1073169.0283033107
130,1072695.277211565
131,1072206.7227326138
132,1071703.0206220862
133,1071183.8213397
134,1070648.770008835
135,1070097.5063761047
136,1069529.6647709317
137,1068944.8740651184
138,1068342.757632422
139,1067722.9333081269
140,1067085.0133486183
141,1066428.6043909553
142,1065753.3074124434
143,1065058.717690209
144,1064344.4247607714
145,1063610.0123796167
146,1062855.0584807708
147,1062079.1351363717
148,1061281.8085162453
149,1060462.6388474752
150,1059621.1803739786
151,1058756.981316077
152,1057869.5838300728
153,1056958.5239678188
154,1056023.3316362943
155,1055063.530557176
156,1054078.6382264136
157,1053068.1658738002
158,1052031.618422548
159,1050968.4944488602
160,1049878.2861415045
161,1048760.4792613862
162,1047614.553101121
163,1046439.9804446095
164,1045236.227526609
165,1044002.7539923071
166,1042739.0128568953
167,1041444.450465142
168,1040118.5064509655
169,1038760.6136970067
170,1037370.198294204
171,1035946.6795013644
172,1034489.4697047381
173,1032997.9743775914
174,1031471.5920397793
175,1029909.7142173194
176,1028311.7254019653
177,1026677.0030107786
178,981293.8271244258
179,979656.9313055469
180,977983.0452420072
181,888000.193629469
182,886409.5252164598
183,884783.5102349091
184,883121.5628478253
185,881423.0907805437
186,879687.4952855486
187,877914.1711072945
188,876102.5064470283
189,874251.8829276095
190,872361.6755583335
191,870431.2526997506
192,827239.9649292377
193,824730.0278951185
194,822773.728752545
195,820776.6750190312
196,692228.308903098
197,648003.5143893281
198,561293.9458837744
199,559400.0920649401
200,515081.8525334598
