action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,8,37,37,37,37,False,True,8.590900000399415,rollback,1.0,1.0,0.0,stage2_independent_matching,7,0,8-37,1,crossing,speed,5,0.03125,0.95,0.01875,ADM_ref6_independent_matching,,,,7,0,8,37,speed,8,37,37,37,37
speed,8,37,37,37,37,False,True,8.657799999582494,rollback,1.0,1.0,0.0,stage2_independent_matching,7,0,8-37,1,crossing,speed,6,0.03125,0.95,0.01875,ADM_ref6_independent_matching,,,,7,0,8,37,speed,8,37,37,37,37
speed,37,37,37,37,37,True,False,11.091400000168505,soft_decreased,1.0,1.0,0.0,stage2_independent_matching,7,0,8-37,1,crossing,speed,7,0.03125,0.95,0.01875,ADM_ref6_independent_matching,0.015625,0.975,0.009375,7,0,8,37,speed,37,37,37,37,37
speed,37,37,36,37,37,True,False,23.900400000002264,pairs_decreased,1.0,0.0,1.0,stage2_independent_matching,8,0,8-37,1,crossing,speed,0,0.015625,0.975,0.009375,ADM_ref6_independent_matching,0.0078125,0.9875,0.0046875,8,0,8,37,speed,37,37,37,37,36
speed,78,36,35,37,35,True,False,8.984200000213605,pairs_decreased,2.0,0.0,0.0,stage2_independent_matching,9,0,37-78,2,crossing,speed,0,0.0078125,0.9875,0.0046875,ADM_ref6_independent_matching,0.00390625,0.99375,0.00234375,9,0,37,78,speed,78,37,35,36,35
speed,9,35,36,35,36,False,True,8.13079999988986,rollback,1.0,1.0,1.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,0,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,9,35,36,35,36
speed,9,35,35,35,35,False,True,8.39640000003783,rollback,1.0,1.0,0.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,1,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,9,35,35,35,35
speed,9,35,35,35,35,False,True,8.346499999788648,rollback,1.0,1.0,0.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,2,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,9,35,35,35,35
speed,12,35,36,35,36,False,True,8.204100000057224,rollback,1.0,1.0,1.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,3,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,12,35,36,35,36
speed,12,35,36,35,36,False,True,10.076999999910186,rollback,1.0,1.0,1.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,4,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,12,35,36,35,36
speed,9,35,35,35,35,False,True,8.396900000207097,rollback,1.0,1.0,0.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,5,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,9,35,35,35,35
speed,9,35,35,35,35,False,True,8.612999999968451,rollback,1.0,1.0,0.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,6,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,9,35,35,35,35
speed,12,35,37,35,37,False,True,8.082800000011048,rollback,1.0,1.0,2.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,7,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,12,35,37,35,37
speed,12,35,37,35,37,False,True,8.167400000274938,rollback,1.0,1.0,2.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,8,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,12,35,37,35,37
speed,12,35,36,35,36,False,True,8.258099999693513,rollback,1.0,1.0,1.0,stage2_independent_matching,10,0,9-12,1,crossing,speed,9,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,speed,12,35,36,35,36
delay,9,35,35,35,35,False,True,7.781499999964581,rollback,1.0,0.0,1.0,stage2_independent_matching,10,0,9-12,1,crossing,delay,0,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,delay,9,35,35,35,35
delay,12,35,37,35,37,False,True,9.023800000250048,rollback,1.0,0.0,3.0,stage2_independent_matching,10,0,9-12,1,crossing,delay,1,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,delay,12,35,37,35,37
delay,9,35,35,35,35,False,True,22.854000000279484,rollback,1.0,0.0,1.0,stage2_independent_matching,10,0,9-12,1,crossing,delay,2,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,,,,10,0,9,12,delay,9,35,35,35,35
delay,9,35,34,35,34,True,False,7.750700000087818,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,10,0,9-12,1,crossing,delay,3,0.00390625,0.99375,0.00234375,ADM_ref6_independent_matching,0.501953125,0.496875,0.001171875,10,0,9,12,delay,9,35,34,35,34
cruise_level,13,34,34,34,37,False,True,7.961799999975483,rollback,1.0,1.0,0.0,stage2_independent_matching,11,0,13-45,1,cluster,reroute,0,0.125,0.075,0.8,ADM_ref6_independent_matching,,,,11,0,13,45,reroute,13,34,37,34,34
cruise_level,13,34,33,34,33,True,False,7.67390000009982,pairs_decreased,1.0,0.0,1.0,stage2_independent_matching,11,0,13-45,1,cluster,reroute,1,0.125,0.075,0.8,ADM_ref6_independent_matching,0.0625,0.0375,0.9,11,0,13,45,reroute,13,34,33,34,33
cruise_level,2,33,32,33,32,True,False,8.423400000083348,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,12,0,2-13,1,cluster,reroute,0,0.0625,0.0375,0.9,ADM_ref6_independent_matching,0.03125,0.01875,0.95,12,0,2,13,reroute,2,33,32,33,32
delay,14,32,32,32,32,False,True,7.681600000069011,rollback,1.0,1.0,0.0,stage2_independent_matching,13,0,14-40,1,crossing,delay,0,0.501953125,0.496875,0.001171875,ADM_ref6_independent_matching,,,,13,0,14,40,delay,14,32,32,32,32
delay,14,32,31,32,31,True,False,7.8972999999677995,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,13,0,14-40,1,crossing,delay,1,0.501953125,0.496875,0.001171875,ADM_ref6_independent_matching,0.7509765625,0.2484375,0.0005859375,13,0,14,40,delay,14,32,31,32,31
speed,14,31,30,31,30,True,False,7.901700000275014,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,14,0,14-93,1,crossing,speed,0,0.7509765625,0.2484375,0.0005859375,ADM_ref6_independent_matching,0.37548828125,0.62421875,0.00029296875,14,0,14,93,speed,14,31,30,31,30
speed,67,30,28,30,28,True,False,7.953799999995681,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,15,0,15-67,1,crossing,speed,0,0.37548828125,0.62421875,0.00029296875,ADM_ref6_independent_matching,0.187744140625,0.812109375,0.000146484375,15,0,15,67,speed,67,30,28,30,28
delay,15,28,28,28,28,False,True,7.756099999824073,rollback,1.0,1.0,0.0,stage2_independent_matching,16,0,15-95,1,crossing,delay,0,0.187744140625,0.812109375,0.000146484375,ADM_ref6_independent_matching,,,,16,0,15,95,delay,15,28,28,28,28
delay,95,28,27,28,27,True,False,7.655200000044715,pairs_decreased,1.0,1.0,0.0,stage2_independent_matching,16,0,15-95,1,crossing,delay,1,0.187744140625,0.812109375,0.000146484375,ADM_ref6_independent_matching,0.5938720703125,0.4060546875,7.32421875e-05,16,0,15,95,delay,95,28,27,28,27
delay,15,27,27,27,27,False,True,7.906899999852612,rollback,1.0,1.0,0.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,0,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,27,27,27
delay,15,27,28,27,28,False,True,11.567399999876216,rollback,1.0,1.0,1.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,1,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,28,27,28
delay,15,27,30,27,30,False,True,21.9320000001062,rollback,1.0,0.0,4.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,2,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,30,27,30
delay,15,27,27,27,27,False,True,8.031400000163558,rollback,1.0,0.0,1.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,3,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,27,27,27
delay,15,27,30,27,30,False,True,7.678299999952287,rollback,1.0,0.0,4.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,4,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,30,27,30
delay,15,27,29,27,29,False,True,7.673099999919941,rollback,1.0,0.0,3.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,5,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,29,27,29
delay,15,27,27,27,27,False,True,7.826400000340072,rollback,1.0,0.0,1.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,6,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,27,27,27
delay,15,27,28,27,28,False,True,7.8299000001607055,rollback,1.0,0.0,2.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,7,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,28,27,28
delay,15,27,28,27,28,False,True,7.571399999960704,rollback,1.0,0.0,2.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,8,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,28,27,28
delay,15,27,27,27,27,False,True,7.93950000024779,rollback,1.0,1.0,0.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,9,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,27,27,27
delay,15,27,27,27,27,False,True,7.729400000243913,rollback,1.0,1.0,0.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,10,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,15,27,27,27,27
delay,95,27,27,27,29,False,True,8.579499999996187,rollback,1.0,0.0,2.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,11,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,,,,17,0,15,95,delay,95,27,29,27,27
delay,95,27,26,27,26,True,False,7.613100000071427,pairs_decreased,1.0,0.0,1.0,stage2_independent_matching,17,0,15-95,1,crossing,delay,12,0.5938720703125,0.4060546875,7.32421875e-05,ADM_ref6_independent_matching,0.79693603515625,0.20302734375,3.662109375e-05,17,0,15,95,delay,95,27,26,27,26
delay,19,26,27,26,27,False,True,7.909599999948114,rollback,1.0,0.0,2.0,stage2_independent_matching,18,0,19-71,1,crossing,delay,0,0.79693603515625,0.20302734375,3.662109375e-05,ADM_ref6_independent_matching,,,,18,0,19,71,delay,19,26,27,26,27
delay,71,26,26,26,26,False,True,8.277100000213977,rollback,1.0,0.0,1.0,stage2_independent_matching,18,0,19-71,1,crossing,delay,1,0.79693603515625,0.20302734375,3.662109375e-05,ADM_ref6_independent_matching,,,,18,0,19,71,delay,71,26,26,26,26
delay,19,26,27,26,28,False,True,10.181499999816879,rollback,1.0,0.0,2.0,stage2_independent_matching,18,0,19-71,1,crossing,delay,2,0.79693603515625,0.20302734375,3.662109375e-05,ADM_ref6_independent_matching,,,,18,0,19,71,delay,19,26,28,26,27
delay,19,26,25,26,25,True,False,23.811300000033953,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,18,0,19-71,1,crossing,delay,3,0.79693603515625,0.20302734375,3.662109375e-05,ADM_ref6_independent_matching,0.898468017578125,0.101513671875,1.8310546875e-05,18,0,19,71,delay,19,26,25,26,25
delay,22,25,26,25,26,False,True,8.39640000003783,rollback,1.0,0.0,2.0,stage2_independent_matching,19,0,22-32,1,crossing,delay,0,0.898468017578125,0.101513671875,1.8310546875e-05,ADM_ref6_independent_matching,,,,19,0,22,32,delay,22,25,26,25,26
delay,32,25,24,25,24,True,False,7.71279999980834,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,19,0,22-32,1,crossing,delay,1,0.898468017578125,0.101513671875,1.8310546875e-05,ADM_ref6_independent_matching,0.9492340087890625,0.0507568359375,9.1552734375e-06,19,0,22,32,delay,32,25,24,25,24
delay,22,24,26,24,26,False,True,8.022299999993265,rollback,1.0,0.0,3.0,stage2_independent_matching,20,0,22-84,1,crossing,delay,0,0.9492340087890625,0.0507568359375,9.1552734375e-06,ADM_ref6_independent_matching,,,,20,0,22,84,delay,22,24,26,24,26
delay,84,24,23,24,23,True,False,8.291499999813823,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,20,0,22-84,1,crossing,delay,1,0.9492340087890625,0.0507568359375,9.1552734375e-06,ADM_ref6_independent_matching,0.9746170043945312,0.02537841796875,4.57763671875e-06,20,0,22,84,delay,84,24,23,24,23
cruise_level,23,23,22,23,22,True,False,8.661299999857874,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,21,0,23-35,1,head_to_head,reroute,0,0.0375,0.0375,0.925,ADM_ref6_independent_matching,0.01875,0.01875,0.9625,21,0,23,35,reroute,23,23,22,23,22
cruise_level,24,22,21,22,21,True,False,8.032599999751255,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,22,0,24-94,1,head_to_head,reroute,0,0.01875,0.01875,0.9625,ADM_ref6_independent_matching,0.009375,0.009375,0.98125,22,0,24,94,reroute,24,22,21,22,21
delay,28,21,21,21,21,False,True,7.567300000118848,rollback,1.0,1.0,0.0,stage2_independent_matching,23,0,28-45,1,crossing,delay,0,0.9746170043945312,0.02537841796875,4.57763671875e-06,ADM_ref6_independent_matching,,,,23,0,28,45,delay,28,21,21,21,21
delay,45,21,20,21,20,True,False,7.739600000149949,pairs_decreased,1.0,1.0,0.0,stage2_independent_matching,23,0,28-45,1,crossing,delay,1,0.9746170043945312,0.02537841796875,4.57763671875e-06,ADM_ref6_independent_matching,0.9873085021972656,0.012689208984375,2.288818359375e-06,23,0,28,45,delay,45,21,20,21,20
delay,28,20,20,20,20,False,True,7.524400000420428,rollback,1.0,1.0,0.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,0,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,20,20,20
delay,28,20,20,20,20,False,True,7.618600000114384,rollback,1.0,1.0,0.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,1,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,20,20,20
delay,28,20,20,20,21,False,True,7.456299999830662,rollback,1.0,0.0,1.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,2,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,21,20,20
delay,28,20,21,20,38,False,True,7.893700000295212,rollback,1.0,0.0,2.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,3,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,38,20,21
delay,28,20,21,20,21,False,True,22.78999999998632,rollback,1.0,0.0,2.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,4,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,21,20,21
delay,28,20,25,20,27,False,True,7.9155999997055915,rollback,1.0,0.0,6.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,5,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,27,20,25
delay,28,20,24,20,25,False,True,7.747399999971094,rollback,1.0,0.0,5.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,6,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,25,20,24
delay,28,20,21,20,22,False,True,7.956700000249839,rollback,1.0,1.0,1.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,7,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,22,20,21
delay,28,20,20,20,20,False,True,7.509900000059133,rollback,1.0,1.0,0.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,8,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,,,,24,0,28,45,delay,28,20,20,20,20
delay,45,20,19,20,19,True,False,7.941200000004756,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,24,0,28-45,1,crossing,delay,9,0.9873085021972656,0.012689208984375,2.288818359375e-06,ADM_ref6_independent_matching,0.9936542510986328,0.0063446044921875,1.1444091796875e-06,24,0,28,45,delay,45,20,19,20,19
cruise_level,29,19,17,19,17,True,False,8.663899999646674,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,25,0,29-41,1,head_to_head,reroute,0,0.009375,0.009375,0.98125,ADM_ref6_independent_matching,0.0046875,0.0046875,0.990625,25,0,29,41,reroute,29,19,17,19,17
delay,32,17,17,17,17,False,True,7.805799999914598,rollback,1.0,1.0,0.0,stage2_independent_matching,26,0,32-35,1,crossing,delay,0,0.9936542510986328,0.0063446044921875,1.1444091796875e-06,ADM_ref6_independent_matching,,,,26,0,32,35,delay,32,17,17,17,17
delay,35,17,19,17,20,False,True,7.523799999944458,rollback,1.0,1.0,2.0,stage2_independent_matching,26,0,32-35,1,crossing,delay,1,0.9936542510986328,0.0063446044921875,1.1444091796875e-06,ADM_ref6_independent_matching,,,,26,0,32,35,delay,35,17,20,17,19
delay,32,17,18,17,18,False,True,7.769700000153534,rollback,1.0,0.0,2.0,stage2_independent_matching,26,0,32-35,1,crossing,delay,2,0.9936542510986328,0.0063446044921875,1.1444091796875e-06,ADM_ref6_independent_matching,,,,26,0,32,35,delay,32,17,18,17,18
delay,32,17,16,17,16,True,False,7.579799999803072,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,26,0,32-35,1,crossing,delay,3,0.9936542510986328,0.0063446044921875,1.1444091796875e-06,ADM_ref6_independent_matching,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,26,0,32,35,delay,32,17,16,17,16
delay,33,16,17,16,17,False,True,7.596899999953166,rollback,1.0,1.0,1.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,0,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,17,16,17
delay,33,16,18,16,19,False,True,7.408899999973073,rollback,1.0,1.0,2.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,1,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,19,16,18
delay,33,16,17,16,17,False,True,8.587599999827944,rollback,1.0,0.0,2.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,2,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,17,16,17
delay,33,16,17,16,39,False,True,22.68739999999525,rollback,1.0,0.0,2.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,3,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,39,16,17
delay,33,16,18,16,19,False,True,8.436300000084884,rollback,1.0,0.0,3.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,4,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,19,16,18
delay,33,16,16,16,17,False,True,8.790299999873241,rollback,1.0,0.0,1.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,5,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,17,16,16
delay,33,16,16,16,16,False,True,8.566099999825383,rollback,1.0,0.0,1.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,6,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,16,16,16
delay,33,16,18,16,19,False,True,7.7108999998927175,rollback,1.0,0.0,3.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,7,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,19,16,18
delay,33,16,18,16,20,False,True,8.753900000101567,rollback,1.0,0.0,3.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,8,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,20,16,18
delay,33,16,18,16,19,False,True,8.257999999841559,rollback,1.0,1.0,2.0,stage2_independent_matching,27,0,33-62,1,crossing,delay,9,0.9968271255493164,0.00317230224609375,5.7220458984375e-07,ADM_ref6_independent_matching,,,,27,0,33,62,delay,33,16,19,16,18
