plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
52,75,7,1,0,48,47,1615.8594752197673,1647.5876904148126,-31.728215195045323,31.728215195045323,52.945507654290275,uncertain
52,75,8,1,0,47,46,1605.8594752197673,1637.5876904148126,-31.728215195045323,31.728215195045323,52.55351485738226,uncertain
0,46,32,25,1,26,14,1721.1080436923662,1720.5355428586386,0.5725008337276449,0.5725008337276449,44.80061311311091,uncertain
9,17,33,26,1,24,26,1507.5746541180247,1485.0282351938733,22.54641892415134,22.54641892415134,47.23534741331952,uncertain
9,17,34,27,1,25,27,1521.7167897417557,1499.1703708176042,22.546418924151567,22.546418924151567,47.789708943059395,uncertain
9,17,35,28,1,26,28,1535.8589253654868,1513.3125064413352,22.546418924151567,22.546418924151567,48.344070472799274,uncertain
9,17,36,29,1,27,29,1550.0010609892179,1527.4546420650663,22.546418924151567,22.546418924151567,48.89843200253915,uncertain
0,87,47,40,1,41,44,1933.869471390472,1917.5008296823053,16.368641708166706,16.368641708166706,54.707905295350486,uncertain
14,47,48,50,0,44,47,2196.3362989320544,2156.8275842369258,39.508714695128674,39.508714695128674,53.49252941153139,uncertain
1,13,57,9,0,0,39,1653.9912084525984,1663.9106105527792,-9.919402100180832,9.919402100180832,44.309474829812665,uncertain
78,85,52,14,0,8,33,1792.3729910510792,1783.1049718399909,9.268019211088358,9.268019211088358,44.821904895906016,uncertain
1,85,51,15,0,6,32,1738.8440221949845,1768.96283621626,-30.11881402127551,30.11881402127551,44.07154696771214,uncertain
78,85,51,15,0,9,32,1806.5151266748103,1768.96283621626,37.55229045855026,37.55229045855026,44.821904895906016,uncertain
14,78,49,17,0,11,12,1845.625620813399,1840.6572622985414,4.968358514857755,4.968358514857755,39.48324189692934,uncertain
14,78,48,18,0,12,13,1859.7677564371302,1854.7993979222724,4.968358514857755,4.968358514857755,40.03760342666922,uncertain
1,18,45,21,0,13,14,1829.5547003136398,1842.2528206195848,-12.69812030594494,12.69812030594494,41.16025552132062,uncertain
1,53,38,29,2,21,24,1939.1790430218969,1971.2448536453915,-32.0658106234946,32.0658106234946,46.0118123218017,uncertain
39,74,34,33,1,33,24,1009.2368802264679,1000.8558597514183,8.381020475049581,8.381020475049581,47.94551138834301,uncertain
1,84,33,35,1,27,21,2020.204417811622,2044.8267398884336,-24.622322076811543,24.622322076811543,46.94921074848149,uncertain
21,70,33,38,1,19,33,1499.7670242538861,1538.8127384498066,-39.04571419592048,39.04571419592048,48.1072773392694,uncertain
64,86,46,32,0,5,45,1121.175005636996,1144.0921273111035,-22.91712167410742,22.91712167410742,45.46901295774418,uncertain
86,89,46,32,0,45,39,1144.0921273111035,1170.3788830895462,-26.28675577844274,26.28675577844274,52.278189848400714,uncertain
3,48,4,3,0,50,2,571.7538148856756,536.3358658157321,35.417949069943575,35.417949069943575,45.167137452095474,uncertain
7,39,17,4,0,3,4,608.8941849940817,640.2216067045098,-31.327421710428098,31.327421710428098,35.77900895675373,uncertain
5,19,14,14,0,46,8,720.0970577875819,697.6895800879863,22.407477699595574,22.407477699595574,48.08818149072437,uncertain
7,39,20,9,0,8,9,671.3205918652745,702.6480135757026,-31.327421710428098,31.327421710428098,38.22607913978936,uncertain
37,59,39,48,0,37,44,1326.190586803697,1377.231513556876,-51.040926753179065,51.040926753179065,52.92257363130644,uncertain
5,98,34,43,0,17,18,346.6249519708228,385.3545550676212,-38.72960309679843,38.72960309679843,43.37770164028006,uncertain
5,98,33,42,0,18,17,360.76708759455374,371.21241944389027,-10.445331849336526,10.445331849336526,43.37770164028006,uncertain
5,98,32,41,0,19,16,374.9092232182847,357.0702838201593,17.838939398125376,17.838939398125376,43.37770164028006,uncertain
32,51,20,28,1,20,27,1205.4007776918643,1195.4164020336261,9.98437565823815,9.98437565823815,46.635022335130444,uncertain
32,35,20,28,1,20,5,1205.4007776918643,1245.3881609211426,-39.987383229278294,39.987383229278294,40.618229874407774,uncertain
5,80,15,21,0,39,22,645.9549221638509,663.4539430017687,-17.499020837917783,17.499020837917783,50.35318431047763,uncertain
52,75,15,1,0,40,39,1535.8594752197673,1567.5876904148126,-31.728215195045323,31.728215195045323,49.80956527902619,uncertain
7,39,16,3,0,2,3,594.7520493703507,626.0794710807788,-31.327421710428098,31.327421710428098,35.224647427013856,uncertain
7,39,18,5,0,4,5,623.0363206178126,654.3637423282407,-31.327421710428098,31.327421710428098,36.3333704864936,uncertain
7,39,18,6,0,5,6,633.0363206178126,664.3637423282407,-31.327421710428098,31.327421710428098,36.725363283401606,uncertain
7,39,19,7,0,6,7,647.1784562415436,678.5058779519717,-31.327421710428098,31.327421710428098,37.27972481314148,uncertain
7,39,19,8,0,7,8,657.1784562415436,688.5058779519717,-31.327421710428098,31.327421710428098,37.67171761004949,uncertain
7,39,21,10,0,9,10,685.4627274890055,716.7901491994336,-31.327421710428098,31.327421710428098,38.78044066952923,uncertain
7,39,22,11,0,10,11,699.6048631127364,730.9322848231645,-31.327421710428098,31.327421710428098,39.334802199269106,uncertain
32,35,29,19,1,29,14,1332.6799983054439,1372.6673815347222,-39.987383229278294,39.987383229278294,45.60748364206665,uncertain
7,93,34,24,1,24,26,894.3967162344488,927.0662109189158,-32.66949468446694,32.66949468446694,47.07297868048759,uncertain
7,77,40,30,1,30,30,979.2495299768345,997.5829508900651,-18.33342091323061,18.33342091323061,49.93830657842991,uncertain
33,68,44,50,0,3,6,997.5127591275217,970.3252339189579,27.187525208563784,27.187525208563784,36.25218612007767,uncertain
8,36,31,30,2,30,13,694.2155412401856,680.9633785418961,13.252162698289567,13.252162698289567,45.40586200646533,uncertain
9,25,19,14,1,10,36,1317.2396332911123,1337.1956870943939,-19.95605380328152,19.95605380328152,45.11315905407917,uncertain
10,67,37,19,0,1,28,1018.3566873997581,985.842021277957,32.514666121801156,32.514666121801156,41.308695218980795,uncertain
39,77,32,24,0,24,22,910.637912307936,891.7860471344694,18.851865173466535,18.851865173466535,46.26432132101749,uncertain
10,37,32,24,0,6,13,1089.0673655184132,1055.8112409154596,33.256124602953605,33.256124602953605,39.105178135192965,uncertain
10,51,17,38,0,22,37,1302.915128626917,1309.0381185937101,-6.122989966793057,6.122989966793057,49.41016064665064,uncertain
11,76,35,47,0,0,11,547.6811813415111,531.5466327459532,16.13454859555793,16.13454859555793,36.88773201623347,uncertain
52,75,14,1,0,41,40,1545.8594752197673,1577.5876904148126,-31.728215195045323,31.728215195045323,50.2015580759342,uncertain
70,85,31,35,1,30,11,1500.5284672023445,1479.3181693521603,21.210297850184133,21.210297850184133,45.03361716004602,uncertain
21,85,33,33,1,24,13,1549.7670242538861,1507.6024405996222,42.16458365426388,42.16458365426388,43.40078025358957,uncertain
39,86,34,32,1,32,33,999.2368802264679,1015.4931593925714,-16.25627916610358,16.25627916610358,49.789093163625054,uncertain
17,85,36,30,1,30,16,1537.4546420650663,1550.0288474708154,-12.574205405749126,12.574205405749126,46.0331041045968,uncertain
13,60,29,41,1,7,27,1224.9729332108404,1213.4387796650676,11.534153545772824,11.534153545772824,42.574161774145175,uncertain
13,60,30,40,1,8,28,1239.1150688345715,1227.5809152887987,11.534153545772824,11.534153545772824,43.12852330388505,uncertain
13,31,32,38,1,10,10,1267.3993400820336,1284.095944791046,-16.696604709012263,16.696604709012263,39.234787957640805,uncertain
13,55,34,36,1,12,22,1295.6836113294958,1291.3853459549487,4.2982653745471,4.2982653745471,43.221174797889915,uncertain
29,38,34,36,1,14,16,1431.3484667441703,1444.8725640242806,-13.524097280110254,13.524097280110254,42.11245173841017,uncertain
13,26,38,32,1,16,21,1352.8815471665594,1360.7648538586336,-7.883306692074257,7.883306692074257,43.87801247684084,uncertain
42,92,50,20,1,48,38,2076.306649804364,2058.30520050655,18.001449297813906,18.001449297813906,53.38831575184415,uncertain
14,15,48,14,0,8,4,1811.483485189668,1842.5664951352537,-31.083009945585673,31.083009945585673,36.75899094902377,uncertain
16,71,49,39,0,47,4,1674.2406906978426,1646.7261528462268,27.51453785161584,27.51453785161584,46.59482838196014,uncertain
14,53,49,39,0,33,35,2082.1941633083234,2123.9249965669815,-41.730833258658095,41.730833258658095,50.53206536907086,uncertain
15,78,52,13,0,0,7,1790.1400882640605,1782.3729910510792,7.767097212981298,7.767097212981298,35.86019332316967,uncertain
15,18,40,17,0,12,19,1943.277173253909,1908.821363114509,34.4558101394,34.4558101394,42.02542548155258,uncertain
15,45,35,22,0,17,36,2013.9878513725644,2037.418985039852,-23.431133667287668,23.431133667287668,47.59211939226078,uncertain
15,45,34,23,0,18,35,2028.1299869962954,2023.2768494161212,4.853137580174234,4.853137580174234,47.592119392260784,uncertain
15,45,33,24,1,19,34,2042.5868192910964,2008.8200171213202,33.766802169776156,33.766802169776156,47.592119392260784,uncertain
45,69,30,27,1,31,24,1965.7642169079872,1979.8071468154171,-14.04292990742988,14.04292990742988,48.308849654832514,uncertain
82,90,17,20,0,39,8,584.4348007458984,606.153567654991,-21.71876690909255,21.71876690909255,46.55383796871447,uncertain
26,41,21,24,0,38,17,1564.216635519552,1602.908303130493,-38.69166761094107,38.69166761094107,47.95944042351472,uncertain
54,68,43,38,0,19,18,1056.545516267628,1094.4673695426889,-37.92185327506081,37.92185327506081,42.795482040196916,uncertain
39,77,21,12,0,12,10,745.0744204468955,726.222555273429,18.851865173466535,18.851865173466535,39.774351696970896,uncertain
39,77,21,13,0,13,11,755.0744204468955,736.222555273429,18.851865173466535,18.851865173466535,40.16634449387891,uncertain
39,77,22,14,0,14,12,769.2165560706264,750.3646908971599,18.851865173466535,18.851865173466535,40.72070602361878,uncertain
17,43,22,14,0,14,46,1319.1500466617617,1356.2810864570622,-37.13103979530047,37.13103979530047,49.020606782200645,uncertain
39,77,23,15,0,15,13,783.3586916943574,764.5068265208909,18.851865173466535,18.851865173466535,41.27506755335865,uncertain
39,77,24,16,0,16,14,797.5008273180883,778.6489621446218,18.851865173466535,18.851865173466535,41.82942908309852,uncertain
17,54,24,16,0,16,41,1347.4343179092239,1355.2460931185183,-7.81177520929441,7.81177520929441,48.90738790250721,uncertain
39,77,25,17,0,17,15,811.6429629418193,792.7910977683528,18.851865173466535,18.851865173466535,42.38379061283839,uncertain
39,77,26,18,0,18,16,825.7850985655502,806.9332333920837,18.851865173466535,18.851865173466535,42.93815214257826,uncertain
39,77,27,19,0,19,17,839.9272341892812,821.0753690158147,18.851865173466535,18.851865173466535,43.49251367231813,uncertain
39,77,28,20,0,20,18,854.0693698130121,835.2175046395456,18.851865173466535,18.851865173466535,44.046875202058004,uncertain
39,77,29,21,0,21,19,868.2115054367431,849.3596402632766,18.851865173466535,18.851865173466535,44.601236731797876,uncertain
39,77,30,22,0,22,20,882.353641060474,863.5017758870075,18.851865173466535,18.851865173466535,45.15559826153775,uncertain
39,77,31,23,0,23,21,896.495776684205,877.6439115107385,18.851865173466535,18.851865173466535,45.70995979127762,uncertain
39,77,33,25,1,25,23,925.0947446027369,906.2428794292704,18.851865173466535,18.851865173466535,46.8310187335844,uncertain
77,93,33,25,1,23,27,906.2428794292704,941.2083465426467,-34.96546711337635,34.96546711337635,47.223011530492414,uncertain
39,93,33,25,1,25,27,925.0947446027369,941.2083465426467,-16.113601939909813,16.113601939909813,47.696188693816346,uncertain
52,75,19,1,0,36,35,1495.8594752197673,1527.5876904148126,-31.728215195045323,31.728215195045323,48.24159409139415,uncertain
52,75,18,1,0,37,36,1505.8594752197673,1537.5876904148126,-31.728215195045323,31.728215195045323,48.633586888302155,uncertain
52,75,17,1,0,38,37,1515.8594752197673,1547.5876904148126,-31.728215195045323,31.728215195045323,49.02557968521016,uncertain
52,75,16,1,0,39,38,1525.8594752197673,1557.5876904148126,-31.728215195045323,31.728215195045323,49.417572482118175,uncertain
52,75,13,1,0,42,41,1555.8594752197673,1587.5876904148126,-31.728215195045323,31.728215195045323,50.59355087284221,uncertain
52,75,12,1,0,43,42,1565.8594752197673,1597.5876904148126,-31.728215195045323,31.728215195045323,50.98554366975022,uncertain
32,35,24,24,1,24,9,1261.9693201867885,1301.9567034160668,-39.987383229278294,39.987383229278294,42.835675993367275,uncertain
19,86,30,31,2,25,29,935.2225367519616,970.1557140799493,-34.93317732798778,34.93317732798778,47.62820896546557,uncertain
86,89,30,31,2,29,23,970.1557140799493,996.3168600205515,-26.161145940602182,26.161145940602182,45.45754583015524,uncertain
83,99,14,31,0,5,10,215.3398111126966,217.32864055485277,-1.9888294421561739,1.9888294421561739,37.99645507571321,uncertain
20,82,20,24,0,18,35,487.9152280874598,532.0083938747056,-44.093165787245766,44.093165787245766,48.216922557934076,uncertain
32,35,36,12,1,36,21,1431.6749476715613,1471.6623309008396,-39.987383229278294,39.987383229278294,49.48801435024578,uncertain
32,35,33,15,1,33,18,1389.2485408003681,1429.2359240296464,-39.987383229278294,39.987383229278294,47.824929761026155,uncertain
49,76,38,44,0,15,14,589.127538858206,573.973039617146,15.154499241059966,15.154499241059966,41.71461705106044,uncertain
33,39,35,41,0,12,41,1124.791979741101,1093.6937125212687,31.098267219832223,31.098267219832223,47.24271016094292,uncertain
31,60,34,40,1,8,32,1255.811673543584,1267.5809152887987,-11.769241745214686,11.769241745214686,43.991231356534286,uncertain
23,26,15,24,0,3,44,1587.695958585893,1632.500906767014,-44.804948181120835,44.804948181120835,45.74199430455521,uncertain
23,65,30,38,1,18,26,1796.0005539891977,1813.4182197803689,-17.417665791171203,17.417665791171203,44.669360818280325,uncertain
23,63,35,43,1,23,42,1866.711232107853,1821.1470087732146,45.56422333463843,45.56422333463843,50.923212385865455,uncertain
52,75,26,1,0,29,28,1425.8594752197673,1457.5876904148126,-31.728215195045323,31.728215195045323,45.49764451303807,uncertain
24,38,44,47,1,47,27,1593.9880280961966,1596.2939202615912,-2.3058921653946527,2.3058921653946527,52.29359402269887,uncertain
25,74,18,32,1,18,40,1144.0142770432203,1166.6336115729507,-22.619334529730395,22.619334529730395,47.56355989993561,uncertain
25,32,18,30,1,20,18,1164.0142770432203,1177.1165064444021,-13.10222940118183,13.10222940118183,43.77394317528516,uncertain
32,51,18,30,1,18,29,1177.1165064444021,1223.7006732810883,-46.58416683668611,46.58416683668611,46.635022335130444,uncertain
35,51,18,30,1,3,29,1217.1038896736804,1223.7006732810883,-6.596783607407815,6.596783607407815,42.72086396132919,uncertain
25,70,18,21,1,29,16,1262.2985482906824,1305.421917409561,-43.1233691188786,43.1233691188786,45.42647871219211,uncertain
27,73,27,10,0,6,45,1339.5198979749694,1307.2119273515834,32.30797062338593,32.30797062338593,45.507564438531745,uncertain
28,67,52,17,0,41,43,1126.1879014870722,1144.8812957053992,-18.693394218327057,18.693394218327057,52.87834759333346,uncertain
29,85,48,18,1,32,28,1670.5971521606843,1720.363868297728,-49.76671613704366,49.76671613704366,49.871920002423806,uncertain
29,85,49,16,1,34,30,1694.7392877844154,1744.506003921459,-49.76671613704366,49.76671613704366,50.8182743290717,uncertain
32,74,16,32,1,16,42,1148.8322351969402,1186.6336115729507,-37.80137637601047,37.80137637601047,47.442905977455865,uncertain
35,74,16,32,1,1,42,1188.8196184262183,1186.6336115729507,2.1860068532675996,2.1860068532675996,43.52874760365461,uncertain
32,51,19,29,1,19,28,1191.2586420681332,1209.5585376573572,-18.29989558922398,18.29989558922398,46.635022335130444,uncertain
32,35,19,29,1,19,4,1191.2586420681332,1231.2460252974115,-39.987383229278294,39.987383229278294,40.063868344667895,uncertain
35,51,19,29,1,4,28,1231.2460252974115,1209.5585376573572,21.687487640054314,21.687487640054314,42.72086396132919,uncertain
32,51,21,27,1,21,26,1219.5429133155953,1181.274266409895,38.26864690570028,38.26864690570028,46.635022335130444,uncertain
32,35,21,27,1,21,6,1219.5429133155953,1259.5302965448736,-39.987383229278294,39.987383229278294,41.172591404147646,uncertain
32,35,22,26,1,22,7,1233.6850489393264,1273.6724321686047,-39.987383229278294,39.987383229278294,41.726952933887524,uncertain
51,55,23,25,1,24,11,1152.989995162433,1134.5630674096278,18.426927752805113,18.426927752805113,43.55240625593899,uncertain
32,43,23,25,1,23,35,1247.8271845630575,1241.8242541622612,6.002930400796231,6.002930400796231,49.27808891662008,uncertain
32,35,23,25,1,23,8,1247.8271845630575,1287.8145677923358,-39.987383229278294,39.987383229278294,42.281314463627396,uncertain
32,38,23,25,1,23,5,1247.8271845630575,1288.0502854789597,-40.22310091590225,40.22310091590225,41.44977216901758,uncertain
35,38,23,25,1,8,5,1287.8145677923358,1288.0502854789597,-0.23571768662395698,0.23571768662395698,37.53561379521633,uncertain
32,35,25,23,1,25,10,1276.1114558105196,1316.098839039798,-39.987383229278294,39.987383229278294,43.39003752310715,uncertain
32,35,26,22,1,26,11,1290.2535914342507,1330.240974663529,-39.987383229278294,39.987383229278294,43.944399052847025,uncertain
32,35,27,21,1,27,12,1304.3957270579817,1344.38311028726,-39.987383229278294,39.987383229278294,44.4987605825869,uncertain
