flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,2,2.0,2,False
1,5,100.0,5,True
2,0,0.0,0,False
3,1,0.0,1,False
4,0,0.0,0,False
5,3,12.0,5,False
6,0,0.0,0,False
7,3,26.0,11,False
8,1,0.0,1,False
9,2,22.0,5,False
10,3,26.0,3,False
11,1,0.0,1,False
12,0,0.0,0,False
13,5,60.0,6,False
14,4,51.0,5,False
15,4,54.0,6,False
16,1,0.0,1,False
17,4,99.0,7,True
18,2,22.0,2,False
19,2,14.0,2,False
20,1,0.0,1,False
21,2,17.0,2,False
22,0,0.0,0,False
23,3,12.0,3,False
24,1,0.0,1,False
25,4,99.0,4,True
26,3,22.0,3,False
27,1,0.0,1,False
28,1,0.0,1,False
29,2,25.0,3,False
30,0,0.0,0,False
31,2,8.0,2,False
32,6,140.0,30,True
33,2,23.0,2,False
34,0,0.0,0,False
35,5,140.0,27,True
36,2,0.0,2,False
37,3,26.0,4,False
38,4,75.0,4,False
39,7,150.0,28,True
40,1,0.0,1,False
41,1,0.0,1,False
42,1,0.0,1,False
43,4,114.0,5,True
44,1,0.0,1,False
45,2,11.0,4,False
46,1,0.0,1,False
47,2,12.0,4,False
48,2,3.0,9,False
49,1,0.0,3,False
50,1,0.0,1,False
51,4,81.0,8,False
52,1,0.0,33,False
53,3,38.0,3,False
54,3,32.0,3,False
55,2,20.0,2,False
56,0,0.0,0,False
57,0,0.0,0,False
58,0,0.0,0,False
59,2,9.0,3,False
60,3,18.0,4,False
61,0,0.0,0,False
62,0,0.0,0,False
63,3,8.0,3,False
64,3,28.0,4,False
65,2,4.0,2,False
66,0,0.0,0,False
67,2,5.0,2,False
68,4,42.0,4,False
69,2,4.0,2,False
70,3,50.0,3,False
71,2,2.0,2,False
72,2,14.0,3,False
73,3,42.0,3,False
74,6,135.0,6,True
75,2,6.0,34,False
76,3,0.0,5,False
77,3,26.0,16,False
78,7,180.0,9,True
79,0,0.0,0,False
80,3,4.0,10,False
81,2,4.0,4,False
82,2,0.0,4,False
83,1,0.0,1,False
84,2,22.0,2,False
85,6,150.0,8,True
86,5,92.0,9,False
87,2,2.0,2,False
88,0,0.0,0,False
89,2,14.0,5,False
90,1,0.0,3,False
91,2,7.0,2,False
92,1,0.0,1,False
93,4,66.0,4,False
94,0,0.0,0,False
95,0,0.0,0,False
96,0,0.0,0,False
97,1,0.0,1,False
98,1,0.0,3,False
99,1,0.0,1,False
