action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
cruise_level,2,45,44,52,48,True,False,8.242200000040611,pairs_decreased,4,0,0,stage2_independent_matching,0,0,2-59,4,cluster,reroute,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.15,0.6,0,0,2,59,reroute,2,52,48,45,44
speed,27,44,45,48,48,False,True,7.945500000005268,rollback,2,0,2,stage2_independent_matching,1,0,27-54,2,crossing,speed,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,48,48,44,45
speed,54,44,45,48,49,False,True,8.202699999856122,rollback,2,2,1,stage2_independent_matching,1,0,27-54,2,crossing,speed,1,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,48,49,44,45
speed,27,44,44,48,48,False,True,8.082400000148482,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,2,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,48,48,44,44
speed,54,44,44,48,48,False,True,8.453699999790842,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,3,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,48,48,44,44
speed,27,44,44,48,48,False,True,8.09579999986454,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,4,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,48,48,44,44
speed,54,44,44,48,48,False,True,7.792899999913061,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,5,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,48,48,44,44
speed,27,44,44,48,48,False,True,7.725200000095356,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,6,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,48,48,44,44
speed,54,44,44,48,48,False,True,7.7648000001318,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,7,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,48,48,44,44
speed,27,44,43,48,46,True,False,7.643599999937578,pairs_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,8,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.8,0.075,1,0,27,54,speed,27,48,46,44,43
speed,37,43,44,46,48,False,True,7.769599999846832,rollback,2,2,1,stage2_independent_matching,2,0,37-76,2,crossing,speed,0,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,2,0,37,76,speed,37,46,48,43,44
speed,76,43,42,46,44,True,False,8.619300000191288,pairs_decreased,2,0,0,stage2_independent_matching,2,0,37-76,2,crossing,speed,1,0.125,0.8,0.075,ADM_ref6_independent_matching,0.0625,0.9,0.0375,2,0,37,76,speed,76,46,44,43,42
delay,42,42,42,44,44,False,True,7.75019999991855,rollback,2,2,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,0,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,3,0,42,78,delay,42,44,44,42,42
delay,78,42,41,44,42,True,False,7.458200000201032,pairs_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,1,0.25,0.15,0.6,ADM_ref6_independent_matching,0.625,0.075,0.3,3,0,42,78,delay,78,44,42,42,41
cruise_level,55,41,40,42,40,True,False,8.433100000274862,pairs_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,4,0,55,77,reroute,55,42,40,41,40
cruise_level,3,40,40,40,40,False,True,20.61249999997017,rollback,1,0,1,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,3,65,reroute,3,40,40,40,40
cruise_level,3,40,39,40,39,True,False,7.515100000091479,pairs_decreased,1,0,0,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,1,0.075,0.075,0.85,ADM_ref6_independent_matching,0.0375,0.0375,0.925,5,0,3,65,reroute,3,40,39,40,39
speed,6,39,40,39,40,False,True,7.88509999983944,rollback,1,1,1,stage2_independent_matching,6,0,6-11,1,crossing,speed,0,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,6,11,speed,6,39,40,39,40
speed,11,39,38,39,38,True,False,8.258599999862781,pairs_decreased,1,0,0,stage2_independent_matching,6,0,6-11,1,crossing,speed,1,0.0625,0.9,0.0375,ADM_ref6_independent_matching,0.03125,0.95,0.01875,6,0,6,11,speed,11,39,38,39,38
speed,9,38,38,38,38,False,True,8.106799999950454,rollback,1,1,0,stage2_independent_matching,7,0,9-12,1,crossing,speed,0,0.03125,0.95,0.01875,ADM_ref6_independent_matching,,,,7,0,9,12,speed,9,38,38,38,38
speed,12,38,38,38,38,False,True,7.756699999845296,rollback,1,1,0,stage2_independent_matching,7,0,9-12,1,crossing,speed,1,0.03125,0.95,0.01875,ADM_ref6_independent_matching,,,,7,0,9,12,speed,12,38,38,38,38
speed,9,38,38,38,38,False,True,7.853099999920232,rollback,1,1,0,stage2_independent_matching,7,0,9-12,1,crossing,speed,2,0.03125,0.95,0.01875,ADM_ref6_independent_matching,,,,7,0,9,12,speed,9,38,38,38,38
speed,12,38,38,38,38,False,True,7.720699999936187,rollback,1,1,0,stage2_independent_matching,7,0,9-12,1,crossing,speed,3,0.03125,0.95,0.01875,ADM_ref6_independent_matching,,,,7,0,9,12,speed,12,38,38,38,38
