run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,1,80,76.0,5,5,5,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,2,38,68.0,5,8,8,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,3,34,65.0,6,6,6,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,4,62,57.0,4,6,6,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,5,97,54.0,4,4,4,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,6,68,40.0,5,5,5,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,7,28,36.0,4,4,4,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,8,71,33.0,4,4,4,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,9,56,30.0,3,3,3,38
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,266,10,24,22.0,3,3,3,38
