action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,59,44,43,51,47,True,False,8.442100000138453,local_pair_points_decreased,4,0,2,stage2_independent_matching,0,0,2-59,4,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,2,59,speed,59,51,47,44,43
cruise_level,27,43,43,47,52,False,True,8.182699999906617,local_pair_not_improved,2,7,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,47,52,43,43
cruise_level,27,43,43,47,46,True,False,7.836000000224885,local_pair_points_decreased,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,1,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.3,0.575,1,0,27,54,reroute,27,47,46,43,43
cruise_level,37,43,41,46,43,True,False,8.168999999725202,local_pair_points_decreased,2,1,0,stage2_independent_matching,2,0,37-76,2,crossing,reroute,0,0.125,0.3,0.575,ADM_ref6_independent_matching,0.0625,0.15,0.7875,2,0,37,76,reroute,37,46,43,43,41
delay,42,41,41,43,43,False,True,7.6110999998491025,local_pair_not_improved,2,2,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,0,0.25,0.65,0.1,ADM_ref6_independent_matching,,,,3,0,42,78,delay,42,43,43,41,41
delay,42,41,41,43,43,False,True,7.981099999597063,local_pair_not_improved,2,2,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,1,0.25,0.65,0.1,ADM_ref6_independent_matching,,,,3,0,42,78,delay,42,43,43,41,41
delay,42,41,40,43,41,True,False,8.26199999983146,local_pair_points_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,2,0.25,0.65,0.1,ADM_ref6_independent_matching,0.625,0.325,0.05,3,0,42,78,delay,42,43,41,41,40
cruise_level,55,40,39,41,39,True,False,8.39029999997365,local_pair_points_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,4,0,55,77,reroute,55,41,39,40,39
cruise_level,3,39,39,39,39,True,False,21.425799999633455,local_pair_points_decreased,1,0,1,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,0.0375,0.0375,0.925,5,0,3,65,reroute,3,39,39,39,39
cruise_level,3,39,38,39,38,True,False,8.091499999864027,local_pair_points_decreased,1,0,0,stage2_independent_matching,6,0,3-79,1,crossing,reroute,0,0.0625,0.15,0.7875,ADM_ref6_independent_matching,0.03125,0.075,0.89375,6,0,3,79,reroute,3,39,38,39,38
