run_id,start_x_mean,start_y_mean,goal_x_mean,goal_y_mean,route_length_mean,route_length_std,route_length_min,route_length_max,takeoff_time_mean,takeoff_time_std,speed_mean,speed_std,route_density_gini,center_crossing_ratio_actual,center_area_route_ratio,center_area_conflict_ratio,ground_hugging_route_ratio,start_goal_above_ground_count,path_start_not_ground_count,path_goal_not_ground_count,initial_conflicts_without_uncertainty,initial_conflicts_with_uncertainty,altitude_level_0_ratio,cruise_level_0_count,altitude_level_1_ratio,cruise_level_1_count,altitude_level_2_ratio,cruise_level_2_count,altitude_level_3_ratio,cruise_level_3_count
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,33.1,26.92,28.62,32.71,5785.562448994111,687.2808778285998,4700.088490038344,7776.597387235941,891.8751802031517,383.3279168008193,9.982722305646153,1.1505781853576749,0.5504063067854452,0.29,0.1875121951219512,0.3153846153846154,0.0,0.0,0.0,0.0,99.0,130.0,0.0714146341463414,4.0,0.5094634146341463,32.0,0.3601951219512195,47.0,0.0589268292682926,17.0
