run_id,conflict_id,plan_a,plan_b,cell_x,cell_y,cell_z,P_schedule,P_speed,P_reroute,sampled_strategy,actor_gene,selected_actor,stage2_generation,record_type
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,30,14,81,38,25,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.9054962838077287,81,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,31,14,73,36,25,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.8993035315702258,73,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,32,70,87,18,26,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.8929145193643677,87,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,33,70,87,14,26,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.8863292786169268,87,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,34,70,87,13,26,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.8795478417199334,87,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,35,20,26,12,26,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.8725702420304842,26,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,36,87,88,8,26,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.8653965138705644,88,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,37,15,23,37,51,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.8580266925268987,23,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,38,15,24,37,51,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.8504608142507593,24,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,39,23,24,37,51,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.8426989162578238,24,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,40,70,91,39,26,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.834741036727948,91,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,41,32,67,51,34,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.826587214804995,67,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,42,29,73,45,16,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.8182374905966583,73,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,43,29,73,44,17,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.8096919051742546,73,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,44,19,29,43,29,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.8009505005724975,29,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,45,39,81,37,35,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.7920133197893335,81,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,46,30,35,30,43,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.7828804067857007,35,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,47,21,56,15,22,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.7735518064853153,56,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,48,52,77,15,21,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.7640275647744659,77,1,generation_best
