run_id,scheduler_mode,seed,n_jobs,paper_objective_scale_mode,NP,Ngen_max_stage1,Ngen_max_stage2,stage2_skipped,initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_points_one_stage,final_conflict_pairs_two_stage,final_conflict_pairs_one_stage,stage1_key_flight_count,stage1_initial_conflict_points,stage1_final_conflict_points,stage2_initial_conflict_points,stage2_final_conflict_points,stage1_fata_time,stage2_fata_time,final_fitness,final_paper_fitness,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,stage1_strategy_combination_count,stage2_strategy_combination_count,stage1_schedule_only_count,stage1_actual_rerouted_flight_count,stage2_actual_rerouted_flight_count,stage2_modified_flight_count,stage2_newly_changed_flight_count,stage1_dimension,stage2_dimension,stage1_fitness_evaluations,stage2_fitness_evaluations,astar_calls,astar_cache_hits,astar_cache_misses,astar_seconds,conflict_detection_calls,runtime_stage1,runtime_stage2,advanced_flight_count,mean_absolute_atd_shift,max_absolute_atd_shift,astar_cache_hit_rate,large_advance_without_delay_observed,final_Tdelay,final_Tair,final_ORISK,final_n_delay,final_n_battery,stage1_strategy_schedule_count,stage1_strategy_speed_count,stage1_strategy_reroute_count,stage2_strategy_schedule_count,stage2_strategy_speed_count,stage2_strategy_reroute_count,runtime_seconds,total_runtime,runtime_total
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,paper_strict,2025,8,raw_equation,20,50,50,False,130,99,130,85,14,102,14,102,14,60,10,130,102,102,14,10.503382999999303,13.61362260000169,611900.4186559017,611900.4186559017,49,10,27,0,14,6,1,16,41,39,619,1413,1049,1049,16710.0,5177.0,8355.0,33.829722899718035,1073.0,10.503382999999303,13.61362260000169,2,371.8102831731561,1550.4985675612752,0.3825746378953591,False,37181.028317315606,59943.45300454895,1141.88303954963,27,0,6,3,1,23,19,16,31.058942799998476,31.058942799998476,31.058942799998476
