run_id,global_generation,stage,stage_generation,fitness,Nc,Tdelay,Tair,ORISK,delta,n_delay,n_battery
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,58,stage2,8,679030.0462311845,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99998951424,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,59,stage2,9,679024.4000911685,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99998110432,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,60,stage2,10,679015.6022874395,14,37181.028317315606,59943.453004548945,1141.88303954963,0.999968,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,61,stage2,11,679002.4862532658,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99994846368,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,62,stage2,12,678983.6276171122,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99992037376,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,63,stage2,13,678957.3184221613,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99988118624,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,64,stage2,14,678921.5413458318,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99982789632,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,65,stage2,15,678873.9439192993,14,37181.028317315606,59943.453004548945,1141.88303954963,0.999757,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,66,stage2,16,678811.8127470155,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99966445568,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,67,stage2,17,678732.0477262284,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99954564576,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,68,stage2,18,678631.1362665013,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99939533824,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,69,stage2,19,678505.1275092332,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99920764832,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,70,stage2,20,678349.6065471779,14,37181.028317315606,59943.453004548945,1141.88303954963,0.998976,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,71,stage2,21,678159.6686439646,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99869308768,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,72,stage2,22,677929.8934536169,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99835083776,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,73,stage2,23,677654.3192400727,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99794037024,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,74,stage2,24,677326.4170967042,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99745196032,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,75,stage2,25,676939.0651658372,14,37181.028317315606,59943.453004548945,1141.88303954963,0.996875,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,76,stage2,26,676484.5228582714,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99619795968,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,77,stage2,27,675954.4050727992,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99540834976,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,78,stage2,28,675339.6564157264,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99449268224,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,79,stage2,29,674630.5254203919,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99343643232,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,80,stage2,30,673816.5387666866,14,37181.028317315606,59943.453004548945,1141.88303954963,0.992224,27,0
