flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,4,66.0,34,True
1,3,40.0,6,False
2,1,0.0,1,False
3,0,0.0,0,False
4,0,0.0,0,False
5,2,3.0,2,False
6,1,0.0,1,False
7,0,0.0,0,False
8,3,12.0,3,False
9,0,0.0,0,False
10,1,0.0,1,False
11,2,14.0,2,False
12,1,0.0,1,False
13,0,0.0,0,False
14,1,0.0,1,False
15,1,0.0,1,False
16,2,14.0,2,False
17,1,0.0,1,False
18,1,0.0,1,False
19,0,0.0,0,False
20,2,16.0,5,False
21,1,0.0,1,False
22,1,0.0,1,False
23,0,0.0,0,False
24,2,25.0,3,False
25,1,0.0,1,False
26,0,0.0,0,False
27,1,0.0,1,False
28,3,4.0,3,False
29,5,100.0,7,True
30,6,90.0,9,True
31,5,108.0,5,True
32,4,51.0,7,False
33,0,0.0,0,False
34,2,18.0,2,False
35,0,0.0,0,False
36,3,12.0,3,False
37,1,0.0,1,False
38,0,0.0,0,False
39,4,18.0,4,False
40,1,0.0,1,False
41,1,0.0,1,False
42,1,0.0,1,False
43,2,12.0,29,False
44,1,0.0,1,False
45,1,0.0,1,False
46,2,10.0,2,False
47,2,3.0,2,False
48,1,0.0,1,False
49,0,0.0,0,False
50,4,51.0,4,False
51,1,0.0,1,False
52,2,19.0,2,False
53,4,84.0,23,True
54,4,87.0,6,True
55,3,32.0,22,False
56,3,14.0,6,False
57,0,0.0,0,False
58,1,0.0,1,False
59,0,0.0,0,False
60,1,0.0,1,False
61,2,0.0,2,False
62,4,66.0,4,True
63,5,60.0,6,False
64,0,0.0,0,False
65,1,0.0,1,False
66,3,26.0,4,False
67,1,0.0,1,False
68,0,0.0,0,False
69,2,0.0,2,False
70,3,2.0,4,False
71,2,13.0,2,False
72,2,12.0,2,False
73,7,186.0,9,True
74,1,0.0,2,False
75,2,0.0,2,False
76,2,19.0,2,False
77,1,0.0,2,False
78,1,0.0,1,False
79,1,0.0,1,False
80,2,3.0,2,False
81,1,0.0,1,False
82,0,0.0,0,False
83,1,0.0,1,False
84,2,6.0,3,False
85,1,0.0,1,False
86,3,34.0,3,False
87,0,0.0,0,False
88,7,120.0,8,True
89,3,30.0,3,False
90,0,0.0,0,False
91,5,76.0,5,True
92,1,0.0,1,False
93,0,0.0,0,False
94,1,0.0,1,False
95,2,4.0,2,False
96,3,14.0,3,False
97,1,0.0,1,False
98,1,0.0,1,False
99,0,0.0,0,False
