run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,1,27,60.0,5,5,5,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,2,59,60.0,5,6,6,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,3,65,51.0,4,4,4,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,4,89,48.0,5,6,6,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,5,96,48.0,4,6,6,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,6,8,45.0,4,6,6,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,7,75,36.0,3,4,4,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,8,52,32.0,5,5,5,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,9,7,12.0,2,2,2,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,370,10,41,12.0,4,7,7,39
