global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,delta
1,stage1,1,2977943.8239676193,6358.5455218066,59009.914999400666,756.8497269423874,63,5,0,0.9999999999996875
2,stage1,2,2977943.8239388075,6358.5455218066,59009.914999400666,756.8497269423874,63,5,0,0.99999999999
3,stage1,3,2977943.8237427026,6358.5455218066,59009.914999400666,756.8497269423874,63,5,0,0.9999999999240625
4,stage1,4,2962563.8817268615,5778.187238939763,59651.54694014216,756.6773364530721,62,5,0,0.99999999968
5,stage1,5,2962563.8797842795,5778.187238939763,59651.54694014216,756.6773364530721,62,5,0,0.9999999990234375
6,stage1,6,2962563.875483969,5778.187238939763,59651.54694014216,756.6773364530721,62,5,0,0.99999999757
7,stage1,7,2909132.8268933953,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.9999999947478125
8,stage1,8,2909132.8124083746,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.99999998976
9,stage1,9,2909132.788557688,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.9999999815471875
10,stage1,10,2909132.7513935957,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.99999996875
11,stage1,11,2909132.695988235,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.9999999496715625
12,stage1,12,2909132.6163247074,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.99999992224
13,stage1,13,2909132.505188183,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.9999998839709375
14,stage1,14,2909132.3540569935,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.99999983193
15,stage1,15,2909132.1529937317,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.9999997626953125
16,stage1,16,2909131.890536345,7967.500922090034,59509.892510452184,762.1796448825974,61,6,1,0.99999967232
17,stage1,17,2881444.9007405653,6025.569598401475,58969.685508734605,757.6201890126889,61,4,0,0.9999995562946875
18,stage1,18,2827989.743075021,5986.97517098081,58839.048907457436,757.6201890126889,60,4,0,0.99999940951
19,stage1,19,2827989.225411128,5986.97517098081,58839.048907457436,757.6201890126889,60,4,0,0.9999992262190625
20,stage1,20,2827988.5865064324,5986.97517098081,58839.048907457436,757.6201890126889,60,4,0,0.999999
21,stage1,21,2689997.763239134,5499.502128010426,58910.196157618935,757.6201890126889,57,4,0,0.9999987237184375
22,stage1,22,2689996.8653996293,5499.502128010426,58910.196157618935,757.6201890126889,57,4,0,0.99999838949
23,stage1,23,2689995.788601848,5499.502128010426,58910.196157618935,757.6201890126889,57,4,0,0.9999979886428125
24,stage1,24,2643030.255747246,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99999751168
25,stage1,25,2643028.768798194,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999969482421875
26,stage1,26,2643027.0239217654,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99999628707
27,stage1,27,2643024.9889296144,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999955159665626
28,stage1,28,2643022.629060306,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99999462176
29,stage1,29,2643019.9068803512,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999935902659375
30,stage1,30,2643016.782185243,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99999240625
31,stage1,31,2643013.2119004913,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999910533903125
32,stage1,32,2643009.149982657,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99998951424
33,stage1,33,2643004.547320389,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999877701896875
34,stage1,34,2642999.351635458,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99998580143
35,stage1,35,2642993.5073837903,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999835869140625
36,stage1,36,2642986.9556565057,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99998110432
37,stage1,37,2642979.6340809506,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999783300134375
38,stage1,38,2642971.476721734,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.99997523901
39,stage1,39,2642962.413981761,7012.019240098659,58907.70255528977,757.6201890126889,56,6,0,0.9999718049378125
40,stage1,40,2637363.549044688,5470.9962574912215,58784.80515294492,757.6201890126889,56,6,0,0.999968
41,stage1,41,2637352.474762534,5470.9962574912215,58784.80515294492,757.6201890126889,56,6,0,0.9999637949371875
42,stage1,42,2637340.265720839,5470.9962574912215,58784.80515294492,757.6201890126889,56,6,0,0.99995915899
43,stage1,43,2637326.836863869,5470.9962574912215,58784.80515294492,757.6201890126889,56,6,0,0.9999540598615625
44,stage1,44,2637312.098988034,5470.9962574912215,58784.80515294492,757.6201890126889,56,6,0,0.99994846368
45,stage1,45,2637295.958643129,5470.9962574912215,58784.80515294492,757.6201890126889,56,6,0,0.9999423349609375
46,stage1,46,2637278.3180335755,5470.9962574912215,58784.80515294492,757.6201890126889,56,6,0,0.99993563657
47,stage1,47,2635648.277547884,5445.18184280303,58748.91614771536,757.6201890126889,56,6,0,0.9999283296853125
48,stage1,48,2635627.337938773,5445.18184280303,58748.91614771536,757.6201890126889,56,6,0,0.99992037376
49,stage1,49,2635604.578730033,5445.18184280303,58748.91614771536,757.6201890126889,56,6,0,0.9999117264846875
50,stage1,50,2635579.883827929,5445.18184280303,58748.91614771536,757.6201890126889,56,6,0,0.99990234375
51,stage1,51,2635553.1323025175,5445.18184280303,58748.91614771536,757.6201890126889,56,6,0,0.9998921796090625
52,stage1,52,2635524.1982889455,5445.18184280303,58748.91614771536,757.6201890126889,56,6,0,0.99988118624
