global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,delta
201,stage2,1,1803342.4150897576,17964.964467130343,59128.66539854008,763.0548141724992,38,19,0,0.9999999999996875
202,stage2,2,1565715.859879933,23733.71808351572,59071.93276070003,765.5247083663234,33,20,0,0.99999999999
203,stage2,3,1538355.532776765,39760.84928854966,59792.97304962452,777.3170570608519,32,26,0,0.9999999999240625
204,stage2,4,1538355.5324031785,39760.84928854966,59792.97304962452,777.3170570608519,32,26,0,0.99999999968
205,stage2,5,1538355.5313981783,39760.84928854966,59792.97304962452,777.3170570608519,32,26,0,0.9999999990234375
206,stage2,6,1538355.5291734014,39760.84928854966,59792.97304962452,777.3170570608519,32,26,0,0.99999999757
207,stage2,7,1463273.6150725444,27699.814246304504,58724.849597323824,761.1951589306888,31,25,0,0.9999999947478125
208,stage2,8,1463273.6078084125,27699.814246304504,58724.849597323824,761.1951589306888,31,25,0,0.99999998976
209,stage2,9,1463273.5958474672,27699.814246304504,58724.849597323824,761.1951589306888,31,25,0,0.9999999815471875
210,stage2,10,1463273.577209947,27699.814246304504,58724.849597323824,761.1951589306888,31,25,0,0.99999996875
211,stage2,11,1463273.5494245633,27699.814246304504,58724.849597323824,761.1951589306888,31,25,0,0.9999999496715625
212,stage2,12,1463273.5094738868,27699.814246304504,58724.849597323824,761.1951589306888,31,25,0,0.99999992224
213,stage2,13,1364281.6975582275,24359.59872404542,58528.50291439236,761.8241377243436,29,22,0,0.9999998839709375
214,stage2,14,1364281.626893854,24359.59872404542,58528.50291439236,761.8241377243436,29,22,0,0.99999983193
215,stage2,15,1331938.513023948,29684.404099925563,59148.224169973626,769.7461282277192,28,25,0,0.9999997626953125
216,stage2,16,1331938.3932838687,29684.404099925563,59148.224169973626,769.7461282277192,28,25,0,0.99999967232
217,stage2,17,1331938.2395595862,29684.404099925563,59148.224169973626,769.7461282277192,28,25,0,0.9999995562946875
218,stage2,18,1331938.0450815856,29684.404099925563,59148.224169973626,769.7461282277192,28,25,0,0.99999940951
219,stage2,19,1331937.8022357158,29684.404099925563,59148.224169973626,769.7461282277192,28,25,0,0.9999992262190625
220,stage2,20,1331937.5025135055,29684.404099925563,59148.224169973626,769.7461282277192,28,25,0,0.999999
221,stage2,21,1331937.1364624766,29684.404099925563,59148.224169973626,769.7461282277192,28,25,0,0.9999987237184375
222,stage2,22,1233768.2150758847,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.99999838949
223,stage2,23,1233767.7232473518,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.9999979886428125
224,stage2,24,1233767.1380270296,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.99999751168
225,stage2,25,1233766.446704248,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.9999969482421875
226,stage2,26,1233765.6354640618,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.99999628707
227,stage2,27,1233764.6893412399,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.9999955159665626
228,stage2,28,1233763.5921742506,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.99999462176
229,stage2,29,1233762.3265592554,31417.994662713325,58989.069346668235,771.9551642657793,26,22,0,0.9999935902659375
230,stage2,30,1233233.1111788899,36956.30055748214,58936.10955170465,767.2095647761611,26,25,0,0.99999240625
231,stage2,31,1135778.978060411,32399.931338394443,58784.02067313084,766.8115534814272,24,25,0,0.9999910533903125
232,stage2,32,1135777.2408934904,32399.931338394443,58784.02067313084,766.8115534814272,24,25,0,0.99998951424
233,stage2,33,1081158.881060556,30944.074280584566,58382.024098525544,764.7034860938219,23,24,0,0.9999877701896875
234,stage2,34,943357.5849614284,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.99998580143
235,stage2,35,943355.5120682704,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.9999835869140625
236,stage2,36,943353.1882411262,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.99998110432
237,stage2,37,943350.5913570873,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.9999783300134375
238,stage2,38,943347.69802958,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.99997523901
239,stage2,39,943344.4835732641,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.9999718049378125
240,stage2,40,943340.9219689309,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.999968
241,stage2,41,943336.9858284021,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.9999637949371875
242,stage2,42,943332.6463594267,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.99995915899
243,stage2,43,943327.8733305802,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.9999540598615625
244,stage2,44,943322.6350361628,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.99994846368
245,stage2,45,943316.8982610973,32429.77477154174,58502.99841569554,762.6219362934183,20,27,0,0.9999423349609375
246,stage2,46,853306.275704884,36504.112912584154,58758.3581984691,772.5329981374244,18,24,0,0.99993563657
247,stage2,47,853300.0932009959,36504.112912584154,58758.3581984691,772.5329981374244,18,24,0,0.9999283296853125
248,stage2,48,853293.3615306219,36504.112912584154,58758.3581984691,772.5329981374244,18,24,0,0.99992037376
249,stage2,49,853286.0448949382,36504.112912584154,58758.3581984691,772.5329981374244,18,24,0,0.9999117264846875
250,stage2,50,853278.1059721048,36504.112912584154,58758.3581984691,772.5329981374244,18,24,0,0.99990234375
251,stage2,51,853269.5058855356,36504.112912584154,58758.3581984691,772.5329981374244,18,24,0,0.9998921796090625
252,stage2,52,845927.956058698,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99988118624
253,stage2,53,845917.9978688903,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9998693139084375
254,stage2,54,845907.2590777178,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99985651093
255,stage2,55,845895.6946666664,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9998427236328125
256,stage2,56,845883.2579187081,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99982789632
257,stage2,57,845869.9003868446,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9998119712321875
258,stage2,58,845855.5718626557,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99979488851
259,stage2,59,845840.2203448436,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9997765861565625
260,stage2,60,845823.7920077791,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.999757
261,stage2,61,845806.2311700488,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9997360636559375
262,stage2,62,845787.4802629997,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99971370849
263,stage2,63,845767.4797992862,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9996898635803125
264,stage2,64,845746.1683414154,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99966445568
265,stage2,65,845723.4824702936,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9996374091796875
266,stage2,66,845699.3567537725,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99960864607
267,stage2,67,845673.7237151944,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9995780859040625
268,stage2,68,845646.5138019387,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.99954564576
269,stage2,69,845617.6553539685,35312.795707266705,58248.117079160285,766.8223983308785,18,25,0,0.9995112402034375
270,stage2,70,705055.8399132577,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99947478125
271,stage2,71,705028.8744453534,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9994361783278125
272,stage2,72,705000.3462403701,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99939533824
273,stage2,73,704970.1883372398,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9993521651271875
274,stage2,74,704938.3318888517,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99930656043
275,stage2,75,704904.7061358572,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9992584228515625
276,stage2,76,704869.2383804744,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99920764832
277,stage2,77,704831.853960294,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9991541299509376
278,stage2,78,704792.4762220837,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99909775801
279,stage2,79,704751.0264955928,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9990384198753125
280,stage2,80,704707.424067358,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.998976
281,stage2,81,704661.5861545078,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9989103798746874
282,stage2,82,704613.4278785676,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99884143799
283,stage2,83,704562.8622392647,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9987690497990624
284,stage2,84,704509.8000883326,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99869308768
285,stage2,85,704454.1501033178,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9986134208984375
286,stage2,86,704395.8187613825,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99852991557
287,stage2,87,704334.710313111,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9984424346228125
288,stage2,88,704270.726756314,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99835083776
289,stage2,89,704203.7678098344,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9982549814221875
290,stage2,90,704133.7308873512,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99815471875
291,stage2,91,704060.5110711849,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9980498995465625
292,stage2,92,703984.0010861027,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99794037024
293,stage2,93,703904.0912731232,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9978259738459375
294,stage2,94,703820.6695633215,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99770654993
295,stage2,95,703733.621451634,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9975819345703125
296,stage2,96,703642.8299706636,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99745196032
297,stage2,97,703548.175664484,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9973164561696874
298,stage2,98,703449.5365624462,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99717524751
299,stage2,99,703346.7881529812,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9970281560940625
300,stage2,100,703239.803357407,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.996875
301,stage2,101,703128.4525037326,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9967155935934375
302,stage2,102,703012.603300463,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99654974749
303,stage2,103,702892.1208104042,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9963772685178125
304,stage2,104,702766.8674244685,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99619795968
305,stage2,105,702636.702835479,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9960116201171875
306,stage2,106,702501.484011975,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99581804507
307,stage2,107,702361.0651720163,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9956170258415625
308,stage2,108,702215.2977569889,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99540834976
309,stage2,109,702064.0304054095,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9951918001409374
310,stage2,110,701907.1089267309,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99496715625
311,stage2,111,701744.3762751463,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9947341932653125
312,stage2,112,701575.6725233947,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99449268224
313,stage2,113,701400.8348365658,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9942423900646875
314,stage2,114,701219.6974459052,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99398307943
315,stage2,115,701032.0916226188,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9937145087890625
316,stage2,116,700837.8456516783,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99343643232
317,stage2,117,700636.7848056257,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9931485998884375
318,stage2,118,700428.7313183785,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99285075701
319,stage2,119,700213.5043590348,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9925426448128125
320,stage2,120,699990.9200056783,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.992224
321,stage2,121,699760.7912191827,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9918945548121875
322,stage2,122,699522.9278170171,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99155403699
323,stage2,123,699277.1364470512,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9912021697365625
324,stage2,124,699023.2205613595,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99083867168
325,stage2,125,698760.9803900273,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9904632568359375
326,stage2,126,698490.2129149545,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.99007563457
327,stage2,127,698210.7118436614,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9896755095603125
328,stage2,128,697922.2675830936,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.98926258176
329,stage2,129,697624.6672134263,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9888365463596875
330,stage2,130,697317.6944618701,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.98839709375
331,stage2,131,697001.1296764757,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.9879439094840625
332,stage2,132,696674.7497999383,32028.614408680103,58211.197443717,763.6334432253103,15,23,0,0.98747667424
