run_id,plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
20260913_213050_360342_A_plus_elite,0,63,21,40,0,18,27,409.3216521399979,433.97443012376095,-24.65277798376303,24.65277798376303,45.960467363378,uncertain
20260913_213050_360342_A_plus_elite,0,63,22,39,0,19,26,423.4637877637289,424.397489565198,-0.9337018014691124,0.9337018014691124,46.04994354247928,uncertain
20260913_213050_360342_A_plus_elite,60,89,32,29,0,23,17,414.3906658392438,442.6630619380112,-28.272396098767388,28.272396098767388,43.90201224632253,uncertain
20260913_213050_360342_A_plus_elite,60,90,29,17,1,35,7,532.3732273453136,535.8483331918361,-3.475105846522524,3.475105846522524,44.15047464565154,uncertain
20260913_213050_360342_A_plus_elite,19,71,28,20,1,28,28,1536.6542296463704,1515.310788313487,21.343441332883685,21.343441332883685,47.15973542463112,uncertain
20260913_213050_360342_A_plus_elite,40,97,47,18,0,12,17,203.37356682999692,225.96295413330137,-22.58938730330442,22.58938730330442,40.44245290325048,uncertain
20260913_213050_360342_A_plus_elite,23,35,5,22,0,54,0,1213.7958773141456,1203.9132492102551,9.882628103890283,9.882628103890283,44.99349190005565,uncertain
20260913_213050_360342_A_plus_elite,24,94,58,23,1,18,30,463.1127307541371,479.3619070967716,-16.249176342634485,16.249176342634485,44.094857740783695,uncertain
20260913_213050_360342_A_plus_elite,49,70,12,35,0,25,9,339.637633857612,349.6263311293307,-9.988697271718706,9.988697271718706,42.24445495854384,uncertain
20260913_213050_360342_A_plus_elite,49,70,13,34,0,24,10,325.49549823388105,356.8817449292814,-31.38624669540036,31.38624669540036,42.10947769108229,uncertain
20260913_213050_360342_A_plus_elite,60,70,29,19,1,33,26,520.5354708251062,566.6723447446519,-46.13687391954568,46.13687391954568,48.34925454039107,uncertain
20260913_213050_360342_A_plus_elite,66,87,7,5,0,4,4,1493.213773037065,1512.227956710056,-19.014183672991063,19.014183672991063,35.86052286347167,uncertain
20260913_213050_360342_A_plus_elite,39,69,33,32,0,33,26,1716.734686499508,1750.5058612360665,-33.77117473655835,33.77117473655835,49.65283551723632,uncertain
