run_id,optimizer_seed,generation,best_paper_fitness,best_conflict_pairs,best_conflict_points,mean_conflict_pairs,mean_conflict_points,min_conflict_points,zero_conflict_individual_count,elite_present_before_injection,elite_reinjected,elite_replacement_count_cumulative
20260913_213050_360342_A_plus_elite,4,1,2372299.6552200937,36,50,38.0,57.0,50,0,True,False,0
20260913_213050_360342_A_plus_elite,4,2,1268519.3378613284,21,28,35.09090909090909,50.54545454545455,27,0,True,False,0
20260913_213050_360342_A_plus_elite,4,3,1268519.3377781275,24,31,31.5,42.375,31,0,False,True,1
20260913_213050_360342_A_plus_elite,4,4,1268519.3374701657,22,47,35.81818181818182,52.45454545454545,33,0,False,True,2
20260913_213050_360342_A_plus_elite,4,5,1268519.3366417054,30,38,41.333333333333336,62.55555555555556,38,0,False,True,3
20260913_213050_360342_A_plus_elite,4,6,1268519.334807736,23,48,32.0,51.30769230769231,33,0,False,True,4
20260913_213050_360342_A_plus_elite,4,7,1268519.331246657,28,40,39.44444444444444,65.66666666666667,40,0,False,True,5
20260913_213050_360342_A_plus_elite,4,8,1268519.3249529602,21,29,32.4,47.6,29,0,False,True,6
20260913_213050_360342_A_plus_elite,4,9,1268519.3145899095,26,73,37.333333333333336,55.333333333333336,34,0,False,True,7
20260913_213050_360342_A_plus_elite,4,10,1268519.298442225,30,42,38.18181818181818,64.81818181818181,42,0,False,True,8
20260913_213050_360342_A_plus_elite,4,11,1268519.2743687648,30,34,37.45454545454545,53.27272727272727,34,0,False,True,9
20260913_213050_360342_A_plus_elite,4,12,1268519.2397552056,27,31,39.125,65.625,31,0,False,True,10
20260913_213050_360342_A_plus_elite,4,13,1268519.1914667252,28,40,39.125,72.0,40,0,False,True,11
20260913_213050_360342_A_plus_elite,4,14,1268519.125800685,23,45,36.875,54.0,32,0,False,True,12
20260913_213050_360342_A_plus_elite,4,15,1268519.038439312,30,33,40.8235294117647,60.411764705882355,33,0,False,True,13
20260913_213050_360342_A_plus_elite,4,16,1095216.5468977378,21,23,40.25,60.45,23,0,True,False,13
20260913_213050_360342_A_plus_elite,4,17,1095216.420584665,28,33,38.5,64.0625,33,0,False,True,14
20260913_213050_360342_A_plus_elite,4,18,1095216.2607848372,27,30,39.0,56.07692307692308,30,0,False,True,15
20260913_213050_360342_A_plus_elite,4,19,1095216.0612418146,20,26,37.54545454545455,58.81818181818182,26,0,True,False,15
20260913_213050_360342_A_plus_elite,4,20,1095215.8149643056,20,26,37.714285714285715,51.92857142857143,26,0,True,False,15
20260913_213050_360342_A_plus_elite,4,21,1095215.514185343,24,28,38.68421052631579,69.6842105263158,28,0,False,True,16
20260913_213050_360342_A_plus_elite,4,22,1095215.1503214575,26,31,38.18181818181818,54.63636363636363,31,0,False,True,17
20260913_213050_360342_A_plus_elite,4,23,1095214.713931855,31,36,40.11764705882353,69.94117647058823,36,0,False,True,18
20260913_213050_360342_A_plus_elite,4,24,1095214.1946775885,22,27,36.42857142857143,61.42857142857143,27,0,False,True,19
