generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
109,50,0,50,0.0,18,22,1038642.1910947294,22.1,41.62,16,28,0,20,0,0,20,0,30,10,1,9,11,48
110,50,0,50,0.0,18,22,1038409.4554721628,22.1,41.62,16,28,0,23,1,0,24,0,26,10,1,9,11,48
111,50,2,48,0.04,18,22,1038168.1010999162,22.08,40.84,16,28,2,11,1,0,12,0,36,10,1,9,11,48
112,50,0,50,0.0,18,22,1037917.8907843884,22.08,40.84,16,28,0,29,0,0,29,0,21,10,1,9,11,48
113,50,3,47,0.06,18,22,1037658.5830195441,21.96,40.02,16,28,3,22,0,0,22,0,25,10,1,9,11,48
114,50,0,50,0.0,18,22,1037389.9319480624,21.96,40.02,16,28,0,27,0,0,27,0,23,10,1,9,11,48
115,50,2,48,0.04,18,22,1037111.6873224868,21.94,40.0,16,28,2,21,0,0,21,0,27,10,1,9,11,48
116,50,0,50,0.0,18,22,1036823.5944663744,21.94,40.0,16,28,0,20,2,0,22,0,28,10,1,9,11,48
117,50,0,50,0.0,18,22,1036525.3942354443,21.94,40.0,16,28,0,31,0,0,31,0,19,10,1,9,11,48
118,50,1,49,0.02,18,22,1036216.822978728,21.86,39.76,16,28,1,18,0,0,18,0,31,10,1,9,11,48
119,50,1,49,0.02,18,22,1035897.612499718,21.8,40.0,16,28,1,20,0,0,20,0,29,10,1,9,11,48
120,50,1,49,0.02,18,22,1035567.4900175169,21.78,40.1,16,28,1,22,1,0,23,0,26,10,1,9,11,48
121,50,2,48,0.04,18,22,1035226.1781279874,21.74,39.58,16,28,2,27,0,0,27,0,21,10,1,9,11,48
122,50,2,48,0.04,18,22,1034873.3947649003,21.68,40.14,16,28,2,25,0,0,25,0,23,10,1,9,11,48
123,50,1,49,0.02,18,22,1034508.8531610853,21.68,40.06,16,28,1,27,0,0,27,0,22,10,1,9,11,48
124,50,0,50,0.0,18,22,1034132.2618095786,21.68,40.06,16,28,0,26,0,0,26,0,24,10,1,9,11,48
125,50,0,50,0.0,18,22,1033743.3244247736,21.68,40.06,16,28,0,26,0,0,26,0,24,10,1,9,11,48
126,50,0,50,0.0,18,22,1033341.739903569,21.68,40.06,16,28,0,24,0,0,24,0,26,10,1,9,11,48
127,50,0,50,0.0,18,22,1032927.2022865185,21.68,40.06,16,28,0,20,0,0,20,0,30,10,1,9,11,48
128,50,0,50,0.0,18,22,1032499.4007189808,21.68,40.06,16,28,0,20,0,0,20,0,30,10,1,9,11,48
129,50,3,47,0.06,18,22,1032058.0194122674,21.64,40.18,16,28,3,19,0,0,19,0,28,10,1,9,11,48
130,50,0,50,0.0,18,22,1031602.7376047925,21.64,40.18,16,28,0,27,0,0,27,0,23,10,1,9,11,48
131,50,2,48,0.04,18,22,1031133.2295232228,21.62,40.1,16,28,2,18,0,0,18,0,30,10,1,9,11,48
132,50,0,50,0.0,18,22,1030649.164343626,21.62,40.1,16,28,0,21,0,0,21,0,29,10,1,9,11,48
133,50,1,49,0.02,18,22,1030150.20615262,21.56,40.24,16,28,1,20,0,0,20,0,29,10,1,9,11,48
134,50,0,50,0.0,18,22,1029636.0139085229,21.56,40.24,16,28,0,26,0,0,26,0,24,10,1,9,11,48
135,50,2,48,0.04,19,19,891156.0815982898,21.52,40.52,16,28,2,17,2,0,19,0,29,9,0,10,10,49
136,50,1,49,0.02,19,19,890684.0430897741,21.5,40.56,16,28,1,23,0,0,23,0,26,9,0,10,10,49
137,50,0,50,0.0,19,19,890197.9150391853,21.5,40.56,16,28,0,37,0,0,37,0,13,9,0,10,10,49
138,50,1,49,0.02,19,19,889697.3843625785,21.44,40.22,16,28,1,17,0,0,17,0,32,9,0,10,10,49
139,50,1,49,0.02,19,19,889182.1333719562,21.4,40.34,16,28,1,22,1,0,23,0,26,9,0,10,10,49
140,50,1,49,0.02,19,19,888651.8397416628,21.4,40.06,16,28,1,24,0,0,24,0,25,9,0,10,10,49
141,50,0,50,0.0,19,19,888106.1764747786,21.4,40.06,16,28,0,21,0,0,21,0,29,9,0,10,10,49
142,50,2,48,0.04,19,19,887544.811869512,21.3,38.58,16,28,2,21,0,0,21,0,27,9,0,10,10,49
143,50,1,49,0.02,19,19,886967.4094855955,21.26,38.54,16,28,1,17,1,0,18,0,31,9,0,10,10,49
144,50,0,50,0.0,19,19,886373.628110678,21.26,38.54,16,28,0,25,0,0,25,0,25,9,0,10,10,49
145,50,1,49,0.02,19,19,885763.1217267191,21.26,38.4,16,28,1,21,0,0,21,0,28,9,0,10,10,49
146,50,0,50,0.0,19,19,885135.5394763823,21.26,38.4,16,28,0,24,0,0,24,0,26,9,0,10,10,49
147,50,0,50,0.0,19,19,884490.5256294294,21.26,38.4,16,28,0,19,0,0,19,0,31,9,0,10,10,49
148,50,0,50,0.0,19,19,883827.7195491148,21.26,38.4,16,28,0,24,1,0,25,0,25,9,0,10,10,49
149,50,1,49,0.02,19,19,883146.7556585775,21.24,39.0,16,28,1,25,0,0,25,0,24,9,0,10,10,49
150,50,0,50,0.0,19,19,882447.2634072371,21.24,39.0,16,28,0,25,0,0,25,0,25,9,0,10,10,49
151,50,0,50,0.0,19,19,881728.8672371852,21.24,39.0,16,28,0,25,0,0,25,0,25,9,0,10,10,49
152,50,2,48,0.04,19,19,880991.1865495816,21.18,38.94,16,28,2,19,0,0,19,0,29,9,0,10,10,49
153,50,0,50,0.0,19,19,880233.8356710462,21.18,38.94,16,28,0,21,0,0,21,0,29,9,0,10,10,49
154,50,1,49,0.02,19,19,879456.4238200536,21.14,39.22,16,28,1,23,1,0,24,0,25,9,0,10,10,49
155,50,1,49,0.02,19,19,878658.555073327,21.14,39.16,16,28,1,21,1,0,22,0,27,9,0,10,10,49
156,50,2,48,0.04,19,19,877839.8283322316,21.08,39.12,16,28,2,24,0,0,24,0,24,9,0,10,10,49
157,50,1,49,0.02,19,19,876999.8372891685,21.0,38.7,16,28,1,23,1,0,24,0,25,9,0,10,10,49
158,50,1,49,0.02,19,19,876138.1703939687,21.0,38.68,16,28,1,32,0,0,32,0,17,9,0,10,10,49
159,50,1,49,0.02,19,19,875254.4108202863,20.96,38.84,16,28,1,22,0,0,22,0,27,9,0,10,10,49
160,50,0,50,0.0,19,19,874348.1364319932,20.96,38.84,16,28,0,35,0,0,35,0,15,9,0,10,10,49
161,50,1,49,0.02,19,19,873418.9197495721,20.94,39.26,16,28,1,27,0,0,27,0,22,9,0,10,10,49
162,50,1,49,0.02,19,19,872466.3279165099,20.9,39.24,16,28,1,30,0,0,30,0,19,9,0,10,10,49
163,50,0,50,0.0,19,19,871489.9226656937,20.9,39.24,16,28,0,20,0,0,20,0,30,9,0,10,10,49
164,50,0,50,0.0,19,19,870489.2602858014,20.9,39.24,16,28,0,19,0,0,19,0,31,9,0,10,10,49
165,50,0,50,0.0,19,19,869463.8915876976,20.9,39.24,16,28,0,30,1,0,31,0,19,9,0,10,10,49
166,50,1,49,0.02,19,19,868413.3618708273,20.86,39.1,16,28,1,22,1,0,23,0,26,9,0,10,10,49
167,50,1,49,0.02,19,19,867337.2108896086,20.82,39.0,16,28,1,26,0,0,26,0,23,9,0,10,10,49
168,50,1,49,0.02,19,19,866234.9728198278,20.8,39.26,16,28,1,30,1,0,31,0,18,9,0,10,10,49
169,50,1,49,0.02,19,19,865106.1762250318,20.7,39.54,16,28,1,26,1,0,27,0,22,9,0,10,10,49
170,50,0,50,0.0,19,19,863950.3440229228,20.7,39.54,16,28,0,25,0,0,25,0,25,9,0,10,10,49
171,50,2,48,0.04,19,19,862766.9934517521,20.6,39.34,16,28,2,29,1,0,30,0,18,9,0,10,10,49
172,50,0,50,0.0,19,19,861555.6360367134,20.6,39.34,16,28,0,34,0,0,34,0,16,9,0,10,10,49
173,50,0,50,0.0,19,19,860315.7775563368,20.6,39.34,16,28,0,24,0,0,24,0,26,9,0,10,10,49
174,50,0,50,0.0,19,19,859046.9180088827,20.6,39.34,16,28,0,22,0,0,22,0,28,9,0,10,10,49
175,50,0,50,0.0,19,19,857748.5515787356,20.6,39.34,16,28,0,25,0,0,25,0,25,9,0,10,10,49
176,50,0,50,0.0,19,19,856420.1666027973,20.6,39.34,16,28,0,26,0,0,26,0,24,9,0,10,10,49
177,50,0,50,0.0,19,19,855061.2455368818,20.6,39.34,16,28,0,31,0,0,31,0,19,9,0,10,10,49
178,50,0,50,0.0,19,19,853671.2649221078,20.6,39.34,16,28,0,22,1,0,23,0,27,9,0,10,10,49
179,50,3,47,0.06,19,19,852249.6953512933,20.48,38.84,16,28,3,24,1,0,25,0,22,9,0,10,10,49
180,50,5,45,0.1,13,14,627143.1526853042,20.2,38.64,13,14,5,24,0,0,24,0,21,6,0,7,8,52
181,50,3,47,0.06,13,14,626050.9445438082,20.16,38.7,13,14,3,27,1,0,28,0,19,6,0,7,8,52
182,50,1,49,0.02,13,14,624934.3306463872,20.16,38.7,13,14,1,26,0,0,26,0,23,6,0,7,8,52
183,50,2,48,0.04,13,14,623792.9042428924,20.02,38.22,13,14,2,26,0,0,26,0,22,6,0,7,8,52
184,50,1,49,0.02,13,14,622626.2540887666,20.0,37.82,13,14,1,18,0,0,18,0,31,6,0,7,8,52
185,50,4,46,0.08,13,14,621433.9644203498,19.88,36.74,13,14,4,22,0,0,22,0,24,6,0,7,8,52
186,50,3,47,0.06,13,14,620215.614930184,19.66,36.34,13,14,3,29,2,0,31,0,16,6,0,7,8,52
187,50,2,48,0.04,13,14,618970.7807423188,19.56,36.0,13,14,2,27,0,0,27,0,21,6,0,7,8,52
188,50,3,47,0.06,13,14,617699.0323876177,19.5,36.04,13,14,3,26,1,0,27,0,20,6,0,7,8,52
189,50,3,47,0.06,13,14,616399.935779062,19.4,35.84,13,14,3,31,0,0,31,0,16,6,0,7,8,52
190,50,2,48,0.04,13,14,615073.0521870579,19.38,35.46,13,14,2,24,0,0,24,0,24,6,0,7,8,52
191,50,2,48,0.04,13,14,613717.9382147406,19.36,35.34,13,14,2,23,0,0,23,0,25,6,0,7,8,52
192,50,3,47,0.06,13,14,612334.1457732809,19.2,35.06,13,14,3,29,1,0,30,0,17,6,0,7,8,52
193,50,3,47,0.06,13,14,610921.2220571893,18.92,33.66,13,14,3,26,1,0,27,0,20,6,0,7,8,52
194,50,7,43,0.14,13,14,609478.709519623,18.74,33.36,13,14,7,23,2,0,25,0,18,6,0,7,8,52
195,50,5,45,0.1,13,14,608006.14584769,18.62,32.98,13,14,5,30,1,0,31,0,14,6,0,7,8,52
196,50,5,45,0.1,13,14,606503.0639377554,18.48,32.08,13,14,5,27,2,1,30,1,15,6,0,7,8,52
197,50,10,40,0.2,13,14,604968.9918707462,17.9,31.26,13,14,10,27,1,1,29,1,11,6,0,7,8,52
198,50,12,38,0.24,12,13,561017.6387308264,17.48,30.6,12,13,10,25,2,1,28,0,10,5,0,7,8,53
199,50,15,35,0.3,11,11,474844.9724043104,16.82,29.7,11,11,10,21,3,0,24,0,11,6,0,5,5,52
200,50,23,27,0.46,9,9,389035.7487318611,15.88,27.52,9,9,10,21,0,2,23,1,4,5,0,4,4,53
