action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
cruise_level,2,45,44,52,48,True,False,8.026699999845732,pairs_decreased,4,0,0,stage2_independent_matching,0,0,2-59,4,cluster,reroute,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.15,0.6,0,0,2,59,reroute,2,52,48,45,44
delay,27,44,44,48,47,False,True,7.508299999699375,rollback,2,0,1,stage2_independent_matching,1,0,27-54,2,crossing,delay,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,47,44,44
delay,54,44,44,48,47,False,True,7.647800000086136,rollback,2,0,1,stage2_independent_matching,1,0,27-54,2,crossing,delay,1,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,54,48,47,44,44
delay,27,44,46,48,52,False,True,7.681600000069011,rollback,2,0,3,stage2_independent_matching,1,0,27-54,2,crossing,delay,2,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,52,44,46
delay,27,44,46,48,50,False,True,7.846400000289577,rollback,2,0,3,stage2_independent_matching,1,0,27-54,2,crossing,delay,3,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,50,44,46
delay,27,44,44,48,47,False,True,7.516799999848445,rollback,2,0,1,stage2_independent_matching,1,0,27-54,2,crossing,delay,4,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,47,44,44
delay,27,44,46,48,49,False,True,7.704199999807315,rollback,2,0,3,stage2_independent_matching,1,0,27-54,2,crossing,delay,5,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,49,44,46
delay,27,44,45,48,48,False,True,7.4440000003050955,rollback,2,0,2,stage2_independent_matching,1,0,27-54,2,crossing,delay,6,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,48,44,45
delay,27,44,44,48,47,False,True,7.429100000081235,rollback,2,0,1,stage2_independent_matching,1,0,27-54,2,crossing,delay,7,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,47,44,44
delay,27,44,44,48,47,False,True,7.444500000019616,rollback,2,0,1,stage2_independent_matching,1,0,27-54,2,crossing,delay,8,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,delay,27,48,47,44,44
