generation,fitness
1,2765209.2200119826
2,1292418.2067255597
3,1292418.2066408226
4,1292418.2063271743
5,1292418.2054834168
6,1292418.2036155837
7,1292418.1999887507
8,1292418.1935788428
9,1292418.1830244418
10,1292418.1665785958
11,1179131.5880846889
12,1179131.555911634
13,1179131.5110278379
14,1133624.8975212781
15,1133624.819545481
16,1133624.7177599843
17,1133624.58708609
18,1133624.4217693468
19,1103519.6520404015
20,1103519.404033679
21,1103519.1011428263
22,1103518.7347241063
23,1103518.295270437
24,1103517.7723702777
25,1103517.1546665195
26,1103516.4298153715
27,943438.5827738858
28,943437.7450740392
29,847282.9124698577
30,847281.918105944
31,847280.7819431518
32,847279.4893291929
33,847278.0246354843
34,847276.3712256559
35,847274.5114240564
36,793097.6320029165
37,793095.4501999114
38,709536.8990611342
39,709534.4859667348
40,709531.8122680984
41,709528.8574049016
42,709525.5997627837
43,709522.0166469951
44,709518.0842560468
45,709513.777655359
46,709509.0707509103
47,709503.9362628876
48,709498.3456993335
49,709492.269329797
50,709485.6761589814
51,709478.5339003942
52,709470.8089499953
53,709462.4663598466
54,709453.4698117616
55,709443.7815909529
56,709433.3625596828
57,709422.1721309115
58,709410.1682419466
59,709397.3073280917
60,709383.5442962958
61,709368.8324988023
62,709353.1237067982
63,709336.3680840628
64,709318.5141606168
65,709299.5088063718
66,709279.2972047789
67,709257.822826478
68,709235.0274029466
69,709210.8509001492
70,709185.231492186
71,709158.1055349425
72,709129.4075397376
73,709099.0701469741
74,709067.0240997861
75,709033.1982176894
76,708997.5193702297
77,708959.9124506322
78,708920.3003494503
79,708878.6039282149
80,708834.7419930833
81,708788.6312684884
82,708740.1863707877
83,708689.319781912
84,708635.9418230151
85,708579.9606281228
86,708521.2821177809
87,708459.8099727057
88,708395.4456074323
89,708328.0881439636
90,708257.6343854198
91,708183.9787896868
92,708107.0134430662
93,708026.6280339231
94,707942.7098263365
95,707855.1436337474
96,707763.811792608
97,707668.5941360313
98,707569.3679674397
99,707466.008034214
100,707358.3865013426
101,707246.3729250708
102,707129.8342265493
103,707008.6346654837
104,706882.6358137835
105,706751.696529211
106,706615.6729290305
107,706474.4183636573
108,653908.7858972553
109,653768.0793204384
110,653622.1133610735
111,653470.7419375527
112,653313.816287984
113,653151.1849458247
114,652982.6937155145
115,652808.18564811
116,652627.5010169181
117,652440.4772931299
118,652246.9491214546
119,652046.7482957528
120,651839.7037346708
121,651625.6414572746
122,651404.3845586823
123,651175.7531856999
124,650939.5645124533
125,650695.6327160231
126,650443.768952078
127,650183.7813305082
128,649915.4748910606
129,649638.6515789706
130,649353.1102205975
131,649058.6464990573
132,648755.0529298569
133,648442.118836528
134,648119.6303262606
135,647787.3702655364
136,647445.1182557635
137,647092.6506089097
138,646729.7403231361
139,646356.1570584307
140,645971.6671122431
141,645576.033395118
142,645169.0154063273
143,644750.3692095065
144,644319.847408287
145,643877.1991219298
146,643422.1699609596
147,642954.5020027986
148,642473.9337674006
149,641980.2001928837
150,641473.0326111655
151,640952.1587235954
152,640417.3025765899
153,639868.1845372651
154,639304.521269071
155,638726.0257074257
156,638132.4070353479
157,637523.3706590922
158,636898.6181837822
159,636257.8473890438
160,635600.7522046397
161,634927.0226861029
162,634236.3449903703
163,633528.4013514173
164,632802.87005589
165,632059.4254187404
166,631297.7377588595
167,630517.4733747118
168,629718.2945199679
169,628899.8593791391
170,628061.8220432111
171,627203.8324852777
172,626325.5365361741
173,625426.5758601117
174,624506.587930311
175,623565.2060046358
176,622602.0591012264
177,621616.7719741345
178,620608.9650889556
179,619578.2545984641
180,618524.252318246
181,617446.5657023332
182,616344.7978188376
183,615218.5473255836
184,614067.4084457436
185,612890.9709434704
186,611688.8200995319
187,568324.1251931271
188,524267.28969726386
189,523165.4749192726
190,522040.09291094774
191,435727.6814801815
192,434748.3037319741
193,433748.3083526132
194,432727.37151376734
195,431685.1660139394
196,430621.36126098817
197,429535.62325465085
198,428420.61298081087
199,427265.51564710104
200,425944.8496187156
