generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
45,50,1,49,0.02,25,26,1231326.1026864788,30.04,47.74,23,28,1,12,0,0,12,0,37,10,1,15,15,41
46,50,0,50,0.0,25,26,1231317.8953275338,30.04,47.74,23,28,0,16,1,0,17,0,33,10,1,15,15,41
47,50,1,49,0.02,25,26,1231308.9423975009,30.0,48.0,23,28,1,8,0,0,8,0,41,10,1,15,15,41
48,50,0,50,0.0,25,26,1231299.1942153797,30.0,48.0,23,28,0,13,0,0,13,0,37,10,1,15,15,41
49,50,0,50,0.0,25,26,1231288.598940627,30.0,48.0,23,28,0,11,0,0,11,0,39,10,1,15,15,41
50,50,0,50,0.0,25,26,1231277.1025272072,30.0,48.0,23,28,0,12,0,0,12,0,38,10,1,15,15,41
51,50,1,49,0.02,25,26,1231264.6486776462,30.0,47.76,23,28,1,11,0,0,11,0,38,10,1,15,15,41
52,50,1,49,0.02,25,26,1231251.1787970806,29.9,47.72,23,28,1,10,0,0,10,0,39,10,1,15,15,41
53,50,0,50,0.0,25,26,1231236.6319473141,29.9,47.72,23,28,0,12,0,0,12,0,38,10,1,15,15,41
54,50,1,49,0.02,25,26,1231220.9448008668,29.8,47.92,23,28,1,15,0,0,15,0,34,10,1,15,15,41
55,50,4,46,0.08,25,26,1231204.051595028,29.7,46.68,23,28,4,8,0,0,8,0,38,10,1,15,15,41
56,50,2,48,0.04,25,26,1231185.8840859095,29.58,45.94,23,28,2,14,0,0,14,0,34,10,1,15,15,41
57,50,1,49,0.02,25,26,1231166.3715024958,29.52,46.08,23,28,1,11,1,0,12,0,37,10,1,15,15,41
58,50,1,49,0.02,25,26,1231145.4405006992,29.48,46.9,23,28,1,15,0,0,15,0,34,10,1,15,15,41
59,50,0,50,0.0,25,26,1231123.01511741,29.48,46.9,23,28,0,10,0,0,10,0,40,10,1,15,15,41
60,50,0,50,0.0,25,26,1231099.0167245488,29.48,46.9,23,28,0,8,0,0,8,0,42,10,1,15,15,41
61,50,1,49,0.02,25,26,1231073.3639831196,29.44,47.62,23,28,1,11,0,0,11,0,38,10,1,15,15,41
62,50,0,50,0.0,25,26,1231045.9727972618,29.44,47.62,23,28,0,12,0,0,12,0,38,10,1,15,15,41
63,50,0,50,0.0,25,26,1231016.7562683017,29.44,47.62,23,28,0,16,0,0,16,0,34,10,1,15,15,41
64,50,2,48,0.04,25,26,1230985.6246488064,29.24,47.32,23,28,2,10,0,0,10,0,38,10,1,15,15,41
65,50,0,50,0.0,25,26,1230952.4852966343,29.24,47.32,23,28,0,14,0,0,14,0,36,10,1,15,15,41
66,50,0,50,0.0,25,26,1230917.2426289886,29.24,47.32,23,28,0,10,0,0,10,0,40,10,1,15,15,41
67,50,0,50,0.0,25,26,1230879.7980764685,29.24,47.32,23,28,0,15,0,0,15,0,35,10,1,15,15,41
68,50,1,49,0.02,25,26,1230840.0500371223,29.22,46.48,23,28,1,7,0,0,7,0,42,10,1,15,15,41
69,50,0,50,0.0,25,26,1230797.8938304994,29.22,46.48,23,28,0,14,0,0,14,0,36,10,1,15,15,41
70,50,2,48,0.04,25,26,1230753.2216517027,29.06,46.4,23,28,2,7,0,0,7,0,41,10,1,15,15,41
71,50,0,50,0.0,25,26,1230705.9225254399,29.06,46.4,23,28,0,13,0,0,13,0,37,10,1,15,15,41
72,50,0,50,0.0,25,26,1230655.8822600779,29.06,46.4,23,28,0,9,1,0,10,0,40,10,1,15,15,41
73,50,0,50,0.0,25,26,1230602.9834016922,29.06,46.4,23,28,0,12,0,0,12,0,38,10,1,15,15,41
74,50,1,49,0.02,25,26,1230547.1051881216,29.02,46.46,23,28,1,10,0,0,10,0,39,10,1,15,15,41
75,50,0,50,0.0,25,26,1230488.1235030196,29.02,46.46,23,28,0,7,1,0,8,0,42,10,1,15,15,41
76,50,0,50,0.0,25,26,1230425.9108299054,29.02,46.46,23,28,0,17,0,0,17,0,33,10,1,15,15,41
77,50,3,47,0.06,25,26,1230360.336206219,28.78,46.46,22,47,3,12,0,0,12,0,35,10,1,15,15,41
78,50,0,50,0.0,25,26,1230291.2651773698,28.78,46.46,22,47,0,15,0,0,15,0,35,10,1,15,15,41
79,50,1,49,0.02,25,26,1230218.5597507926,28.78,46.4,22,47,1,11,0,0,11,0,38,10,1,15,15,41
80,50,1,49,0.02,25,26,1230142.078349997,28.76,46.34,22,47,1,9,0,0,9,0,40,10,1,15,15,41
81,50,2,48,0.04,25,26,1230061.6757686213,28.7,46.1,22,47,2,10,0,0,10,0,38,10,1,15,15,41
82,50,0,50,0.0,25,26,1229977.203124484,28.7,46.1,22,47,0,13,0,0,13,0,37,10,1,15,15,41
83,50,0,50,0.0,25,26,1229888.5078136355,28.7,46.1,22,47,0,12,1,0,13,0,37,10,1,15,15,41
84,50,1,49,0.02,25,26,1229795.4334644126,28.68,46.36,22,47,1,14,0,0,14,0,35,10,1,15,15,41
85,50,1,49,0.02,25,26,1229697.819891488,28.64,46.54,22,47,1,11,0,0,11,0,38,10,1,15,15,41
86,50,1,49,0.02,25,26,1229595.5030499238,28.56,46.42,22,47,1,12,0,0,12,0,37,10,1,15,15,41
87,50,0,50,0.0,25,26,1229488.314989225,28.56,46.42,22,47,0,8,0,0,8,0,42,10,1,15,15,41
88,50,2,48,0.04,25,26,1229376.083807389,28.46,46.46,22,47,2,9,1,0,10,0,38,10,1,15,15,41
89,50,1,49,0.02,25,26,1229258.6336049603,28.42,46.58,22,47,1,11,0,0,11,0,38,10,1,15,15,41
90,50,0,50,0.0,25,26,1229135.7844390818,28.42,46.58,22,47,0,11,0,0,11,0,39,10,1,15,15,41
91,50,1,49,0.02,25,26,1229007.3522775462,28.4,45.72,22,47,1,7,0,0,7,0,42,10,1,15,15,41
92,50,1,49,0.02,25,26,1228873.1489528501,28.38,46.36,22,47,1,11,0,0,11,0,38,10,1,15,15,41
93,50,1,49,0.02,25,26,1228732.9821162447,28.26,47.2,22,47,1,12,0,0,12,0,37,10,1,15,15,41
94,50,1,49,0.02,25,26,1228586.6551917891,28.26,46.74,22,47,1,14,0,0,14,0,35,10,1,15,15,41
95,50,1,49,0.02,25,26,1228433.9673304018,28.26,46.46,22,47,1,10,0,0,10,0,39,10,1,15,15,41
96,50,0,50,0.0,25,26,1228274.7133639131,28.26,46.46,22,47,0,13,0,0,13,0,37,10,1,15,15,41
97,50,0,50,0.0,25,26,1228108.6837591177,28.26,46.46,22,47,0,11,0,0,11,0,39,10,1,15,15,41
98,50,1,49,0.02,25,26,1227935.664571827,28.2,46.32,22,47,1,17,0,0,17,0,32,10,1,15,15,41
99,50,0,50,0.0,25,26,1227755.4374009208,28.2,46.32,22,47,0,13,0,0,13,0,37,10,1,15,15,41
100,50,1,49,0.02,25,26,1227567.7793424,28.16,46.14,22,47,1,9,1,0,10,0,39,10,1,15,15,41
101,50,2,48,0.04,25,26,1227372.4629434384,28.14,46.02,22,47,2,7,1,0,8,0,40,10,1,15,15,41
102,50,0,50,0.0,25,26,1227169.2561564355,28.14,46.02,22,47,0,11,0,0,11,0,39,10,1,15,15,41
103,50,0,50,0.0,25,26,1226957.9222930686,28.14,46.02,22,47,0,10,0,0,10,0,40,10,1,15,15,41
104,50,0,50,0.0,25,26,1226738.219978345,28.14,46.02,22,47,0,15,0,0,15,0,35,10,1,15,15,41
105,50,1,49,0.02,25,26,1226509.9031046543,28.14,45.76,22,47,1,14,0,0,14,0,35,10,1,15,15,41
106,50,0,50,0.0,25,26,1226272.7207858204,28.14,45.76,22,47,0,16,1,0,17,0,33,10,1,15,15,41
107,50,0,50,0.0,25,26,1226026.4173111536,28.14,45.76,22,47,0,12,0,0,12,0,38,10,1,15,15,41
108,50,2,48,0.04,25,26,1225770.7320995042,28.02,46.64,22,47,2,10,0,0,10,0,38,10,1,15,15,41
109,50,1,49,0.02,25,26,1225505.3996533128,28.0,46.34,22,47,1,16,0,0,16,0,33,10,1,15,15,41
110,50,0,50,0.0,25,26,1225230.149512664,28.0,46.34,22,47,0,7,0,0,7,0,43,10,1,15,15,41
111,50,2,48,0.04,22,24,1129226.6499599537,27.8,46.3,22,24,2,10,0,0,10,0,38,14,2,8,8,37
112,50,1,49,0.02,22,24,1128953.8822566401,27.76,46.32,22,24,1,18,0,0,18,0,31,14,2,8,8,37
113,50,0,50,0.0,22,24,1128671.1969352185,27.76,46.32,22,24,0,14,0,0,14,0,36,14,2,8,8,37
114,50,0,50,0.0,22,24,1128378.325973419,27.76,46.32,22,24,0,13,0,0,13,0,37,14,2,8,8,37
115,50,0,50,0.0,22,24,1128074.9965630486,27.76,46.32,22,24,0,14,0,0,14,0,36,14,2,8,8,37
116,50,0,50,0.0,22,24,1127760.9310676386,27.76,46.32,22,24,0,17,0,0,17,0,33,14,2,8,8,37
117,50,1,49,0.02,22,24,1127435.8469800907,27.72,46.52,22,24,1,11,0,0,11,0,38,14,2,8,8,37
118,50,1,49,0.02,22,24,1127099.4568803238,27.7,46.56,22,24,1,15,0,0,15,0,34,14,2,8,8,37
119,50,1,49,0.02,22,24,1126751.4683929204,27.66,46.5,22,24,1,15,0,0,15,0,34,14,2,8,8,37
120,50,0,50,0.0,22,24,1126391.5841447741,27.66,46.5,22,24,0,11,0,0,11,0,39,14,2,8,8,37
121,50,2,48,0.04,22,24,1126019.5017227354,27.54,45.4,22,24,2,14,0,0,14,0,34,14,2,8,8,37
122,50,0,50,0.0,22,24,1125634.913631259,27.54,45.4,22,24,0,18,0,0,18,0,32,14,2,8,8,37
123,50,1,49,0.02,22,24,1125237.5072500503,27.52,45.02,22,24,1,17,0,0,17,0,32,14,2,8,8,37
124,50,0,50,0.0,22,24,1124826.9647917124,27.52,45.02,22,24,0,14,0,0,14,0,36,14,2,8,8,37
125,50,0,50,0.0,22,24,1124402.9632593924,27.52,45.02,22,24,0,16,0,0,16,0,34,14,2,8,8,37
126,50,1,49,0.02,22,24,1123965.1744044274,27.46,45.68,22,24,1,13,0,0,13,0,36,14,2,8,8,37
127,50,1,49,0.02,22,24,1123513.2646839928,27.42,45.68,22,24,1,16,0,0,16,0,33,14,2,8,8,37
128,50,1,49,0.02,22,24,1123046.8952187488,27.4,45.52,22,24,1,12,0,0,12,0,37,14,2,8,8,37
129,50,1,49,0.02,22,24,1122565.7217504852,27.28,45.32,22,24,1,12,0,0,12,0,37,14,2,8,8,37
130,50,1,49,0.02,22,24,1122069.3945997702,27.24,45.34,22,24,1,16,0,0,16,0,33,14,2,8,8,37
131,50,0,50,0.0,22,24,1121557.558623596,27.24,45.34,22,24,0,10,0,0,10,0,40,14,2,8,8,37
132,50,0,50,0.0,22,24,1121029.8531730263,27.24,45.34,22,24,0,11,0,0,11,0,39,14,2,8,8,37
133,50,0,50,0.0,22,24,1120485.912050842,27.24,45.34,22,24,0,5,0,0,5,0,45,14,2,8,8,37
134,50,0,50,0.0,22,24,1119925.3634691888,27.24,45.34,22,24,0,14,0,0,14,0,36,14,2,8,8,37
135,50,0,50,0.0,22,24,1119347.830007223,27.24,45.34,22,24,0,13,0,0,13,0,37,14,2,8,8,37
136,50,0,50,0.0,22,24,1118752.9285687595,27.24,45.34,22,24,0,11,0,0,11,0,39,14,2,8,8,37
137,50,0,50,0.0,22,24,1118140.2703399167,27.24,45.34,22,24,0,12,0,0,12,0,38,14,2,8,8,37
138,50,0,50,0.0,22,24,1117509.4607467654,27.24,45.34,22,24,0,10,0,0,10,0,40,14,2,8,8,37
139,50,0,50,0.0,22,24,1116860.099412973,27.24,45.34,22,24,0,9,0,0,9,0,41,14,2,8,8,37
140,50,0,50,0.0,22,24,1116191.780117453,27.24,45.34,22,24,0,14,0,0,14,0,36,14,2,8,8,37
141,50,2,48,0.04,22,24,1115504.090752009,27.2,45.26,22,24,2,11,0,0,11,0,37,14,2,8,8,37
142,50,1,49,0.02,22,24,1114796.6132789834,27.18,45.16,22,24,1,11,0,0,11,0,38,14,2,8,8,37
143,50,0,50,0.0,22,24,1114068.9236889023,27.18,45.16,22,24,0,14,0,0,14,0,36,14,2,8,8,37
144,50,0,50,0.0,22,24,1113320.5919581247,27.18,45.16,22,24,0,12,0,0,12,0,38,14,2,8,8,37
145,50,0,50,0.0,22,24,1112551.1820064862,27.18,45.16,22,24,0,11,0,0,11,0,39,14,2,8,8,37
146,50,0,50,0.0,22,24,1111760.2516549488,27.18,45.16,22,24,0,10,0,1,11,0,39,14,2,8,8,37
147,50,0,50,0.0,22,24,1110947.3525832442,27.18,45.16,22,24,0,15,1,0,16,0,34,14,2,8,8,37
148,50,0,50,0.0,22,24,1110112.0302875242,27.18,45.16,22,24,0,14,0,0,14,0,36,14,2,8,8,37
149,50,0,50,0.0,22,24,1109253.824038004,27.18,45.16,22,24,0,11,0,0,11,0,39,14,2,8,8,37
150,50,0,50,0.0,22,24,1108372.2668366116,27.18,45.16,22,24,0,12,0,0,12,0,38,14,2,8,8,37
151,50,0,50,0.0,22,24,1107466.885374632,27.18,45.16,22,24,0,16,0,0,16,0,34,14,2,8,8,37
152,50,0,50,0.0,22,24,1106537.1999903566,27.18,45.16,22,24,0,11,0,0,11,0,39,14,2,8,8,37
153,50,0,50,0.0,22,24,1105582.7246267274,27.18,45.16,22,24,0,10,0,0,10,0,40,14,2,8,8,37
154,50,0,50,0.0,22,24,1104602.9667889858,27.18,45.16,22,24,0,14,1,0,15,0,35,14,2,8,8,37
155,50,0,50,0.0,22,24,1103597.4275023176,27.18,45.16,22,24,0,10,0,0,10,0,40,14,2,8,8,37
156,50,0,50,0.0,22,24,1102565.6012695006,27.18,45.16,22,24,0,15,1,0,16,0,34,14,2,8,8,37
157,50,0,50,0.0,22,24,1101506.976028551,27.18,45.16,22,24,0,14,0,0,14,0,36,14,2,8,8,37
158,50,0,50,0.0,22,24,1100421.0331103713,27.18,45.16,22,24,0,11,0,0,11,0,39,14,2,8,8,37
159,50,1,49,0.02,22,24,1099307.247196394,27.12,45.34,22,24,1,14,0,0,14,0,35,14,2,8,8,37
160,50,0,50,0.0,22,24,1098165.0862762318,27.12,45.34,22,24,0,15,1,0,16,0,34,14,2,8,8,37
161,50,0,50,0.0,22,24,1096994.011605322,27.12,45.34,22,24,0,13,0,0,13,0,37,14,2,8,8,37
162,50,1,49,0.02,22,24,1095793.477662574,26.98,45.02,19,24,1,13,2,0,15,0,34,14,2,8,8,37
163,50,1,49,0.02,22,24,1094562.9321080162,26.84,45.16,19,24,1,13,1,0,14,0,35,14,2,8,8,37
164,50,0,50,0.0,22,24,1093301.8157404421,26.84,45.16,19,24,0,14,0,0,14,0,36,14,2,8,8,37
165,50,1,49,0.02,22,24,1092009.5624550576,26.82,45.38,19,24,1,12,1,0,13,0,36,14,2,8,8,37
166,50,2,48,0.04,22,24,1090685.5992011272,26.8,45.04,19,24,2,13,0,0,13,0,35,14,2,8,8,37
167,50,1,49,0.02,22,24,1089329.3459396209,26.76,45.18,19,24,1,14,0,0,14,0,35,14,2,8,8,37
168,50,0,50,0.0,22,24,1087940.2156008615,26.76,45.18,19,24,0,13,0,0,13,0,37,14,2,8,8,37
169,50,1,49,0.02,22,24,1086517.6140421694,26.74,45.02,19,24,1,19,0,0,19,0,30,14,2,8,8,37
170,50,1,49,0.02,22,24,1085060.9400055122,26.68,44.2,19,24,1,15,0,0,15,0,34,14,2,8,8,37
171,50,0,50,0.0,22,24,1083569.5850751493,26.68,44.2,19,24,0,12,0,1,13,0,37,14,2,8,8,37
172,50,1,49,0.02,22,24,1082042.933635278,26.66,44.14,19,24,1,12,0,0,12,0,37,14,2,8,8,37
173,50,1,49,0.02,22,24,1080480.362827683,26.48,44.0,19,24,1,19,0,0,19,0,30,14,2,8,8,37
174,50,1,49,0.02,22,24,1078881.2425093804,26.46,44.02,19,24,1,18,0,0,18,0,31,14,2,8,8,37
175,50,0,50,0.0,22,24,1077244.935210266,26.46,44.02,19,24,0,15,1,0,16,0,34,14,2,8,8,37
176,50,1,49,0.02,22,24,1075570.7960907605,26.46,44.0,19,24,1,15,1,0,16,0,33,14,2,8,8,37
177,50,0,50,0.0,22,24,1073858.1728994583,26.46,44.0,19,24,0,16,0,0,16,0,34,14,2,8,8,37
178,50,1,49,0.02,22,24,1072106.4059307722,26.46,43.8,19,24,1,13,0,0,13,0,36,14,2,8,8,37
179,50,1,49,0.02,22,24,1070314.8279825815,26.44,44.4,19,24,1,13,0,0,13,0,36,14,2,8,8,37
180,50,0,50,0.0,22,24,1068482.7643138776,26.44,44.4,19,24,0,15,0,0,15,0,35,14,2,8,8,37
181,50,3,47,0.06,22,24,1066609.5326024112,26.36,43.64,19,24,3,11,1,0,12,0,35,14,2,8,8,37
182,50,1,49,0.02,22,24,1064694.4429023399,26.32,42.88,19,24,1,15,0,0,15,0,34,14,2,8,8,37
183,50,2,48,0.04,22,24,1062736.797601873,26.24,42.8,19,24,2,16,1,0,17,0,31,14,2,8,8,37
184,50,4,46,0.08,22,24,1060735.8913809196,26.04,43.26,19,24,4,20,2,0,22,0,24,14,2,8,8,37
185,50,3,47,0.06,22,24,1058691.0111687349,25.88,43.42,19,24,3,9,1,0,10,0,37,14,2,8,8,37
186,50,2,48,0.04,22,24,1056601.4361015672,25.86,43.2,19,24,2,13,3,0,16,0,32,14,2,8,8,37
187,50,1,49,0.02,22,24,1054466.4374803042,25.86,43.08,19,24,1,18,0,0,18,0,31,14,2,8,8,37
188,50,3,47,0.06,22,24,1052285.2787281196,25.78,42.82,19,24,3,15,2,0,17,0,30,14,2,8,8,37
189,50,2,48,0.04,22,24,1050057.2153481198,25.72,42.98,19,24,2,13,3,0,16,0,32,14,2,8,8,37
190,50,3,47,0.06,20,22,959024.6190466472,25.54,43.0,19,24,3,14,0,0,14,0,33,13,2,7,7,38
191,50,2,48,0.04,20,22,956898.1965153752,25.46,43.0,19,24,2,10,2,0,12,0,36,13,2,7,7,38
192,50,4,46,0.08,20,22,954726.7722025609,25.32,42.18,19,24,4,15,0,0,15,0,31,13,2,7,7,38
193,50,2,48,0.04,20,22,952509.6355732868,25.18,41.18,19,24,2,16,0,0,16,0,32,13,2,7,7,38
194,50,7,43,0.14,20,22,950246.0686525811,24.9,40.6,19,24,7,9,0,0,9,0,34,13,2,7,7,38
195,50,7,43,0.14,20,22,947935.3459866665,24.62,39.74,19,24,7,19,0,0,19,0,24,13,2,7,7,38
196,50,7,43,0.14,20,22,945576.7346042108,24.38,39.32,19,24,7,13,4,0,17,0,26,13,2,7,7,38
197,50,8,42,0.16,20,22,943169.4939775754,24.2,38.14,19,24,8,13,2,0,15,0,27,13,2,7,7,38
198,50,11,39,0.22,20,22,940712.875984067,23.78,37.66,19,24,10,16,0,0,16,0,23,13,2,7,7,38
199,50,13,37,0.26,18,19,812199.1270919136,23.34,36.28,18,19,10,23,0,0,23,0,14,13,1,5,5,38
200,50,10,40,0.2,18,19,809986.8688316633,23.06,35.52,18,19,10,19,1,0,20,0,20,13,1,5,5,38
