generation,fitness
1,2808936.437664208
2,2195765.6344403396
3,1792803.7003396791
4,1314377.1824459918
5,1314377.181587148
6,1314377.179685918
7,1314377.1759942374
8,1314377.1694697202
9,1314377.1587266063
10,1314377.1419867084
11,1314377.1170303584
12,1314377.0811473532
13,1314377.0310879014
14,1314376.9630135712
15,1314376.8724482355
16,1314376.7542290187
17,1314376.6024572444
18,1314376.4104493798
19,1314376.170687984
20,1231395.5328406072
21,1231395.1943202112
22,1231394.7847990617
23,1231394.2936517429
24,1231393.709241988
25,1231393.0188767326
26,1231392.208760166
27,1231391.2639477847
28,1231390.168300442
29,1231388.9044384041
30,1231387.4536953995
31,1231385.796072672
32,1231383.9101930326
33,1231381.7732549133
34,1231379.3609864176
35,1231376.6475993732
36,1231373.6057433847
37,1231370.2064598862
38,1231366.4191361917
39,1231362.2114595503
40,1231357.5493711948
41,1231352.3970203975
42,1231346.7167185203
43,1231340.4688930674
44,1231333.6120417383
45,1231326.1026864788
46,1231317.8953275338
47,1231308.9423975009
48,1231299.1942153797
49,1231288.598940627
50,1231277.1025272072
51,1231264.6486776462
52,1231251.1787970806
53,1231236.6319473141
54,1231220.9448008668
55,1231204.051595028
56,1231185.8840859095
57,1231166.3715024958
58,1231145.4405006992
59,1231123.01511741
60,1231099.0167245488
61,1231073.3639831196
62,1231045.9727972618
63,1231016.7562683017
64,1230985.6246488064
65,1230952.4852966343
66,1230917.2426289886
67,1230879.7980764685
68,1230840.0500371223
69,1230797.8938304994
70,1230753.2216517027
71,1230705.9225254399
72,1230655.8822600779
73,1230602.9834016922
74,1230547.1051881216
75,1230488.1235030196
76,1230425.9108299054
77,1230360.336206219
78,1230291.2651773698
79,1230218.5597507926
80,1230142.078349997
81,1230061.6757686213
82,1229977.203124484
83,1229888.5078136355
84,1229795.4334644126
85,1229697.819891488
86,1229595.5030499238
87,1229488.314989225
88,1229376.083807389
89,1229258.6336049603
90,1229135.7844390818
91,1229007.3522775462
92,1228873.1489528501
93,1228732.9821162447
94,1228586.6551917891
95,1228433.9673304018
96,1228274.7133639131
97,1228108.6837591177
98,1227935.664571827
99,1227755.4374009208
100,1227567.7793424
101,1227372.4629434384
102,1227169.2561564355
103,1226957.9222930686
104,1226738.219978345
105,1226509.9031046543
106,1226272.7207858204
107,1226026.4173111536
108,1225770.7320995042
109,1225505.3996533128
110,1225230.149512664
111,1129226.6499599537
112,1128953.8822566401
113,1128671.1969352185
114,1128378.325973419
115,1128074.9965630486
116,1127760.9310676386
117,1127435.8469800907
118,1127099.4568803238
119,1126751.4683929204
120,1126391.5841447741
121,1126019.5017227354
122,1125634.913631259
123,1125237.5072500503
124,1124826.9647917124
125,1124402.9632593924
126,1123965.1744044274
127,1123513.2646839928
128,1123046.8952187488
129,1122565.7217504852
130,1122069.3945997702
131,1121557.558623596
132,1121029.8531730263
133,1120485.912050842
134,1119925.3634691888
135,1119347.830007223
136,1118752.9285687595
137,1118140.2703399167
138,1117509.4607467654
139,1116860.099412973
140,1116191.780117453
141,1115504.090752009
142,1114796.6132789834
143,1114068.9236889023
144,1113320.5919581247
145,1112551.1820064862
146,1111760.2516549488
147,1110947.3525832442
148,1110112.0302875242
149,1109253.824038004
150,1108372.2668366116
151,1107466.885374632
152,1106537.1999903566
153,1105582.7246267274
154,1104602.9667889858
155,1103597.4275023176
156,1102565.6012695006
157,1101506.976028551
158,1100421.0331103713
159,1099307.247196394
160,1098165.0862762318
161,1096994.011605322
162,1095793.477662574
163,1094562.9321080162
164,1093301.8157404421
165,1092009.5624550576
166,1090685.5992011272
167,1089329.3459396209
168,1087940.2156008615
169,1086517.6140421694
170,1085060.9400055122
171,1083569.5850751493
172,1082042.933635278
173,1080480.362827683
174,1078881.2425093804
175,1077244.935210266
176,1075570.7960907605
177,1073858.1728994583
178,1072106.4059307722
179,1070314.8279825815
180,1068482.7643138776
181,1066609.5326024112
182,1064694.4429023399
183,1062736.797601873
184,1060735.8913809196
185,1058691.0111687349
186,1056601.4361015672
187,1054466.4374803042
188,1052285.2787281196
189,1050057.2153481198
190,959024.6190466472
191,956898.1965153752
192,954726.7722025609
193,952509.6355732868
194,950246.0686525811
195,947935.3459866665
196,945576.7346042108
197,943169.4939775754
198,940712.875984067
199,812199.1270919136
200,809986.8688316633
