generation,fitness
1,2765209.2200119826
2,1292418.2067255597
3,1292418.2066408226
4,1292418.2063271743
5,1292418.2054834168
6,1292418.2036155837
7,1292418.1999887507
8,1292418.1935788428
9,1292418.1830244418
10,993797.0548361276
11,993797.0359943956
12,993797.0089031757
13,993796.9711089162
14,993796.919713649
15,993796.8513379542
16,993796.7620839251
17,993796.6474981351
18,993796.5025346006
19,993796.3215177478
20,993796.0981053781
21,993795.8252516321
22,993795.4951699564
23,991270.6321338915
24,991270.1626405773
25,991269.6080265089
26,857199.1501515284
27,857198.494653771
28,857197.7345088046
29,857196.8576588102
30,857195.8511533868
31,857194.7011176739
32,857193.3927204743
33,857191.9101423748
34,857190.2365438697
35,857188.3540334821
36,857186.243635886
37,857183.8852600289
38,857181.257667253
39,857178.3384394185
40,857175.1039470243
41,857171.5293173317
42,857167.5884024847
43,857163.2537476335
44,857158.4965590561
45,857153.28667228
46,857147.5925202052
47,857141.3811012254
48,857134.6179473504
49,857127.2670923284
50,857119.2910397678
51,857110.6507312597
52,857101.3055144993
53,857091.2131114085
54,857080.3295862585
55,857068.6093137902
56,857056.0049473383
57,851641.5634340397
58,851627.1252858904
59,851611.6563174493
60,851595.1022912808
61,851577.4070999665
62,851558.5127344104
63,851538.3592521439
64,851516.884745631
65,851494.0253105749
66,851469.7150142217
67,851443.8858636669
68,851416.4677741602
69,851387.3885374115
70,851356.5737898954
71,851323.9469811576
72,851289.4293421191
73,851252.9398533828
74,851214.3952135377
75,851173.7098074653
76,851130.7956746441
77,851085.5624774556
78,851037.9174694892
79,850987.765463848
80,850935.0088014542
81,850879.5473193539
82,850821.2783190229
83,850760.0965346717
84,850695.8941015519
85,850628.5605242603
86,850557.9826450445
87,850484.0446121094
88,850406.6278479211
89,850325.6110175131
90,850240.8699967915
91,850152.2778408403
92,850059.7047522268
93,849963.018049307
94,849862.0821345312
95,849756.7584627488
96,849646.905509514
97,849532.3787393913
98,849413.030574261
99,849288.7103616236
100,849159.2643429067
101,801212.5817594272
102,801080.3382514953
103,800942.805781007
104,800799.8272652384
105,800651.2425415573
106,800496.8883375236
107,800336.5982409861
108,800170.2026701808
109,799997.5288438285
110,799818.4007512336
111,799632.639122381
112,799440.0613980355
113,799240.4816998382
114,799033.7108004057
115,798819.5560934276
116,798597.8215637646
117,798368.3077575462
118,798130.8117522693
119,797885.1271268957
120,797631.0439319501
121,797368.3486596186
122,797096.8242138459
123,796816.2498804338
124,796526.401297139
125,796227.050423772
126,795917.9655122929
127,795598.9110769118
128,795269.6478641855
129,794929.9328231158
130,794579.519075247
131,794218.1558847652
132,793845.5886285946
133,793461.5587664968
134,793065.8038111683
135,792658.057298338
136,792238.0487568666
137,791805.5036788428
138,791360.143489683
139,790901.6855182274
140,790429.84296684
141,789944.3248815058
142,789444.8361219275
143,788931.0773316257
144,788402.7449080355
145,787859.5309726049
146,787301.1233408924
147,786727.2054926656
148,786137.4565419991
149,785531.5512073716
150,784909.1597817655
151,784269.948102763
152,783613.5775226459
153,782939.7048784923
154,782247.9824622752
155,781538.0579909604
156,780809.5745766041
157,780062.1706964516
158,779295.480163035
159,778509.1320942705
160,777702.7508835578
161,776875.9561698767
162,776028.362807886
163,775159.5808380209
164,774269.2154565916
165,773356.8669858805
166,772422.1308442414
167,771464.5975161958
168,637351.2094204824
169,636522.1066434213
170,635673.1461725949
171,634803.9734187811
172,633914.2295965083
173,633003.5516993724
174,632071.572475352
175,631117.9204021258
176,630142.2196623874
177,629144.0901191625
178,628123.1472911248
179,627079.0023279121
180,626011.2619854425
181,624919.5286012306
182,623803.4000697038
183,622662.4698175181
184,621496.326778875
185,620304.5553708365
186,619086.735468643
187,617842.4423810276
188,616571.2468255339
189,572075.9588409433
190,570843.6641462547
191,569585.1515164746
192,481650.6292717618
193,480540.8456947917
194,479407.82152262126
195,478251.1936307244
196,477070.595131677
197,475789.3849346752
198,474559.928776648
199,431216.87669229804
200,430000.67864975653
