generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
23,50,7,43,0.14,21,21,991270.6321338915,27.895833333333332,41.458333333333336,21,21,7,10,0,0,10,0,33,8,0,13,13,46
24,50,3,47,0.06,21,21,991270.1626405773,27.4375,40.833333333333336,20,21,3,10,0,0,10,0,37,8,0,13,13,46
25,50,3,47,0.06,21,21,991269.6080265089,26.854166666666668,39.958333333333336,20,21,3,19,1,0,20,0,27,8,0,13,13,46
26,50,2,48,0.04,18,18,857199.1501515284,27.20408163265306,40.91836734693877,18,18,2,19,1,0,20,0,28,7,0,11,11,47
27,50,5,45,0.1,18,18,857198.494653771,26.714285714285715,39.775510204081634,18,18,5,24,1,0,25,0,20,7,0,11,11,47
28,50,7,43,0.14,18,18,857197.7345088046,26.5,38.32,18,18,7,15,2,0,17,0,26,7,0,11,11,47
29,50,3,47,0.06,18,18,857196.8576588102,26.4,39.6,18,18,3,14,0,0,14,0,33,7,0,11,11,47
30,50,2,48,0.04,18,18,857195.8511533868,26.16,39.82,18,18,2,13,1,0,14,0,34,7,0,11,11,47
31,50,2,48,0.04,18,18,857194.7011176739,26.14,39.26,18,18,2,9,0,0,9,0,39,7,0,11,11,47
32,50,0,50,0.0,18,18,857193.3927204743,26.14,39.26,18,18,0,14,0,0,14,0,36,7,0,11,11,47
33,50,4,46,0.08,18,18,857191.9101423748,25.56,38.52,18,18,4,11,0,0,11,0,35,7,0,11,11,47
34,50,0,50,0.0,18,18,857190.2365438697,25.56,38.52,18,18,0,16,3,0,19,0,31,7,0,11,11,47
35,50,1,49,0.02,18,18,857188.3540334821,25.56,38.42,18,18,1,19,0,0,19,0,30,7,0,11,11,47
36,50,3,47,0.06,18,18,857186.243635886,25.36,38.08,18,18,3,22,0,0,22,0,25,7,0,11,11,47
37,50,4,46,0.08,18,18,857183.8852600289,25.04,38.06,18,18,4,22,1,0,23,0,23,7,0,11,11,47
38,50,2,48,0.04,18,18,857181.257667253,25.02,38.22,18,18,2,22,1,0,23,0,25,7,0,11,11,47
39,50,0,50,0.0,18,18,857178.3384394185,25.02,38.22,18,18,0,23,2,0,25,0,25,7,0,11,11,47
40,50,2,48,0.04,18,18,857175.1039470243,24.88,38.1,18,18,2,18,0,0,18,0,30,7,0,11,11,47
41,50,1,49,0.02,18,18,857171.5293173317,24.88,37.96,18,18,1,17,1,0,18,0,31,7,0,11,11,47
42,50,2,48,0.04,18,18,857167.5884024847,24.74,37.54,18,18,2,24,1,0,25,0,23,7,0,11,11,47
43,50,1,49,0.02,18,18,857163.2537476335,24.74,37.46,18,18,1,18,0,0,18,0,31,7,0,11,11,47
44,50,1,49,0.02,18,18,857158.4965590561,24.72,37.42,18,18,1,16,0,0,16,0,33,7,0,11,11,47
45,50,7,43,0.14,18,18,857153.28667228,24.4,38.22,18,18,7,17,0,0,17,0,26,7,0,11,11,47
46,50,0,50,0.0,18,18,857147.5925202052,24.4,38.22,18,18,0,22,0,0,22,0,28,7,0,11,11,47
47,50,3,47,0.06,18,18,857141.3811012254,24.3,38.2,18,18,3,22,0,0,22,0,25,7,0,11,11,47
48,50,5,45,0.1,18,18,857134.6179473504,24.08,37.42,18,18,5,18,0,0,18,0,27,7,0,11,11,47
49,50,3,47,0.06,18,18,857127.2670923284,23.78,37.86,18,18,3,24,0,0,24,0,23,7,0,11,11,47
50,50,4,46,0.08,18,18,857119.2910397678,23.6,38.2,18,18,4,27,0,0,27,0,19,7,0,11,11,47
51,50,1,49,0.02,18,18,857110.6507312597,23.6,37.9,18,18,1,17,0,0,17,0,32,7,0,11,11,47
52,50,2,48,0.04,18,18,857101.3055144993,23.44,37.72,18,18,2,23,0,0,23,0,25,7,0,11,11,47
53,50,2,48,0.04,18,18,857091.2131114085,23.38,37.8,18,18,2,20,0,0,20,0,28,7,0,11,11,47
54,50,0,50,0.0,18,18,857080.3295862585,23.38,37.8,18,18,0,26,0,0,26,0,24,7,0,11,11,47
55,50,2,48,0.04,18,18,857068.6093137902,23.26,37.6,18,18,2,22,0,0,22,0,26,7,0,11,11,47
56,50,6,44,0.12,18,18,857056.0049473383,23.06,36.44,18,18,6,13,0,0,13,0,31,7,0,11,11,47
57,50,6,44,0.12,18,18,851641.5634340397,22.7,35.32,18,18,6,20,0,0,20,0,24,7,0,11,11,47
58,50,1,49,0.02,18,18,851627.1252858904,22.6,35.6,18,18,1,18,1,0,19,0,30,7,0,11,11,47
59,50,1,49,0.02,18,18,851611.6563174493,22.56,35.58,18,18,1,23,1,0,24,0,25,7,0,11,11,47
60,50,2,48,0.04,18,18,851595.1022912808,22.44,35.62,17,34,2,21,0,0,21,0,27,7,0,11,11,47
61,50,1,49,0.02,18,18,851577.4070999665,22.3,35.3,17,34,1,25,0,0,25,0,24,7,0,11,11,47
62,50,0,50,0.0,18,18,851558.5127344104,22.3,35.3,17,34,0,23,0,0,23,0,27,7,0,11,11,47
63,50,4,46,0.08,18,18,851538.3592521439,22.14,35.22,17,34,4,20,0,0,20,0,26,7,0,11,11,47
64,50,1,49,0.02,18,18,851516.884745631,22.06,34.98,17,34,1,24,0,0,24,0,25,7,0,11,11,47
65,50,0,50,0.0,18,18,851494.0253105749,22.06,34.98,17,34,0,22,0,0,22,0,28,7,0,11,11,47
66,50,1,49,0.02,18,18,851469.7150142217,21.94,34.94,17,34,1,25,1,0,26,0,23,7,0,11,11,47
67,50,0,50,0.0,18,18,851443.8858636669,21.94,34.94,17,34,0,25,0,0,25,0,25,7,0,11,11,47
68,50,0,50,0.0,18,18,851416.4677741602,21.94,34.94,17,34,0,26,0,0,26,0,24,7,0,11,11,47
69,50,1,49,0.02,18,18,851387.3885374115,21.9,35.32,17,34,1,25,0,0,25,0,24,7,0,11,11,47
70,50,2,48,0.04,18,18,851356.5737898954,21.82,35.54,17,34,2,21,0,0,21,0,27,7,0,11,11,47
71,50,1,49,0.02,18,18,851323.9469811576,21.82,34.56,17,34,1,22,0,0,22,0,27,7,0,11,11,47
72,50,1,49,0.02,18,18,851289.4293421191,21.78,34.5,17,34,1,22,1,0,23,0,26,7,0,11,11,47
73,50,1,49,0.02,18,18,851252.9398533828,21.78,34.5,17,34,1,21,1,0,22,0,27,7,0,11,11,47
74,50,2,48,0.04,18,18,851214.3952135377,21.56,34.52,17,34,2,25,0,0,25,0,23,7,0,11,11,47
75,50,1,49,0.02,18,18,851173.7098074653,21.54,34.38,17,34,1,23,0,0,23,0,26,7,0,11,11,47
76,50,0,50,0.0,18,18,851130.7956746441,21.54,34.38,17,34,0,19,0,0,19,0,31,7,0,11,11,47
77,50,1,49,0.02,18,18,851085.5624774556,21.5,34.44,16,21,1,23,2,0,25,0,24,7,0,11,11,47
78,50,0,50,0.0,18,18,851037.9174694892,21.5,34.44,16,21,0,21,0,0,21,0,29,7,0,11,11,47
79,50,2,48,0.04,18,18,850987.765463848,21.4,33.68,16,21,2,25,0,0,25,0,23,7,0,11,11,47
80,50,2,48,0.04,18,18,850935.0088014542,21.38,33.52,16,21,2,19,0,0,19,0,29,7,0,11,11,47
81,50,0,50,0.0,18,18,850879.5473193539,21.38,33.52,16,21,0,31,0,0,31,0,19,7,0,11,11,47
82,50,1,49,0.02,18,18,850821.2783190229,21.32,33.54,16,21,1,30,0,0,30,0,19,7,0,11,11,47
83,50,2,48,0.04,18,18,850760.0965346717,21.24,33.5,16,21,2,22,0,0,22,0,26,7,0,11,11,47
84,50,1,49,0.02,18,18,850695.8941015519,21.22,33.6,16,21,1,18,0,0,18,0,31,7,0,11,11,47
85,50,0,50,0.0,18,18,850628.5605242603,21.22,33.6,16,21,0,24,0,0,24,0,26,7,0,11,11,47
86,50,1,49,0.02,18,18,850557.9826450445,21.14,33.7,16,21,1,26,0,0,26,0,23,7,0,11,11,47
87,50,1,49,0.02,18,18,850484.0446121094,21.12,33.58,16,21,1,20,0,0,20,0,29,7,0,11,11,47
88,50,1,49,0.02,18,18,850406.6278479211,21.12,33.58,16,21,1,29,0,0,29,0,20,7,0,11,11,47
89,50,1,49,0.02,18,18,850325.6110175131,21.08,33.48,16,21,1,26,0,0,26,0,23,7,0,11,11,47
90,50,1,49,0.02,18,18,850240.8699967915,21.02,33.3,16,21,1,28,0,0,28,0,21,7,0,11,11,47
91,50,0,50,0.0,18,18,850152.2778408403,21.02,33.3,16,21,0,26,0,0,26,0,24,7,0,11,11,47
92,50,1,49,0.02,18,18,850059.7047522268,21.0,32.84,16,21,1,20,0,0,20,0,29,7,0,11,11,47
93,50,0,50,0.0,18,18,849963.018049307,21.0,32.84,16,21,0,25,0,0,25,0,25,7,0,11,11,47
94,50,4,46,0.08,18,18,849862.0821345312,20.78,33.06,16,21,4,25,0,0,25,0,21,7,0,11,11,47
95,50,3,47,0.06,18,18,849756.7584627488,20.64,33.34,16,21,3,21,1,0,22,0,25,7,0,11,11,47
96,50,1,49,0.02,18,18,849646.905509514,20.62,33.34,16,21,1,21,1,0,22,0,27,7,0,11,11,47
97,50,0,50,0.0,18,18,849532.3787393913,20.62,33.34,16,21,0,29,1,0,30,0,20,7,0,11,11,47
98,50,0,50,0.0,18,18,849413.030574261,20.62,33.34,16,21,0,23,0,0,23,0,27,7,0,11,11,47
99,50,0,50,0.0,18,18,849288.7103616236,20.62,33.34,16,21,0,32,0,0,32,0,18,7,0,11,11,47
100,50,1,49,0.02,18,18,849159.2643429067,20.58,33.72,16,21,1,19,0,0,19,0,30,7,0,11,11,47
101,50,2,48,0.04,16,17,801212.5817594272,20.54,33.28,16,17,2,22,0,0,22,0,26,7,1,9,9,47
102,50,1,49,0.02,16,17,801080.3382514953,20.5,33.14,16,17,1,23,0,0,23,0,26,7,1,9,9,47
103,50,2,48,0.04,16,17,800942.805781007,20.46,33.32,16,17,2,21,0,0,21,0,27,7,1,9,9,47
104,50,0,50,0.0,16,17,800799.8272652384,20.46,33.32,16,17,0,21,1,0,22,0,28,7,1,9,9,47
105,50,0,50,0.0,16,17,800651.2425415573,20.46,33.32,16,17,0,22,0,0,22,0,28,7,1,9,9,47
106,50,0,50,0.0,16,17,800496.8883375236,20.46,33.32,16,17,0,22,0,0,22,0,28,7,1,9,9,47
107,50,1,49,0.02,16,17,800336.5982409861,20.46,33.24,16,17,1,22,0,0,22,0,27,7,1,9,9,47
108,50,0,50,0.0,16,17,800170.2026701808,20.46,33.24,16,17,0,22,0,0,22,0,28,7,1,9,9,47
109,50,0,50,0.0,16,17,799997.5288438285,20.46,33.24,16,17,0,24,0,1,25,0,25,7,1,9,9,47
110,50,2,48,0.04,16,17,799818.4007512336,20.38,33.58,16,17,2,20,0,0,20,0,28,7,1,9,9,47
111,50,0,50,0.0,16,17,799632.639122381,20.38,33.58,16,17,0,22,0,0,22,0,28,7,1,9,9,47
112,50,0,50,0.0,16,17,799440.0613980355,20.38,33.58,16,17,0,28,0,0,28,0,22,7,1,9,9,47
113,50,0,50,0.0,16,17,799240.4816998382,20.38,33.58,16,17,0,23,0,0,23,0,27,7,1,9,9,47
114,50,0,50,0.0,16,17,799033.7108004057,20.38,33.58,16,17,0,27,0,0,27,0,23,7,1,9,9,47
115,50,2,48,0.04,16,17,798819.5560934276,20.32,33.96,16,17,2,20,0,0,20,0,28,7,1,9,9,47
116,50,0,50,0.0,16,17,798597.8215637646,20.32,33.96,16,17,0,14,0,0,14,0,36,7,1,9,9,47
117,50,1,49,0.02,16,17,798368.3077575462,20.28,33.9,16,17,1,22,0,0,22,0,27,7,1,9,9,47
118,50,0,50,0.0,16,17,798130.8117522693,20.28,33.9,16,17,0,26,0,0,26,0,24,7,1,9,9,47
119,50,1,49,0.02,16,17,797885.1271268957,20.26,34.26,16,17,1,22,0,0,22,0,27,7,1,9,9,47
120,50,0,50,0.0,16,17,797631.0439319501,20.26,34.26,16,17,0,22,0,0,22,0,28,7,1,9,9,47
121,50,2,48,0.04,16,17,797368.3486596186,20.2,34.26,16,17,2,25,0,0,25,0,23,7,1,9,9,47
122,50,1,49,0.02,16,17,797096.8242138459,20.12,34.2,16,17,1,25,0,0,25,0,24,7,1,9,9,47
123,50,0,50,0.0,16,17,796816.2498804338,20.12,34.2,16,17,0,23,0,0,23,0,27,7,1,9,9,47
124,50,0,50,0.0,16,17,796526.401297139,20.12,34.2,16,17,0,26,0,0,26,0,24,7,1,9,9,47
125,50,0,50,0.0,16,17,796227.050423772,20.12,34.2,16,17,0,26,0,0,26,0,24,7,1,9,9,47
126,50,1,49,0.02,16,17,795917.9655122929,20.06,34.3,16,17,1,18,0,0,18,0,31,7,1,9,9,47
127,50,0,50,0.0,16,17,795598.9110769118,20.06,34.3,16,17,0,27,0,0,27,0,23,7,1,9,9,47
128,50,1,49,0.02,16,17,795269.6478641855,20.06,34.22,16,17,1,24,0,0,24,0,25,7,1,9,9,47
129,50,0,50,0.0,16,17,794929.9328231158,20.06,34.22,16,17,0,19,0,0,19,0,31,7,1,9,9,47
130,50,1,49,0.02,16,17,794579.519075247,20.02,33.98,16,17,1,22,0,0,22,0,27,7,1,9,9,47
131,50,0,50,0.0,16,17,794218.1558847652,20.02,33.98,16,17,0,24,0,0,24,0,26,7,1,9,9,47
132,50,2,48,0.04,16,17,793845.5886285946,19.98,33.84,16,17,2,22,0,0,22,0,26,7,1,9,9,47
133,50,0,50,0.0,16,17,793461.5587664968,19.98,33.84,16,17,0,22,0,0,22,0,28,7,1,9,9,47
134,50,0,50,0.0,16,17,793065.8038111683,19.98,33.84,16,17,0,24,0,0,24,0,26,7,1,9,9,47
135,50,0,50,0.0,16,17,792658.057298338,19.98,33.84,16,17,0,21,0,0,21,0,29,7,1,9,9,47
136,50,0,50,0.0,16,17,792238.0487568666,19.98,33.84,16,17,0,24,0,0,24,0,26,7,1,9,9,47
137,50,0,50,0.0,16,17,791805.5036788428,19.98,33.84,16,17,0,28,0,0,28,0,22,7,1,9,9,47
138,50,1,49,0.02,16,17,791360.143489683,19.9,33.6,15,17,1,28,0,0,28,0,21,7,1,9,9,47
139,50,1,49,0.02,16,17,790901.6855182274,19.9,33.56,15,17,1,26,0,0,26,0,23,7,1,9,9,47
140,50,1,49,0.02,16,17,790429.84296684,19.86,33.5,15,17,1,27,0,0,27,0,22,7,1,9,9,47
141,50,0,50,0.0,16,17,789944.3248815058,19.86,33.5,15,17,0,21,0,0,21,0,29,7,1,9,9,47
142,50,3,47,0.06,16,17,789444.8361219275,19.8,33.58,15,17,3,26,0,0,26,0,21,7,1,9,9,47
143,50,0,50,0.0,16,17,788931.0773316257,19.8,33.58,15,17,0,26,0,0,26,0,24,7,1,9,9,47
144,50,0,50,0.0,16,17,788402.7449080355,19.8,33.58,15,17,0,22,0,0,22,0,28,7,1,9,9,47
145,50,0,50,0.0,16,17,787859.5309726049,19.8,33.58,15,17,0,21,1,0,22,0,28,7,1,9,9,47
146,50,1,49,0.02,16,17,787301.1233408924,19.78,33.46,15,17,1,27,0,0,27,0,22,7,1,9,9,47
147,50,0,50,0.0,16,17,786727.2054926656,19.78,33.46,15,17,0,21,1,0,22,0,28,7,1,9,9,47
148,50,1,49,0.02,16,17,786137.4565419991,19.72,33.56,15,17,1,24,0,0,24,0,25,7,1,9,9,47
149,50,0,50,0.0,16,17,785531.5512073716,19.72,33.56,15,17,0,27,0,0,27,0,23,7,1,9,9,47
150,50,0,50,0.0,16,17,784909.1597817655,19.72,33.56,15,17,0,30,1,0,31,0,19,7,1,9,9,47
151,50,0,50,0.0,16,17,784269.948102763,19.72,33.56,15,17,0,28,0,0,28,0,22,7,1,9,9,47
152,50,0,50,0.0,16,17,783613.5775226459,19.72,33.56,15,17,0,28,0,0,28,0,22,7,1,9,9,47
153,50,1,49,0.02,16,17,782939.7048784923,19.68,33.06,15,17,1,30,0,0,30,0,19,7,1,9,9,47
154,50,0,50,0.0,16,17,782247.9824622752,19.68,33.06,15,17,0,26,0,0,26,0,24,7,1,9,9,47
155,50,0,50,0.0,16,17,781538.0579909604,19.68,33.06,15,17,0,33,0,0,33,0,17,7,1,9,9,47
156,50,1,49,0.02,16,17,780809.5745766041,19.66,32.82,15,17,1,27,0,0,27,0,22,7,1,9,9,47
157,50,0,50,0.0,16,17,780062.1706964516,19.66,32.82,15,17,0,33,0,0,33,0,17,7,1,9,9,47
158,50,1,49,0.02,16,17,779295.480163035,19.62,32.78,15,17,1,31,0,0,31,0,18,7,1,9,9,47
159,50,1,49,0.02,16,17,778509.1320942705,19.58,32.64,15,17,1,26,0,0,26,0,23,7,1,9,9,47
160,50,2,48,0.04,16,17,777702.7508835578,19.52,32.54,15,17,2,25,0,0,25,0,23,7,1,9,9,47
161,50,1,49,0.02,16,17,776875.9561698767,19.52,32.52,15,17,1,28,0,0,28,0,21,7,1,9,9,47
162,50,0,50,0.0,16,17,776028.362807886,19.52,32.52,15,17,0,37,0,0,37,0,13,7,1,9,9,47
163,50,1,49,0.02,16,17,775159.5808380209,19.52,32.2,15,17,1,27,0,0,27,0,22,7,1,9,9,47
164,50,0,50,0.0,16,17,774269.2154565916,19.52,32.2,15,17,0,25,0,0,25,0,25,7,1,9,9,47
165,50,0,50,0.0,16,17,773356.8669858805,19.52,32.2,15,17,0,30,0,0,30,0,20,7,1,9,9,47
166,50,0,50,0.0,16,17,772422.1308442414,19.52,32.2,15,17,0,26,1,0,27,0,23,7,1,9,9,47
167,50,1,49,0.02,16,17,771464.5975161958,19.44,32.04,15,17,1,31,0,0,31,0,18,7,1,9,9,47
168,50,2,48,0.04,14,14,637351.2094204824,19.34,31.24,14,14,2,29,0,0,29,0,19,6,1,7,7,48
169,50,1,49,0.02,14,14,636522.1066434213,19.32,30.84,14,14,1,28,1,0,29,0,20,6,1,7,7,48
170,50,0,50,0.0,14,14,635673.1461725949,19.32,30.84,14,14,0,23,0,0,23,0,27,6,1,7,7,48
171,50,3,47,0.06,14,14,634803.9734187811,19.12,30.46,14,14,3,23,0,0,23,0,24,6,1,7,7,48
172,50,0,50,0.0,14,14,633914.2295965083,19.12,30.46,14,14,0,28,0,0,28,0,22,6,1,7,7,48
173,50,1,49,0.02,14,14,633003.5516993724,19.1,30.58,14,14,1,28,0,0,28,0,21,6,1,7,7,48
174,50,1,49,0.02,14,14,632071.572475352,19.1,30.48,14,14,1,21,2,0,23,0,26,6,1,7,7,48
175,50,2,48,0.04,14,14,631117.9204021258,19.08,30.32,14,14,2,22,1,0,23,0,25,6,1,7,7,48
176,50,2,48,0.04,14,14,630142.2196623874,19.04,30.16,14,14,2,19,0,0,19,0,29,6,1,7,7,48
177,50,1,49,0.02,14,14,629144.0901191625,19.0,29.94,14,14,1,27,0,0,27,0,22,6,1,7,7,48
178,50,2,48,0.04,14,14,628123.1472911248,18.96,29.62,14,14,2,30,0,0,30,0,18,6,1,7,7,48
179,50,1,49,0.02,14,14,627079.0023279121,18.96,28.84,14,14,1,26,1,0,27,0,22,6,1,7,7,48
180,50,1,49,0.02,14,14,626011.2619854425,18.92,28.82,14,14,1,21,2,0,23,0,26,6,1,7,7,48
181,50,2,48,0.04,14,14,624919.5286012306,18.86,28.8,14,14,2,30,1,0,31,0,17,6,1,7,7,48
182,50,1,49,0.02,14,14,623803.4000697038,18.86,28.78,14,14,1,28,0,0,28,0,21,6,1,7,7,48
183,50,1,49,0.02,14,14,622662.4698175181,18.78,28.58,14,14,1,31,1,1,33,1,16,6,1,7,7,48
184,50,1,49,0.02,14,14,621496.326778875,18.74,28.58,14,14,1,32,0,0,32,0,17,6,1,7,7,48
185,50,2,48,0.04,14,14,620304.5553708365,18.66,28.54,14,14,2,27,0,0,27,0,21,6,1,7,7,48
186,50,4,46,0.08,14,14,619086.735468643,18.56,28.54,14,14,4,27,0,0,27,0,19,6,1,7,7,48
187,50,4,46,0.08,14,14,617842.4423810276,18.52,28.04,14,14,4,23,0,0,23,0,23,6,1,7,7,48
188,50,1,49,0.02,14,14,616571.2468255339,18.46,27.98,13,14,1,31,1,0,32,0,17,6,1,7,7,48
189,50,6,44,0.12,13,13,572075.9588409433,18.32,27.06,13,13,6,24,0,0,24,0,20,6,0,7,7,48
190,50,6,44,0.12,13,13,570843.6641462547,18.08,27.58,13,13,6,18,0,1,19,1,25,6,0,7,7,48
191,50,5,45,0.1,13,13,569585.1515164746,17.86,27.0,12,13,5,15,4,0,19,0,26,6,0,7,7,48
192,50,9,41,0.18,11,11,481650.6292717618,17.38,27.14,11,11,9,13,1,0,14,0,27,6,0,5,5,48
193,50,3,47,0.06,11,11,480540.8456947917,17.3,26.96,11,11,3,23,0,0,23,0,24,6,0,5,5,48
194,50,6,44,0.12,11,11,479407.82152262126,17.22,26.5,11,11,6,26,1,0,27,0,17,6,0,5,5,48
195,50,5,45,0.1,11,11,478251.1936307244,16.76,25.72,9,12,5,22,1,0,23,0,22,6,0,5,5,48
196,50,7,43,0.14,11,11,477070.595131677,16.4,25.74,9,12,7,18,1,0,19,0,24,6,0,5,5,48
197,50,5,45,0.1,11,11,475789.3849346752,16.26,25.88,9,12,5,21,1,0,22,0,23,6,0,5,5,48
198,50,8,42,0.16,11,11,474559.928776648,15.94,25.3,9,12,8,28,2,0,30,0,12,6,0,5,5,48
199,50,8,42,0.16,10,10,431216.87669229804,15.68,24.92,9,12,8,26,1,0,27,0,15,6,0,4,4,48
200,50,16,34,0.32,10,10,430000.67864975653,15.08,22.72,9,12,10,25,0,0,25,0,9,6,0,4,4,48
