plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
21,97,13,34,1,15,2,1642.000839869564,1661.9854645246514,-19.984624655087373,19.984624655087373,30.0,deterministic
21,97,12,35,1,14,1,1627.858704245833,1647.8433289009204,-19.984624655087373,19.984624655087373,30.0,deterministic
1,50,8,54,0,2,5,382.00958109820397,404.89241286934276,-22.882831771138797,22.882831771138797,30.0,deterministic
1,50,9,53,0,3,6,396.1517167219349,419.0345484930737,-22.882831771138797,22.882831771138797,30.0,deterministic
1,50,10,52,0,4,7,410.29385234566587,433.17668411680467,-22.882831771138797,22.882831771138797,30.0,deterministic
1,50,11,51,0,5,8,424.4359879693968,447.3188197405356,-22.882831771138797,22.882831771138797,30.0,deterministic
1,50,12,50,0,6,9,438.57812359312777,461.46095536426657,-22.882831771138797,22.882831771138797,30.0,deterministic
1,50,13,49,0,7,10,452.7202592168587,475.6030909879975,-22.882831771138797,22.882831771138797,30.0,deterministic
1,50,14,48,0,8,11,466.8623948405897,489.74522661172847,-22.882831771138797,22.882831771138797,30.0,deterministic
57,71,15,44,0,29,36,1292.7873415966833,1286.3524313469757,6.434910249707627,6.434910249707627,30.0,deterministic
11,94,16,17,1,14,12,500.90302279527475,481.92034530411973,18.982677491155016,18.982677491155016,30.0,deterministic
1,44,16,7,0,49,5,886.7822822858533,888.2509697615956,-1.4686874757422856,1.4686874757422856,30.0,deterministic
1,44,15,6,0,50,4,900.9244179095842,874.1088341378646,26.815583771719616,26.815583771719616,30.0,deterministic
1,37,16,3,0,53,37,935.0665535333152,905.1207055081013,29.945848025213877,29.945848025213877,30.0,deterministic
67,95,19,16,1,14,33,1836.3578982238243,1815.6858727084295,20.672025515394807,20.672025515394807,30.0,deterministic
3,21,10,16,1,44,33,1815.5822126028352,1836.188472776399,-20.606260173563896,20.606260173563896,30.0,deterministic
40,52,46,21,0,10,17,1051.6384244676656,1059.6197717393447,-7.981347271679169,7.981347271679169,30.0,deterministic
20,28,37,27,0,22,30,2032.5580530192906,2060.3378752457625,-27.77982222647188,27.77982222647188,30.0,deterministic
57,71,21,38,0,23,30,1207.934527854297,1201.4996176045893,6.434910249707627,6.434910249707627,30.0,deterministic
57,71,20,39,0,24,31,1222.076663478028,1215.6417532283203,6.434910249707627,6.434910249707627,30.0,deterministic
17,18,20,39,0,11,19,1623.9796672159355,1633.0190607105237,-9.03939349458824,9.03939349458824,30.0,deterministic
73,90,39,22,0,15,13,193.56682944792772,183.14460309457215,10.422226353355569,10.422226353355569,30.0,deterministic
25,77,38,21,0,7,37,1088.4439913865558,1111.8196821500037,-23.375690763447892,23.375690763447892,30.0,deterministic
63,90,27,14,0,4,25,350.7450386385593,336.2816880844198,14.463350554139538,14.463350554139538,30.0,deterministic
29,90,8,13,0,42,44,517.2954492739377,538.7080949556126,-21.412645681674917,21.412645681674917,30.0,deterministic
7,24,6,24,1,28,20,680.0786152975002,693.7516855879255,-13.673070290425358,13.673070290425358,30.0,deterministic
7,24,6,23,1,29,19,690.0786152975002,683.7516855879255,6.326929709574642,6.326929709574642,30.0,deterministic
7,24,6,22,1,30,18,700.0786152975002,673.7516855879255,26.326929709574642,26.326929709574642,30.0,deterministic
8,36,36,30,1,24,37,2115.5384188717867,2121.1722993878225,-5.633880516035788,5.633880516035788,30.0,deterministic
40,52,44,19,0,8,15,1023.3541532202038,1031.3355004918828,-7.981347271679056,7.981347271679056,30.0,deterministic
9,99,38,19,1,18,19,1304.9975236505657,1280.9388654680465,24.05865818251914,24.05865818251914,30.0,deterministic
9,53,31,19,2,25,31,1375.437830159476,1393.6006864145254,-18.16285625504929,18.16285625504929,30.0,deterministic
38,75,19,20,1,15,35,1124.8587376451292,1100.7081299996785,24.15060764545069,24.15060764545069,30.0,deterministic
18,25,19,54,0,4,40,1470.5926538393305,1497.144568237446,-26.551914398115514,26.551914398115514,30.0,deterministic
25,60,19,54,0,40,5,1497.144568237446,1519.2325168442972,-22.087948606851114,22.087948606851114,30.0,deterministic
14,83,20,53,0,53,18,1116.552927329149,1087.937182535787,28.615744793361955,28.615744793361955,30.0,deterministic
43,75,31,44,0,25,11,784.1255157794233,808.297186466055,-24.171670686631728,24.171670686631728,30.0,deterministic
75,86,31,44,0,11,30,808.297186466055,834.7454665305438,-26.448280064488813,26.448280064488813,30.0,deterministic
12,72,42,32,1,32,29,766.7733614321681,749.4576390674164,17.315722364751764,17.315722364751764,30.0,deterministic
68,91,23,24,1,15,18,1496.620032465501,1473.1254864029966,23.49454606250447,23.49454606250447,30.0,deterministic
80,91,26,27,2,19,21,1498.501614293045,1515.8665899452596,-17.364975652214753,17.364975652214753,30.0,deterministic
12,43,43,44,1,44,37,890.9154970558991,912.8500935357957,-21.93459647989664,21.93459647989664,30.0,deterministic
