flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,1,0.0,1,False
1,4,18.0,4,False
2,2,4.0,2,False
3,0,0.0,0,False
4,0,0.0,0,False
5,4,45.0,4,True
6,2,8.0,2,False
7,2,5.0,2,False
8,0,0.0,0,False
9,1,0.0,16,False
10,1,0.0,1,False
11,3,20.0,3,False
12,5,64.0,5,True
13,0,0.0,0,False
14,2,5.0,10,False
15,0,0.0,0,False
16,1,0.0,1,False
17,1,0.0,1,False
18,3,38.0,3,True
19,1,0.0,1,False
20,1,0.0,3,False
21,2,4.0,3,False
22,1,0.0,2,False
23,2,3.0,2,False
24,1,0.0,1,False
25,4,30.0,4,True
26,4,24.0,6,False
27,3,26.0,3,True
28,3,16.0,3,False
29,3,12.0,6,False
30,5,48.0,7,True
31,2,7.0,2,False
32,0,0.0,0,False
33,2,4.0,3,False
34,0,0.0,0,False
35,1,0.0,1,False
36,3,0.0,3,False
37,1,0.0,1,False
38,3,4.0,3,False
39,1,0.0,1,False
40,1,0.0,1,False
41,0,0.0,0,False
42,2,5.0,6,False
43,1,0.0,1,False
44,0,0.0,0,False
45,1,0.0,1,False
46,2,12.0,2,False
47,2,9.0,2,False
48,4,12.0,4,False
49,4,39.0,4,True
50,1,0.0,1,False
51,0,0.0,0,False
52,0,0.0,0,False
53,3,0.0,3,False
54,0,0.0,0,False
55,2,0.0,2,False
56,1,0.0,2,False
57,4,24.0,8,False
58,3,24.0,3,False
59,1,0.0,1,False
60,2,0.0,2,False
61,1,0.0,1,False
62,3,18.0,5,False
63,2,9.0,2,False
64,2,4.0,2,False
65,2,0.0,12,False
66,2,8.0,3,False
67,1,0.0,1,False
68,3,26.0,6,True
69,2,0.0,2,False
70,3,20.0,3,False
71,2,6.0,2,False
72,3,14.0,4,False
73,1,0.0,11,False
74,0,0.0,0,False
75,1,0.0,1,False
76,0,0.0,0,False
77,0,0.0,0,False
78,1,0.0,9,False
79,0,0.0,0,False
80,1,0.0,1,False
81,3,12.0,3,False
82,5,76.0,5,True
83,2,15.0,2,False
84,4,21.0,4,False
85,1,0.0,1,False
86,3,4.0,3,False
87,3,6.0,3,False
88,3,10.0,3,False
89,0,0.0,0,False
90,2,9.0,2,False
91,2,5.0,2,False
92,0,0.0,0,False
93,2,4.0,2,False
94,1,0.0,1,False
95,1,0.0,1,False
96,4,27.0,19,True
97,2,8.0,2,False
98,3,10.0,3,False
99,2,0.0,2,False
