generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
123,50,0,50,0.0,8,9,429966.9218846539,15.96,32.54,8,9,0,16,0,0,16,0,34,1,0,7,8,50
124,50,1,49,0.02,8,9,429812.1811724554,15.78,32.38,8,9,1,15,0,0,15,0,34,1,0,7,8,50
125,50,0,50,0.0,8,9,429652.36749727523,15.78,32.38,8,9,0,6,0,0,6,0,44,1,0,7,8,50
126,50,0,50,0.0,8,9,429487.35713638813,15.78,32.38,8,9,0,13,0,0,13,0,37,1,0,7,8,50
127,50,0,50,0.0,8,9,429317.02437160525,15.78,32.38,8,9,0,11,0,0,11,0,39,1,0,7,8,50
128,50,0,50,0.0,8,9,429141.2414733109,15.78,32.38,8,9,0,10,0,0,10,0,40,1,0,7,8,50
129,50,0,50,0.0,8,9,428959.8786844984,15.78,32.38,8,9,0,12,0,0,12,0,38,1,0,7,8,50
130,50,0,50,0.0,8,9,428772.80420480616,15.78,32.38,8,9,0,11,0,0,11,0,39,1,0,7,8,50
131,50,0,50,0.0,8,9,428579.8841745549,15.78,32.38,8,9,0,14,0,0,14,0,36,1,0,7,8,50
132,50,1,49,0.02,8,9,428380.98265878286,15.74,32.3,8,9,1,17,1,0,18,0,31,1,0,7,8,50
133,50,0,50,0.0,8,9,428175.9616312828,15.74,32.3,8,9,0,12,0,0,12,0,38,1,0,7,8,50
134,50,0,50,0.0,8,9,427964.680958638,15.74,32.3,8,9,0,16,1,0,17,0,33,1,0,7,8,50
135,50,1,49,0.02,8,9,427746.9983842586,15.7,32.08,8,9,1,12,0,0,12,0,37,1,0,7,8,50
136,50,2,48,0.04,8,9,427522.769512418,15.68,31.72,8,9,2,10,0,0,10,0,38,1,0,7,8,50
137,50,0,50,0.0,8,9,427291.847792289,15.68,31.72,8,9,0,11,0,0,11,0,39,1,0,7,8,50
138,50,1,49,0.02,8,9,427054.0845019802,15.66,31.86,8,9,1,18,0,0,18,0,31,1,0,7,8,50
139,50,3,47,0.06,8,9,426809.3287325721,15.58,32.18,8,9,3,13,1,0,14,0,33,1,0,7,8,50
140,50,0,50,0.0,8,9,426557.42737215385,15.58,32.18,8,9,0,14,0,0,14,0,36,1,0,7,8,50
141,50,0,50,0.0,8,9,426298.225089859,15.58,32.18,8,9,0,18,0,0,18,0,32,1,0,7,8,50
142,50,0,50,0.0,8,9,426031.564319902,15.58,32.18,8,9,0,9,0,0,9,0,41,1,0,7,8,50
143,50,1,49,0.02,8,9,425757.2852456147,15.56,32.16,8,9,1,17,0,0,17,0,32,1,0,7,8,50
144,50,0,50,0.0,8,9,425475.22578348237,15.56,32.16,8,9,0,15,0,0,15,0,35,1,0,7,8,50
145,50,3,47,0.06,8,9,425185.22156718,15.48,33.42,8,9,3,13,0,0,13,0,34,1,0,7,8,50
146,50,0,50,0.0,8,9,424887.10593160894,15.48,33.42,8,9,0,11,0,0,11,0,39,1,0,7,8,50
147,50,0,50,0.0,8,9,424580.70989693253,15.48,33.42,8,9,0,15,1,0,16,0,34,1,0,7,8,50
148,50,0,50,0.0,8,9,424265.8621526132,15.48,33.42,8,9,0,17,0,0,17,0,33,1,0,7,8,50
149,50,0,50,0.0,8,9,423942.389041448,15.48,33.42,8,9,0,11,0,0,11,0,39,1,0,7,8,50
150,50,1,49,0.02,8,9,423610.11454360565,15.42,33.24,8,9,1,12,0,0,12,0,37,1,0,7,8,50
151,50,1,49,0.02,8,9,423268.86026066204,15.34,33.22,8,9,1,13,0,0,13,0,36,1,0,7,8,50
152,50,0,50,0.0,8,9,422918.445399637,15.34,33.22,8,9,0,9,0,0,9,0,41,1,0,7,8,50
153,50,0,50,0.0,8,9,422558.6867570308,15.34,33.22,8,9,0,17,0,0,17,0,33,1,0,7,8,50
154,50,0,50,0.0,8,9,422189.3987028597,15.34,33.22,8,9,0,17,1,0,18,0,32,1,0,7,8,50
155,50,0,50,0.0,8,9,421810.3931646931,15.34,33.22,8,9,0,18,0,0,18,0,32,1,0,7,8,50
156,50,1,49,0.02,8,9,421421.4796116891,15.24,33.26,8,9,1,9,0,0,9,0,40,1,0,7,8,50
157,50,0,50,0.0,8,9,421022.46503863134,15.24,33.26,8,9,0,8,0,0,8,0,42,1,0,7,8,50
158,50,3,47,0.06,8,9,420613.15394996485,15.08,32.18,8,9,3,9,1,0,10,0,37,1,0,7,8,50
159,50,1,49,0.02,8,9,420193.34834383277,15.08,32.12,8,9,1,18,0,0,18,0,31,1,0,7,8,50
160,50,0,50,0.0,8,9,419762.8476961124,15.08,32.12,8,9,0,17,0,0,17,0,33,1,0,7,8,50
161,50,1,49,0.02,8,9,419321.44894445135,15.0,32.36,8,9,1,15,0,0,15,0,34,1,0,7,8,50
162,50,1,49,0.02,8,9,418868.9464723042,14.88,32.04,8,9,1,14,0,0,14,0,35,1,0,7,8,50
163,50,3,47,0.06,8,9,418405.1320929684,14.76,31.84,8,9,3,11,0,0,11,0,36,1,0,7,8,50
164,50,2,48,0.04,8,9,417929.795033621,14.74,31.78,8,9,2,10,1,0,11,0,37,1,0,7,8,50
165,50,2,48,0.04,8,9,417442.7219193545,14.66,31.46,8,9,2,13,0,0,13,0,35,1,0,7,8,50
166,50,3,47,0.06,8,9,416943.6967572135,14.58,30.84,8,9,3,20,0,0,20,0,27,1,0,7,8,50
167,50,1,49,0.02,8,9,416432.50092023076,14.54,30.8,8,9,1,16,3,0,19,0,30,1,0,7,8,50
168,50,1,49,0.02,8,9,415908.9131314636,14.52,30.86,7,12,1,18,0,1,19,0,30,1,0,7,8,50
169,50,2,48,0.04,8,9,415372.70944803004,14.44,30.4,7,12,2,17,1,0,18,0,30,1,0,7,8,50
170,50,0,50,0.0,8,9,414823.66324514523,14.44,30.4,7,12,0,15,0,0,15,0,35,1,0,7,8,50
171,50,1,49,0.02,8,9,414261.545200158,14.4,30.46,7,12,1,12,0,0,12,0,37,1,0,7,8,50
172,50,1,49,0.02,8,9,413686.1232765867,14.4,30.36,7,12,1,15,0,0,15,0,34,1,0,7,8,50
173,50,3,47,0.06,8,9,413097.1627081556,14.26,30.14,7,12,3,17,0,0,17,0,30,1,0,7,8,50
174,50,0,50,0.0,8,9,412494.4259828311,14.26,30.14,7,12,0,16,0,1,17,1,33,1,0,7,8,50
175,50,0,50,0.0,8,9,411877.6728268586,14.26,30.14,7,12,0,14,2,0,16,0,34,1,0,7,8,50
176,50,2,48,0.04,8,8,366407.49616922234,14.2,29.98,7,12,2,19,0,0,19,0,29,3,0,5,5,48
177,50,0,50,0.0,8,8,365833.72390110954,14.2,29.98,7,12,0,15,0,0,15,0,35,3,0,5,5,48
178,50,1,49,0.02,8,8,365246.8374733578,14.18,29.96,7,12,1,14,0,0,14,0,35,3,0,5,5,48
179,50,1,49,0.02,8,8,364646.61335631035,14.12,29.9,7,12,1,19,1,0,20,0,29,3,0,5,5,48
180,50,0,50,0.0,8,8,364032.82549459155,14.12,29.9,7,12,0,11,0,0,11,0,39,3,0,5,5,48
181,50,1,49,0.02,8,8,363405.2452929176,14.06,29.36,7,12,1,12,1,0,13,0,36,3,0,5,5,48
182,50,3,47,0.06,8,8,362763.64160190726,14.0,29.22,7,12,3,16,1,0,17,0,30,3,0,5,5,48
183,50,1,49,0.02,8,8,362107.78070389194,13.96,29.48,7,12,1,13,0,0,13,0,36,3,0,5,5,48
184,50,2,48,0.04,8,8,361437.4262987267,13.84,29.42,7,12,2,14,0,0,14,0,34,3,0,5,5,48
185,50,2,48,0.04,8,8,360752.3394896008,13.82,28.78,7,12,2,15,0,0,15,0,33,3,0,5,5,48
186,50,4,46,0.08,8,8,360052.27876884816,13.78,28.88,7,12,4,14,0,0,14,0,32,3,0,5,5,48
187,50,3,47,0.06,8,8,359337.0000037577,13.68,28.08,7,12,3,11,0,0,11,0,36,3,0,5,5,48
188,50,3,47,0.06,8,8,358606.2564223844,13.54,27.74,7,12,3,11,0,0,11,0,36,3,0,5,5,48
189,50,5,45,0.1,6,6,270994.3336081159,13.32,26.72,6,6,5,15,0,0,15,0,30,4,0,2,2,47
190,50,5,45,0.1,6,6,270421.2724614604,13.16,25.94,6,6,5,15,1,0,16,0,29,4,0,2,2,47
191,50,5,45,0.1,6,6,269836.019036439,12.8,24.66,6,6,5,16,1,0,17,0,28,4,0,2,2,47
192,50,8,42,0.16,2,2,95367.54252870807,12.22,23.66,2,2,8,13,1,1,15,0,27,0,0,2,2,51
193,50,3,47,0.06,2,2,95163.54684540615,12.02,23.06,2,2,3,12,0,0,12,0,35,0,0,2,2,51
194,50,8,42,0.16,2,2,94955.27917502796,11.72,22.86,2,2,8,15,0,0,15,0,27,0,0,2,2,51
195,50,8,42,0.16,2,2,94742.67276957206,11.36,22.08,2,2,8,13,1,0,14,0,28,0,0,2,2,51
196,50,3,47,0.06,2,2,94525.66018935712,11.18,21.44,2,2,3,15,1,0,16,0,31,0,0,2,2,51
197,50,7,43,0.14,2,2,94304.1732994565,10.9,21.08,2,2,7,16,0,0,16,0,27,0,0,2,2,51
198,50,8,42,0.16,2,2,94078.14326613297,10.62,19.6,2,2,8,14,2,1,17,1,25,0,0,2,2,51
199,50,10,40,0.2,2,2,93847.50055327332,10.28,18.74,2,2,10,18,1,1,20,1,20,0,0,2,2,51
200,50,8,42,0.16,2,2,93585.97647137364,9.94,18.4,2,2,8,19,2,1,22,0,20,0,0,2,2,51
