action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,60,44,41,51,48,True,False,8.30020000012155,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,0,0,60-89,1,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,60,89,speed,60,51,48,44,41
speed,59,41,40,48,44,True,False,7.644100000106846,pairs_decreased,4.0,0.0,2.0,stage2_independent_matching,1,0,2-59,1,cluster,speed,0,0.25,0.65,0.1,ADM_ref6_independent_matching,0.125,0.825,0.05,1,0,2,59,speed,59,48,44,41,40
cruise_level,3,40,40,44,44,False,True,7.890100000167877,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,,,,2,0,3,65,reroute,3,44,44,40,40
cruise_level,3,40,39,44,43,True,False,7.759200000236888,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,2,0,3-65,1,head_to_head,reroute,1,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,2,0,3,65,reroute,3,44,43,40,39
delay,6,39,39,43,43,False,True,7.628800000020419,rollback,1.0,1.0,0.0,stage2_independent_matching,3,0,6-11,1,crossing,delay,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,43,43,39,39
delay,11,39,41,43,45,False,True,8.695299999999406,rollback,1.0,1.0,2.0,stage2_independent_matching,3,0,6-11,1,crossing,delay,1,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,11,43,45,39,41
delay,6,39,40,43,44,False,True,7.888999999977386,rollback,1.0,0.0,2.0,stage2_independent_matching,3,0,6-11,1,crossing,delay,2,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,43,44,39,40
delay,6,39,40,43,47,False,True,8.059100000082253,rollback,1.0,0.0,2.0,stage2_independent_matching,3,0,6-11,1,crossing,delay,3,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,43,47,39,40
delay,6,39,41,43,47,False,True,7.589000000280066,rollback,1.0,0.0,3.0,stage2_independent_matching,3,0,6-11,1,crossing,delay,4,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,43,47,39,41
delay,6,39,39,43,44,False,True,7.628100000147242,rollback,1.0,0.0,1.0,stage2_independent_matching,3,0,6-11,1,crossing,delay,5,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,43,44,39,39
