run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,1,36,22.0,3,3,3,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,2,42,20.0,3,3,3,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,3,91,20.0,6,6,6,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,4,0,18.0,4,32,32,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,5,44,13.0,2,2,2,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,6,58,12.0,3,3,3,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,7,83,12.0,2,2,2,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,8,5,10.0,3,44,44,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,9,24,10.0,3,46,46,74
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,343,10,47,10.0,2,2,2,74
