run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,56,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,18,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,61,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,33,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,19,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,33,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,18,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,30,9
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,63,10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,63,7
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,66,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,94,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,67,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,57,29
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,62,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,82,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,61,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,76,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,76,89,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,77,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,80,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,80,86,6
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,81,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,86,96,1
