global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,conflict_pairs,delta
201,stage2,1,1623980.1161245673,23316.447695125767,59478.999200151775,1115.6553618062624,34,19,0,33,0.9999999999996875
202,stage2,2,1102034.7775112502,42786.65602565246,59462.49000967426,1125.0404241870272,23,27,0,20,0.99999999999
203,stage2,3,1102034.7774391074,42786.65602565246,59462.49000967426,1125.0404241870272,23,27,0,20,0.9999999999240625
204,stage2,4,445755.3607381881,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999999968
205,stage2,5,445755.3604510631,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999999990234375
206,stage2,6,445755.3598154522,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999999757
207,stage2,7,445755.3585812656,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999999947478125
208,stage2,8,445755.3564000175,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999998976
209,stage2,9,445755.3528084266,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999999815471875
210,stage2,10,445755.34721201705,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999996875
211,stage2,11,445755.33886871906,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999999496715625
212,stage2,12,445755.3268724694,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999992224
213,stage2,13,445755.310136812,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999998839709375
214,stage2,14,445755.28737849905,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999983193
215,stage2,15,445755.25710109144,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999997626953125
216,stage2,16,445755.2175785589,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999967232
217,stage2,17,445755.1668388818,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999995562946875
218,stage2,18,445755.1026476507,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999940951
219,stage2,19,445755.0224916676,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999992262190625
220,stage2,20,445754.9235625465,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.999999
221,stage2,21,445754.802740314,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999987237184375
222,stage2,22,445754.6565770102,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999838949
223,stage2,23,445754.4812802889,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999979886428125
224,stage2,24,445754.27269701863,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999751168
225,stage2,25,445754.0262968835,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999969482421875
226,stage2,26,445753.7371559831,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999628707
227,stage2,27,445753.39994043414,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999955159665626
228,stage2,28,445753.0088899703,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999462176
229,stage2,29,445752.55780154344,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999935902659375
230,stage2,30,445752.040012924,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99999240625
231,stage2,31,445751.44838630164,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999910533903125
232,stage2,32,445750.7752918862,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99998951424
233,stage2,33,445750.0125915077,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999877701896875
234,stage2,34,445749.1516222181,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99998580143
235,stage2,35,445748.18317989085,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999835869140625
236,stage2,36,445747.0975028221,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99998110432
237,stage2,37,445745.88425533153,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999783300134375
238,stage2,38,445744.5325113626,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99997523901
239,stage2,39,445743.0307380834,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999718049378125
240,stage2,40,445741.3667794873,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.999968
241,stage2,41,445739.5278399938,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999637949371875
242,stage2,42,445737.50046804885,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99995915899
243,stage2,43,445735.27053972567,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999540598615625
244,stage2,44,445732.8232423256,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99994846368
245,stage2,45,445730.1430579785,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999423349609375
246,stage2,46,445727.21374724346,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99993563657
247,stage2,47,445724.01833270973,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999283296853125
248,stage2,48,445720.53908259695,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99992037376
249,stage2,49,445716.7574943562,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9999117264846875
250,stage2,50,445712.6542782703,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99990234375
251,stage2,51,445708.2093410552,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9998921796090625
252,stage2,52,445703.40176945936,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99988118624
253,stage2,53,445698.2098138658,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9998693139084375
254,stage2,54,445692.610871892,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99985651093
255,stage2,55,445686.5814719906,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9998427236328125
256,stage2,56,445680.0972570504,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99982789632
257,stage2,57,445673.13296799635,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9998119712321875
258,stage2,58,445665.66242739133,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99979488851
259,stage2,59,445657.65852303576,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9997765861565625
260,stage2,60,445649.0931915687,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.999757
261,stage2,61,445639.93740206846,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9997360636559375
262,stage2,62,445630.1611396534,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99971370849
263,stage2,63,445619.73338908254,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9996898635803125
264,stage2,64,445608.6221183559,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99966445568
265,stage2,65,445596.7942623157,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9996374091796875
266,stage2,66,445584.21570624673,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99960864607
267,stage2,67,445570.8512694769,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9995780859040625
268,stage2,68,445556.66468897805,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99954564576
269,stage2,69,445541.6186029669,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9995112402034375
270,stage2,70,445525.67453450506,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99947478125
271,stage2,71,445508.79287510045,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9994361783278125
272,stage2,72,445490.93286830717,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99939533824
273,stage2,73,445472.0525933269,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9993521651271875
274,stage2,74,445452.1089486092,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99930656043
275,stage2,75,445431.05763545213,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9992584228515625
276,stage2,76,445408.85314160306,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99920764832
277,stage2,77,445385.4487248593,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9991541299509376
278,stage2,78,445360.7963966685,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99909775801
279,stage2,79,445334.84690573,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9990384198753125
280,stage2,80,445307.54972159484,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.998976
281,stage2,81,445278.8530182666,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9989103798746874
282,stage2,82,445248.70365780225,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.99884143799
283,stage2,83,445217.0471739124,49797.731036615616,60738.27535457335,1129.7800564145057,9,28,0,9,0.9987690497990624
