flight_id,is_multi_top10,multi_rank,multi_degree,unique_conflict_partners,conflict_point_involvement,CI_multi_l1,stage1_changed,stage1_primary_strategy,atd_before,atd_after_stage1,atd_after_stage2,speed_before,speed_after_stage1,speed_after_stage2,reroute_stage1,reroute_final,conflicts_initial,conflicts_after_stage1,conflicts_after_stage2
52,True,1,21,1,21,420.0,True,2,628.0011838813047,628.0011838813047,628.0011838813047,11.364739514723714,11.364739514723713,11.364739514723713,True,True,21,0,0
77,True,2,22,2,22,420.0,True,2,656.2644616006082,656.2644616006082,656.2644616006082,11.093994490439005,11.093994490439007,11.093994490439007,True,True,22,0,0
70,True,4,15,2,15,196.0,True,0,372.57474501346206,11.046628737074746,11.046628737074746,11.359204186711013,11.359204186711013,11.359204186711013,False,False,15,0,0
87,True,3,15,2,15,210.0,True,0,395.4387951335209,122.33247951774794,122.33247951774794,10.454050556648399,10.454050556648399,10.454050556648399,False,False,15,0,0
