generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
26,50,2,48,0.04,26,31,1454815.6741899292,35.025,52.3,26,31,2,7,0,0,7,0,41,11,10,9,10,43
27,50,4,46,0.08,26,31,1454814.5567467117,34.21951219512195,51.36585365853659,26,31,4,3,0,0,3,0,43,11,10,9,10,43
28,50,2,48,0.04,26,31,1454813.2609088128,34.048780487804876,50.926829268292686,26,31,2,2,0,0,2,0,46,11,10,9,10,43
29,50,3,47,0.06,26,31,1454811.7661209698,34.142857142857146,51.214285714285715,26,31,3,6,0,0,6,0,41,11,10,9,10,43
30,50,2,48,0.04,26,31,1454810.0503063146,34.30232558139535,51.18604651162791,26,31,2,1,0,0,1,0,47,11,10,9,10,43
31,50,2,48,0.04,26,31,1454808.08981203,34.15909090909091,51.15909090909091,26,31,2,1,0,0,1,0,47,11,10,9,10,43
32,50,0,50,0.0,26,31,1454805.8593550075,34.15909090909091,51.15909090909091,26,31,0,5,0,0,5,0,45,11,10,9,10,43
33,50,4,46,0.08,26,31,1454803.3319675028,33.63636363636363,49.90909090909091,26,31,4,2,0,0,2,0,44,11,10,9,10,43
34,50,1,49,0.02,26,31,1454800.4789427947,33.56818181818182,49.63636363636363,26,31,1,7,0,0,7,0,42,11,10,9,10,43
35,50,2,48,0.04,26,31,1454797.2697808407,33.93333333333333,50.22222222222222,26,31,2,2,0,0,2,0,46,11,10,9,10,43
36,50,3,47,0.06,26,31,1454793.6721339338,33.34782608695652,49.32608695652174,26,31,3,8,0,0,8,0,39,11,10,9,10,43
37,50,2,48,0.04,26,31,1454789.65175236,33.30434782608695,48.97826086956522,26,31,2,7,0,0,7,0,41,11,10,9,10,43
38,50,0,50,0.0,26,31,1454785.1724300557,33.30434782608695,48.97826086956522,26,31,0,7,0,0,7,0,43,11,10,9,10,43
39,50,0,50,0.0,26,31,1454780.1959502636,33.30434782608695,48.97826086956522,26,31,0,1,0,0,1,0,49,11,10,9,10,43
40,50,2,48,0.04,26,31,1454774.6820311903,33.234042553191486,48.91489361702128,26,31,2,1,1,0,2,0,46,11,10,9,10,43
41,50,3,47,0.06,26,31,1454768.588271663,32.666666666666664,48.0625,26,31,3,5,0,0,5,0,42,11,10,9,10,43
42,50,0,50,0.0,26,31,1454761.870096786,32.666666666666664,48.0625,26,31,0,6,0,0,6,0,44,11,10,9,10,43
43,50,3,47,0.06,26,31,1454754.480703599,32.458333333333336,47.354166666666664,26,31,3,5,0,0,5,0,42,11,10,9,10,43
44,50,0,50,0.0,26,31,1454746.3710067326,32.458333333333336,47.354166666666664,26,31,0,5,0,0,5,0,45,11,10,9,10,43
45,50,3,47,0.06,26,31,1454737.489584066,32.48979591836735,48.02040816326531,26,31,3,7,0,0,7,0,40,11,10,9,10,43
46,50,2,48,0.04,26,31,1454727.782622383,32.36734693877551,48.87755102040816,26,31,2,4,0,0,4,0,44,11,10,9,10,43
47,50,1,49,0.02,26,31,1454717.1938630315,32.204081632653065,48.44897959183673,26,31,1,1,0,0,1,0,48,11,10,9,10,43
48,50,3,47,0.06,26,31,1454705.6645475766,32.02040816326531,48.36734693877551,26,31,3,5,0,0,5,0,42,11,10,9,10,43
49,50,3,47,0.06,26,31,1454693.1333634607,31.775510204081634,48.02040816326531,26,31,3,8,0,0,8,0,39,11,10,9,10,43
50,50,2,48,0.04,26,31,1454679.5363896592,31.0,46.38775510204081,24,32,2,8,2,0,10,0,38,11,10,9,10,43
51,50,1,49,0.02,26,31,1454664.8070423373,31.0,46.16326530612245,24,32,1,5,0,0,5,0,44,11,10,9,10,43
52,50,2,48,0.04,26,31,1454648.8760205067,31.14,46.44,24,32,2,6,0,0,6,0,42,11,10,9,10,43
53,50,0,50,0.0,26,31,1454631.6712516844,31.14,46.44,24,32,0,6,0,0,6,0,44,11,10,9,10,43
54,50,0,50,0.0,26,31,1454613.1178375473,31.14,46.44,24,32,0,4,0,0,4,0,46,11,10,9,10,43
55,50,0,50,0.0,26,31,1454593.1379995898,31.14,46.44,24,32,0,2,0,0,2,0,48,11,10,9,10,43
56,50,0,50,0.0,26,31,1454571.651024782,31.14,46.44,24,32,0,2,0,0,2,0,48,11,10,9,10,43
57,50,0,50,0.0,26,31,1454548.5732112247,31.14,46.44,24,32,0,4,1,0,5,0,45,11,10,9,10,43
58,50,3,47,0.06,26,31,1454523.8178138083,31.04,46.96,24,32,3,6,0,0,6,0,41,11,10,9,10,43
59,50,2,48,0.04,26,31,1454497.2949898678,30.86,46.8,24,32,2,7,0,0,7,0,41,11,10,9,10,43
60,50,0,50,0.0,26,31,1454468.9117448414,30.86,46.8,24,32,0,4,0,0,4,0,46,11,10,9,10,43
61,50,1,49,0.02,26,31,1454438.5718779264,30.76,46.66,24,32,1,2,0,0,2,0,47,11,10,9,10,43
62,50,1,49,0.02,26,31,1454406.175927736,30.74,46.98,24,32,1,3,0,0,3,0,46,11,10,9,10,43
63,50,0,50,0.0,26,31,1454371.6211179583,30.74,46.98,24,32,0,6,0,0,6,0,44,11,10,9,10,43
64,50,2,48,0.04,26,31,1454334.80130301,30.56,47.2,24,32,2,6,0,0,6,0,42,11,10,9,10,43
65,50,1,49,0.02,26,31,1454295.606913696,30.46,47.14,24,32,1,8,0,0,8,0,41,11,10,9,10,43
66,50,1,49,0.02,26,31,1454253.9249028645,30.44,47.12,24,32,1,3,0,0,3,0,46,11,10,9,10,43
67,50,0,50,0.0,26,31,1454209.6386910658,30.44,47.12,24,32,0,3,0,0,3,0,47,11,10,9,10,43
68,50,1,49,0.02,26,31,1454162.628112207,30.42,47.52,24,32,1,9,0,0,9,0,40,11,10,9,10,43
69,50,0,50,0.0,26,31,1454112.7693592112,30.42,47.52,24,32,0,7,0,0,7,0,43,11,10,9,10,43
70,50,0,50,0.0,26,31,1454059.9349296729,30.42,47.52,24,32,0,4,0,0,4,0,46,11,10,9,10,43
71,50,0,50,0.0,26,31,1454003.9935715157,30.42,47.52,24,32,0,11,0,0,11,0,39,11,10,9,10,43
72,50,0,50,0.0,26,31,1453944.8102286484,30.42,47.52,24,32,0,8,0,0,8,0,42,11,10,9,10,43
73,50,0,50,0.0,26,31,1453882.2459866235,30.42,47.52,24,32,0,1,0,0,1,0,49,11,10,9,10,43
74,50,0,50,0.0,26,31,1453816.1580182924,30.42,47.52,24,32,0,10,0,0,10,0,40,11,10,9,10,43
75,50,1,49,0.02,26,31,1453746.3995294631,30.26,47.08,24,32,1,5,0,0,5,0,44,11,10,9,10,43
76,50,1,49,0.02,26,31,1453672.8197045575,30.24,46.46,24,32,1,7,0,0,7,0,42,11,10,9,10,43
77,50,1,49,0.02,26,31,1453595.2636522676,30.2,46.36,24,32,1,5,1,0,6,0,43,11,10,9,10,43
78,50,1,49,0.02,26,31,1453513.5723512128,30.2,46.34,24,32,1,10,0,0,10,0,39,11,10,9,10,43
79,50,0,50,0.0,26,31,1453427.5825955977,30.2,46.34,24,32,0,4,0,0,4,0,46,11,10,9,10,43
80,50,0,50,0.0,26,31,1453337.1269408672,30.2,46.34,24,32,0,7,0,0,7,0,43,11,10,9,10,43
81,50,2,48,0.04,26,31,1453242.0336493643,30.12,46.12,24,32,2,5,0,0,5,0,43,11,10,9,10,43
82,50,1,49,0.02,26,31,1453142.1266359885,30.1,46.0,24,32,1,4,0,0,4,0,45,11,10,9,10,43
83,50,0,50,0.0,26,31,1453037.2254138498,30.1,46.0,24,32,0,2,0,0,2,0,48,11,10,9,10,43
84,50,0,50,0.0,26,31,1452927.1450399281,30.1,46.0,24,32,0,7,0,0,7,0,43,11,10,9,10,43
85,50,0,50,0.0,26,31,1452811.69606073,30.1,46.0,24,32,0,9,0,0,9,0,41,11,10,9,10,43
86,50,2,48,0.04,26,31,1452690.684457943,30.02,45.96,24,32,2,4,0,0,4,0,44,11,10,9,10,43
87,50,1,49,0.02,26,31,1452563.9115940968,29.92,45.98,24,32,1,5,0,0,5,0,44,11,10,9,10,43
88,50,1,49,0.02,26,31,1452431.1741582158,29.9,45.82,24,32,1,4,1,0,5,0,44,11,10,9,10,43
89,50,1,49,0.02,26,31,1452292.2641114797,29.88,45.8,24,32,1,7,1,0,8,0,41,11,10,9,10,43
90,50,3,47,0.06,26,30,1411799.8565280794,29.78,46.1,24,32,3,7,0,0,7,0,40,12,4,12,14,42
91,50,0,50,0.0,26,30,1411652.1698702024,29.78,46.1,24,32,0,3,1,0,4,0,46,12,4,12,14,42
92,50,1,49,0.02,26,30,1411497.8468387797,29.76,46.66,24,32,1,10,1,0,11,0,38,12,4,12,14,42
93,50,2,48,0.04,26,30,1411336.666248218,29.68,46.64,24,32,2,5,0,0,5,0,43,12,4,12,14,42
94,50,1,49,0.02,26,30,1411168.4020519927,29.58,46.52,24,32,1,5,0,0,5,0,44,12,4,12,14,42
95,50,0,50,0.0,26,30,1410992.8232898114,29.58,46.52,24,32,0,9,0,0,9,0,41,12,4,12,14,42
96,50,0,50,0.0,26,30,1410809.694034778,29.58,46.52,24,32,0,2,0,0,2,0,48,12,4,12,14,42
97,50,2,48,0.04,26,30,1410618.7733405556,29.42,46.36,24,32,2,8,0,0,8,0,40,12,4,12,14,42
98,50,1,49,0.02,26,30,1410419.815188532,29.38,46.2,24,32,1,8,0,0,8,0,41,12,4,12,14,42
99,50,0,50,0.0,26,30,1410212.5684349814,29.38,46.2,24,32,0,3,0,0,3,0,47,12,4,12,14,42
100,50,1,49,0.02,26,30,1409996.7767582294,29.34,46.24,24,32,1,6,0,0,6,0,43,12,4,12,14,42
101,50,1,49,0.02,26,30,1409772.1786058173,29.24,46.38,24,32,1,3,1,0,4,0,45,12,4,12,14,42
102,50,2,48,0.04,26,30,1409538.5071416642,29.16,46.36,24,32,2,7,1,0,8,0,40,12,4,12,14,42
103,50,0,50,0.0,26,30,1409295.4901932327,29.16,46.36,24,32,0,7,0,0,7,0,43,12,4,12,14,42
104,50,0,50,0.0,26,30,1409042.8501986908,29.16,46.36,24,32,0,3,0,0,3,0,47,12,4,12,14,42
105,50,0,50,0.0,26,30,1408780.3041540775,29.16,46.36,24,32,0,8,1,0,9,0,41,12,4,12,14,42
106,50,1,49,0.02,26,30,1408507.5635604656,29.16,46.18,24,32,1,4,0,0,4,0,45,12,4,12,14,42
107,50,0,50,0.0,26,30,1408224.3343711249,29.16,46.18,24,32,0,6,0,0,6,0,44,12,4,12,14,42
108,50,2,48,0.04,26,29,1367733.1496533868,29.02,45.22,24,32,2,5,0,0,5,0,43,10,3,15,16,44
109,50,1,49,0.02,26,29,1367436.7829611883,29.0,45.3,24,32,1,11,0,0,11,0,38,10,3,15,16,44
110,50,0,50,0.0,26,29,1367129.3385649899,29.0,45.3,24,32,0,6,0,0,6,0,44,10,3,15,16,44
111,50,1,49,0.02,26,29,1366810.5087768082,29.0,45.1,24,32,1,10,0,0,10,0,39,10,3,15,16,44
112,50,1,49,0.02,26,29,1366479.9802632455,28.9,45.1,24,32,1,6,0,0,6,0,43,10,3,15,16,44
113,50,2,48,0.04,26,29,1366137.4339941654,28.86,44.98,24,32,2,11,0,0,11,0,37,10,3,15,16,44
114,50,0,50,0.0,26,29,1365782.5451913732,28.86,44.98,24,32,0,8,0,0,8,0,42,10,3,15,16,44
115,50,2,48,0.04,26,29,1365414.9832772915,28.8,45.36,24,32,2,4,0,0,4,0,44,10,3,15,16,44
116,50,2,48,0.04,26,29,1365034.4118236403,28.76,44.9,24,32,2,7,0,0,7,0,41,10,3,15,16,44
117,50,0,50,0.0,26,29,1364640.4885001134,28.76,44.9,24,32,0,5,1,0,6,0,44,10,3,15,16,44
118,50,3,47,0.06,26,29,1364232.8650230574,28.68,44.9,24,32,3,6,0,0,6,0,41,10,3,15,16,44
119,50,1,49,0.02,26,29,1363811.1871041502,28.68,44.68,24,32,1,9,0,0,9,0,40,10,3,15,16,44
120,50,1,49,0.02,26,29,1363375.0943990774,28.64,44.32,24,32,1,9,0,0,9,0,40,10,3,15,16,44
121,50,0,50,0.0,26,29,1362924.220456212,28.64,44.32,24,32,0,9,0,0,9,0,41,10,3,15,16,44
122,50,0,50,0.0,26,29,1362458.192665292,28.64,44.32,24,32,0,15,0,0,15,0,35,10,3,15,16,44
123,50,1,49,0.02,26,29,1361976.6322060968,28.64,44.12,24,32,1,5,0,0,5,0,44,10,3,15,16,44
124,50,1,49,0.02,20,26,1221791.9458362844,28.44,43.96,20,26,1,9,0,0,9,0,40,9,0,11,17,45
125,50,2,48,0.04,20,26,1221331.0234313353,28.28,44.0,20,26,2,7,0,0,7,0,41,9,0,11,17,45
126,50,0,50,0.0,20,26,1220855.113142082,28.28,44.0,20,26,0,6,0,0,6,0,44,9,0,11,17,45
127,50,0,50,0.0,20,26,1220363.8523817195,28.28,44.0,20,26,0,3,0,0,3,0,47,9,0,11,17,45
128,50,1,49,0.02,20,26,1219856.8727622384,28.24,43.98,20,26,1,4,0,0,4,0,45,9,0,11,17,45
129,50,1,49,0.02,20,26,1219333.8000483825,28.2,44.22,20,26,1,4,1,0,5,0,44,9,0,11,17,45
130,50,0,50,0.0,20,26,1218794.2541116087,28.2,44.22,20,26,0,3,0,0,3,0,47,9,0,11,17,45
131,50,1,49,0.02,20,26,1218237.8488840458,28.16,44.3,20,26,1,4,0,0,4,0,45,9,0,11,17,45
132,50,0,50,0.0,20,26,1217664.192312452,28.16,44.3,20,26,0,3,0,0,3,0,47,9,0,11,17,45
133,50,1,49,0.02,20,26,1217072.8863121741,28.06,44.42,20,26,1,8,1,0,9,0,40,9,0,11,17,45
134,50,1,49,0.02,20,26,1216463.526721107,27.98,44.12,20,26,1,5,0,0,5,0,44,9,0,11,17,45
135,50,1,49,0.02,20,26,1215835.703253651,27.94,44.0,20,26,1,4,0,0,4,0,45,9,0,11,17,45
136,50,1,49,0.02,20,26,1215188.9994546722,27.9,44.48,20,26,1,7,0,0,7,0,42,9,0,11,17,45
137,50,1,49,0.02,20,26,1214522.9926534588,27.84,44.54,20,26,1,4,0,0,4,0,45,9,0,11,17,45
138,50,1,49,0.02,20,26,1213837.2539176834,27.82,44.3,20,26,1,3,0,0,3,0,46,9,0,11,17,45
139,50,1,49,0.02,20,26,1213131.3480073563,27.76,43.7,20,26,1,6,0,0,6,0,43,9,0,11,17,45
140,50,1,49,0.02,20,26,1212404.8333287903,27.7,43.7,20,26,1,2,0,0,2,0,47,9,0,11,17,45
141,50,0,50,0.0,20,26,1211657.2618885557,27.7,43.7,20,26,0,7,0,0,7,0,43,9,0,11,17,45
142,50,1,49,0.02,20,26,1210888.1792474387,27.66,43.84,20,26,1,6,0,0,6,0,43,9,0,11,17,45
143,50,0,50,0.0,20,26,1210097.1244744023,27.66,43.84,20,26,0,9,0,0,9,0,41,9,0,11,17,45
144,50,2,48,0.04,20,26,1209283.630100544,27.56,43.98,20,26,2,1,0,0,1,0,47,9,0,11,17,45
145,50,1,49,0.02,20,26,1208447.2220730535,27.52,44.36,20,26,1,1,0,0,1,0,48,9,0,11,17,45
146,50,1,49,0.02,20,26,1207587.4197091728,27.42,44.24,20,26,1,5,1,0,6,0,43,9,0,11,17,45
147,50,1,49,0.02,20,26,1206703.7356501538,27.28,44.02,20,26,1,6,0,0,6,0,43,9,0,11,17,45
148,50,0,50,0.0,20,26,1205795.6758152186,27.28,44.02,20,26,0,5,0,0,5,0,45,9,0,11,17,45
149,50,1,49,0.02,20,26,1204862.7393555164,27.24,43.98,20,26,1,9,0,0,9,0,40,9,0,11,17,45
150,50,0,50,0.0,20,26,1203904.4186080827,27.24,43.98,20,26,0,4,0,0,4,0,46,9,0,11,17,45
151,50,2,48,0.04,20,26,1202920.1990497985,27.2,44.06,20,26,2,9,0,0,9,0,39,9,0,11,17,45
152,50,3,47,0.06,22,23,1063826.5591415314,27.06,43.62,20,26,3,5,1,0,6,0,41,10,3,10,10,44
153,50,1,49,0.02,22,23,1062908.584814583,27.06,43.54,20,26,1,7,0,0,7,0,42,10,3,10,10,44
154,50,1,49,0.02,22,23,1061966.2948656275,26.9,43.36,19,23,1,4,0,0,4,0,45,10,3,10,10,44
155,50,0,50,0.0,22,23,1060999.2094016403,26.9,43.36,19,23,0,5,0,0,5,0,45,10,3,10,10,44
156,50,0,50,0.0,22,23,1060006.8422566191,26.9,43.36,19,23,0,6,0,0,6,0,44,10,3,10,10,44
157,50,1,49,0.02,22,23,1058988.7009508484,26.9,43.3,19,23,1,4,0,0,4,0,45,10,3,10,10,44
158,50,1,49,0.02,22,23,1057944.2866501687,26.9,43.2,19,23,1,7,0,0,7,0,42,10,3,10,10,44
159,50,0,50,0.0,22,23,1056873.09412524,26.9,43.2,19,23,0,11,0,0,11,0,39,10,3,10,10,44
160,50,0,50,0.0,22,23,1055774.6117108106,26.9,43.2,19,23,0,5,0,0,5,0,45,10,3,10,10,44
161,50,1,49,0.02,22,23,1054648.3212649815,26.88,43.1,19,23,1,6,0,0,6,0,43,10,3,10,10,44
162,50,1,49,0.02,22,23,1053493.6981284737,26.88,43.06,19,23,1,9,0,0,9,0,40,10,3,10,10,44
163,50,3,47,0.06,22,23,1052310.2110838948,26.7,42.52,19,23,3,9,1,0,10,0,37,10,3,10,10,44
164,50,0,50,0.0,22,23,1051097.3223150054,26.7,42.52,19,23,0,5,0,0,5,0,45,10,3,10,10,44
165,50,2,48,0.04,22,23,1049854.4873659844,26.64,42.6,19,23,2,7,0,0,7,0,41,10,3,10,10,44
166,50,0,50,0.0,22,23,1048581.1551006963,26.64,42.6,19,23,0,9,0,0,9,0,41,10,3,10,10,44
167,50,1,49,0.02,22,23,1047276.7676619582,26.6,42.52,19,23,1,1,0,0,1,0,48,10,3,10,10,44
168,50,1,49,0.02,22,23,1045940.7604308047,26.54,42.26,19,23,1,11,0,0,11,0,38,10,3,10,10,44
169,50,0,50,0.0,22,23,1044572.5619857545,26.54,42.26,19,23,0,8,0,0,8,0,42,10,3,10,10,44
170,50,2,48,0.04,22,23,1043171.5940620782,26.36,42.18,19,23,2,4,1,0,5,0,43,10,3,10,10,44
171,50,1,49,0.02,22,23,1041737.2715110632,26.36,42.16,19,23,1,6,0,0,6,0,43,10,3,10,10,44
172,50,0,50,0.0,22,23,1040269.0022592806,26.36,42.16,19,23,0,11,0,0,11,0,39,10,3,10,10,44
173,50,0,50,0.0,22,23,1038766.1872678518,26.36,42.16,19,23,0,6,0,0,6,0,44,10,3,10,10,44
174,50,2,48,0.04,22,23,1037228.2204917141,26.3,41.9,19,23,2,7,0,0,7,0,41,10,3,10,10,44
175,50,0,50,0.0,22,23,1035654.488838888,26.3,41.9,19,23,0,5,0,0,5,0,45,10,3,10,10,44
176,50,1,49,0.02,22,23,1034044.3721297437,26.26,41.82,19,23,1,8,1,0,9,0,40,10,3,10,10,44
177,50,1,49,0.02,22,23,1032397.2430562658,26.22,41.76,19,23,1,8,0,0,8,0,41,10,3,10,10,44
178,50,0,50,0.0,22,23,1030712.4671413213,26.22,41.76,19,23,0,7,0,0,7,0,43,10,3,10,10,44
179,50,0,50,0.0,22,23,1028989.4026979259,26.22,41.76,19,23,0,6,0,0,6,0,44,10,3,10,10,44
180,50,0,50,0.0,22,23,1027227.4007885096,26.22,41.76,19,23,0,9,0,0,9,0,41,10,3,10,10,44
181,50,0,50,0.0,22,23,1025425.8051841835,26.22,41.76,19,23,0,6,0,0,6,0,44,10,3,10,10,44
182,50,0,50,0.0,22,23,1023583.9523240062,26.22,41.76,19,23,0,7,2,0,9,0,41,10,3,10,10,44
183,50,2,48,0.04,22,23,1021701.17127425,26.14,41.94,19,23,2,9,0,0,9,0,39,10,3,10,10,44
184,50,2,48,0.04,22,23,1019776.7836876675,26.04,41.76,19,23,2,10,0,0,10,0,38,10,3,10,10,44
185,50,2,48,0.04,22,23,1017810.1037627576,25.86,41.12,19,23,2,7,0,0,7,0,41,10,3,10,10,44
186,50,1,49,0.02,22,23,1015800.4382030326,25.84,41.04,19,23,1,12,0,0,12,0,37,10,3,10,10,44
187,50,2,48,0.04,20,22,971828.4777980344,25.78,41.0,19,23,2,4,0,0,4,0,44,9,6,7,7,45
188,50,4,46,0.08,20,22,969817.9508376846,25.64,40.42,19,23,4,9,1,0,10,0,36,9,6,7,7,45
189,50,3,47,0.06,20,22,967764.1885930194,25.46,40.12,19,23,3,4,0,0,4,0,43,9,6,7,7,45
190,50,5,45,0.1,20,22,965666.4974695289,25.1,39.5,19,23,5,5,0,0,5,0,40,9,6,7,7,45
191,50,2,48,0.04,20,22,963524.1764941416,25.0,39.44,19,23,2,6,1,0,7,0,41,9,6,7,7,45
192,50,3,47,0.06,20,22,961336.5172761849,24.9,39.06,19,23,3,7,0,0,7,0,40,9,6,7,7,45
193,50,3,47,0.06,20,22,958650.3158084431,24.84,38.48,19,23,3,10,0,0,10,0,37,9,6,7,7,45
194,50,8,42,0.16,19,20,874819.1817277187,24.5,37.78,19,20,8,10,2,0,12,0,30,6,3,10,11,48
195,50,5,45,0.1,19,20,872693.0003166419,24.24,37.1,19,20,5,7,1,0,8,0,37,6,3,10,11,48
196,50,7,43,0.14,19,20,870522.7547258121,24.04,36.4,18,21,7,11,0,0,11,0,32,6,3,10,11,48
197,50,6,44,0.12,18,19,826402.8080996698,23.74,35.7,18,19,6,17,0,0,17,0,27,6,2,10,11,48
198,50,11,39,0.22,17,17,741135.4715051275,23.26,34.3,17,17,10,7,0,0,7,0,32,6,0,11,11,48
199,50,14,36,0.28,17,17,739159.3333063442,22.68,33.36,16,27,10,14,0,1,15,0,21,6,0,11,11,48
200,50,21,29,0.42,15,15,651531.9891967119,21.72,31.72,15,15,10,16,0,0,16,0,13,6,0,9,9,48
