generation,fitness
1,2188529.4027591175
2,1454821.054761548
3,1454821.0546659948
4,1454821.054312312
5,1454821.053360856
6,1454821.0512546094
7,1454821.0471648413
8,1454821.0399367611
9,1454821.028035178
10,1454821.0094901558
11,1454820.981842671
12,1454820.9420902696
13,1454820.8866327235
14,1454820.8112176887
15,1454820.7108863606
16,1454820.5799191322
17,1454820.4117812505
18,1454820.1990684737
19,1454819.9334527275
20,1454819.605627763
21,1454819.205254813
22,1454818.7209082486
23,1454818.1400212378
24,1454817.4488314
25,1454816.6323264653
26,1454815.6741899292
27,1454814.5567467117
28,1454813.2609088128
29,1454811.7661209698
30,1454810.0503063146
31,1454808.08981203
32,1454805.8593550075
33,1454803.3319675028
34,1454800.4789427947
35,1454797.2697808407
36,1454793.6721339338
37,1454789.65175236
38,1454785.1724300557
39,1454780.1959502636
40,1454774.6820311903
41,1454768.588271663
42,1454761.870096786
43,1454754.480703599
44,1454746.3710067326
45,1454737.489584066
46,1454727.782622383
47,1454717.1938630315
48,1454705.6645475766
49,1454693.1333634607
50,1454679.5363896592
51,1454664.8070423373
52,1454648.8760205067
53,1454631.6712516844
54,1454613.1178375473
55,1454593.1379995898
56,1454571.651024782
57,1454548.5732112247
58,1454523.8178138083
59,1454497.2949898678
60,1454468.9117448414
61,1454438.5718779264
62,1454406.175927736
63,1454371.6211179583
64,1454334.80130301
65,1454295.606913696
66,1454253.9249028645
67,1454209.6386910658
68,1454162.628112207
69,1454112.7693592112
70,1454059.9349296729
71,1454003.9935715157
72,1453944.8102286484
73,1453882.2459866235
74,1453816.1580182924
75,1453746.3995294631
76,1453672.8197045575
77,1453595.2636522676
78,1453513.5723512128
79,1453427.5825955977
80,1453337.1269408672
81,1453242.0336493643
82,1453142.1266359885
83,1453037.2254138498
84,1452927.1450399281
85,1452811.69606073
86,1452690.684457943
87,1452563.9115940968
88,1452431.1741582158
89,1452292.2641114797
90,1411799.8565280794
91,1411652.1698702024
92,1411497.8468387797
93,1411336.666248218
94,1411168.4020519927
95,1410992.8232898114
96,1410809.694034778
97,1410618.7733405556
98,1410419.815188532
99,1410212.5684349814
100,1409996.7767582294
101,1409772.1786058173
102,1409538.5071416642
103,1409295.4901932327
104,1409042.8501986908
105,1408780.3041540775
106,1408507.5635604656
107,1408224.3343711249
108,1367733.1496533868
109,1367436.7829611883
110,1367129.3385649899
111,1366810.5087768082
112,1366479.9802632455
113,1366137.4339941654
114,1365782.5451913732
115,1365414.9832772915
116,1365034.4118236403
117,1364640.4885001134
118,1364232.8650230574
119,1363811.1871041502
120,1363375.0943990774
121,1362924.220456212
122,1362458.192665292
123,1361976.6322060968
124,1221791.9458362844
125,1221331.0234313353
126,1220855.113142082
127,1220363.8523817195
128,1219856.8727622384
129,1219333.8000483825
130,1218794.2541116087
131,1218237.8488840458
132,1217664.192312452
133,1217072.8863121741
134,1216463.526721107
135,1215835.703253651
136,1215188.9994546722
137,1214522.9926534588
138,1213837.2539176834
139,1213131.3480073563
140,1212404.8333287903
141,1211657.2618885557
142,1210888.1792474387
143,1210097.1244744023
144,1209283.630100544
145,1208447.2220730535
146,1207587.4197091728
147,1206703.7356501538
148,1205795.6758152186
149,1204862.7393555164
150,1203904.4186080827
151,1202920.1990497985
152,1063826.5591415314
153,1062908.584814583
154,1061966.2948656275
155,1060999.2094016403
156,1060006.8422566191
157,1058988.7009508484
158,1057944.2866501687
159,1056873.09412524
160,1055774.6117108106
161,1054648.3212649815
162,1053493.6981284737
163,1052310.2110838948
164,1051097.3223150054
165,1049854.4873659844
166,1048581.1551006963
167,1047276.7676619582
168,1045940.7604308047
169,1044572.5619857545
170,1043171.5940620782
171,1041737.2715110632
172,1040269.0022592806
173,1038766.1872678518
174,1037228.2204917141
175,1035654.488838888
176,1034044.3721297437
177,1032397.2430562658
178,1030712.4671413213
179,1028989.4026979259
180,1027227.4007885096
181,1025425.8051841835
182,1023583.9523240062
183,1021701.17127425
184,1019776.7836876675
185,1017810.1037627576
186,1015800.4382030326
187,971828.4777980344
188,969817.9508376846
189,967764.1885930194
190,965666.4974695289
191,963524.1764941416
192,961336.5172761849
193,958650.3158084431
194,874819.1817277187
195,872693.0003166419
196,870522.7547258121
197,826402.8080996698
198,741135.4715051275
199,739159.3333063442
200,651531.9891967119
