flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,3,10.0,3,False
1,2,7.0,2,False
2,3,8.0,3,False
3,2,1.0,2,False
4,2,4.0,3,False
5,3,18.0,6,True
6,4,18.0,5,True
7,2,6.0,2,False
8,2,5.0,2,False
9,1,0.0,1,False
10,1,0.0,1,False
11,1,0.0,1,False
12,1,0.0,1,False
13,1,0.0,1,False
14,1,0.0,2,False
15,2,3.0,37,False
16,2,5.0,2,False
17,1,0.0,1,False
18,0,0.0,0,False
19,0,0.0,0,False
20,1,0.0,1,False
21,3,26.0,10,True
22,1,0.0,1,False
23,0,0.0,0,False
24,2,6.0,4,False
25,1,0.0,1,False
26,2,6.0,2,False
27,3,8.0,8,False
28,0,0.0,0,False
29,3,2.0,5,False
30,2,3.0,4,False
31,2,4.0,3,False
32,3,18.0,4,True
33,0,0.0,0,False
34,2,7.0,2,False
35,2,0.0,2,False
36,3,14.0,3,False
37,2,9.0,2,False
38,0,0.0,0,False
39,0,0.0,0,False
40,0,0.0,0,False
41,2,1.0,2,False
42,1,0.0,1,False
43,3,22.0,4,True
44,0,0.0,0,False
45,2,5.0,2,False
46,4,33.0,4,True
47,1,0.0,1,False
48,3,2.0,5,False
49,1,0.0,1,False
50,4,18.0,7,True
51,0,0.0,0,False
52,1,0.0,1,False
53,1,0.0,1,False
54,1,0.0,1,False
55,1,0.0,1,False
56,2,1.0,2,False
57,2,3.0,2,False
58,1,0.0,1,False
59,3,16.0,4,False
60,2,3.0,2,False
61,3,0.0,3,False
62,1,0.0,1,False
63,2,6.0,2,False
64,1,0.0,1,False
65,6,30.0,7,True
66,2,5.0,2,False
67,0,0.0,0,False
68,2,0.0,2,False
69,3,2.0,6,False
70,2,6.0,2,False
71,1,0.0,1,False
72,1,0.0,1,False
73,2,4.0,5,False
74,5,20.0,12,True
75,1,0.0,1,False
76,1,0.0,1,False
77,1,0.0,1,False
78,2,9.0,2,False
79,0,0.0,0,False
80,2,3.0,37,False
81,1,0.0,1,False
82,3,12.0,4,False
83,0,0.0,0,False
84,3,6.0,31,False
85,2,5.0,2,False
86,1,0.0,1,False
87,2,8.0,3,False
88,2,3.0,30,False
89,2,0.0,3,False
90,3,8.0,5,False
91,0,0.0,0,False
92,0,0.0,0,False
93,1,0.0,1,False
94,4,18.0,6,True
95,3,12.0,3,False
96,2,7.0,3,False
97,1,0.0,1,False
98,1,0.0,2,False
99,2,8.0,2,False
