run_id,traffic_seed,grid_x,grid_y,grid_z,distinct_flight_count
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,0,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,0,34,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,0,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,0,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,9,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,18,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,19,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,34,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,46,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,50,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,1,58,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,5,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,7,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,10,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,11,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,13,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,20,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,30,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,31,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,34,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,39,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,45,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,48,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,51,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,2,57,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,6,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,8,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,9,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,10,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,11,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,14,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,18,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,21,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,30,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,31,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,32,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,34,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,39,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,41,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,44,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,52,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,57,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,3,59,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,6,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,8,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,9,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,11,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,14,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,15,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,19,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,22,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,30,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,31,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,34,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,35,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,37,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,39,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,41,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,43,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,46,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,48,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,448,4,52,0,1
