run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,12,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,20,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,57,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,97,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,19,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,73,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,47,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,32,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,90,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,43,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,73,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,48,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,71,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,53,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,81,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,94,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,95,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,76,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,79,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,80,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,82,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,83,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,86,92,1
