run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,"[85, 56, 35, 55, 93, 89, 0, 7, 38, 79]",0.5,0.4461538461538462,36,0.11
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,"[56, 55, 85, 93, 7, 32, 82, 0, 35, 14]",0.5267857142857143,0.49230769230769234,33,0.08
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,"[37, 14, 19, 32, 56, 7, 0, 35, 55, 82]",0.30357142857142855,0.46153846153846156,35,0.08
