run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,0,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,0,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,0,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,0,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,2,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,2,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,2,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,5,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,6,37,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,7,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,7,56,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,7,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,8,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,10,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,10,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,14,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,14,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,14,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,17,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,19,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,19,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,19,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,21,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,23,47,15
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,24,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,25,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,26,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,27,80,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,30,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,32,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,32,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,32,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,35,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,35,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,35,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,35,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,38,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,38,93,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,39,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,40,85,21
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,41,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,43,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,52,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,55,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,55,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,55,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,56,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,56,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,56,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,56,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,61,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,63,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,66,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,67,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,75,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,76,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,77,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,81,98,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,82,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,83,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,85,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,87,93,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,89,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,90,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,98,99,1
