run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,1,56,28.0,5,6,6,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,2,55,21.0,4,4,4,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,3,85,21.0,4,24,24,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,4,93,21.0,4,10,10,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,5,7,16.0,3,4,4,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,6,32,16.0,3,3,3,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,7,82,16.0,3,3,3,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,8,0,15.0,4,4,4,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,9,35,15.0,4,4,4,59
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,161,10,14,14.0,3,3,3,59
