flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,3,8.0,3,False
1,2,12.0,2,False
2,1,0.0,1,False
3,3,22.0,5,True
4,3,8.0,4,False
5,2,1.0,2,False
6,0,0.0,0,False
7,3,14.0,3,True
8,2,0.0,5,False
9,1,0.0,1,False
10,0,0.0,0,False
11,1,0.0,2,False
12,0,0.0,0,False
13,2,8.0,2,False
14,2,3.0,4,False
15,1,0.0,18,False
16,2,1.0,2,False
17,3,6.0,3,False
18,0,0.0,0,False
19,0,0.0,0,False
20,0,0.0,0,False
21,0,0.0,0,False
22,1,0.0,2,False
23,5,56.0,5,True
24,1,0.0,18,False
25,1,0.0,3,False
26,1,0.0,1,False
27,0,0.0,0,False
28,0,0.0,0,False
29,3,20.0,3,True
30,1,0.0,1,False
31,1,0.0,2,False
32,4,33.0,13,True
33,2,1.0,2,False
34,1,0.0,2,False
35,2,2.0,4,False
36,1,0.0,1,False
37,2,6.0,2,False
38,0,0.0,0,False
39,0,0.0,0,False
40,1,0.0,1,False
41,2,0.0,2,False
42,2,7.0,11,False
43,0,0.0,0,False
44,1,0.0,1,False
45,0,0.0,0,False
46,3,6.0,20,False
47,0,0.0,0,False
48,1,0.0,2,False
49,2,6.0,2,False
50,3,26.0,3,True
51,1,0.0,1,False
52,2,5.0,4,False
53,2,10.0,2,False
54,2,2.0,3,False
55,2,8.0,2,False
56,0,0.0,0,False
57,3,14.0,3,True
58,2,0.0,2,False
59,1,0.0,3,False
60,0,0.0,0,False
61,1,0.0,1,False
62,1,0.0,1,False
63,0,0.0,0,False
64,2,0.0,2,False
65,0,0.0,0,False
66,1,0.0,1,False
67,1,0.0,1,False
68,1,0.0,1,False
69,0,0.0,0,False
70,0,0.0,0,False
71,0,0.0,0,False
72,1,0.0,1,False
73,3,8.0,4,False
74,2,0.0,2,False
75,0,0.0,0,False
76,1,0.0,1,False
77,2,5.0,2,False
78,3,14.0,11,False
79,3,4.0,3,False
80,3,2.0,4,False
81,2,5.0,2,False
82,5,48.0,5,True
83,2,3.0,2,False
84,0,0.0,0,False
85,1,0.0,1,False
86,3,20.0,3,True
87,1,0.0,1,False
88,0,0.0,0,False
89,0,0.0,0,False
90,2,10.0,6,False
91,2,1.0,4,False
92,1,0.0,1,False
93,4,12.0,4,False
94,2,8.0,4,False
95,2,5.0,2,False
96,1,0.0,1,False
97,0,0.0,0,False
98,3,6.0,20,False
99,5,56.0,5,True
