run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,19,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,32,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,6,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,15,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,33,21
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,62,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,34,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,61,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,43,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,34,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,52,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,96,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,95,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,64,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,94,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,51,10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,59,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,58,13
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,70,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,74,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,94,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,71,86,27
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,73,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,75,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,77,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,78,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,86,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,87,93,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,87,96,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,93,96,1
