run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,1,86,85.0,6,32,32,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,2,49,80.0,5,5,5,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,3,62,75.0,6,8,8,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,4,51,60.0,4,14,14,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,5,93,60.0,5,6,6,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,6,87,55.0,6,34,34,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,7,59,48.0,5,8,8,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,8,11,45.0,4,4,4,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,9,56,44.0,3,3,3,108
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,106,10,85,44.0,5,5,5,108
