action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs,prob_delay_after,prob_speed_after,prob_reroute_after
delay,40,35,34,35,34,True,False,7.321600000068429,pairs_decreased,1,0,0,stage2_independent_matching,10,0,14-40,1,cluster,delay,1,0.9375,0.0375,0.025,ADM_ref6_independent_matching,10,0,14,40,delay,40,35,34,35,34,0.96875,0.01875,0.0125
delay,14,34,36,34,36,False,True,7.406799999898794,rollback,1,1,2,stage2_independent_matching,11,0,14-93,1,crossing,delay,0,0.7578125,0.2375,0.0046875,ADM_ref6_independent_matching,11,0,14,93,delay,14,34,36,34,36,,,
delay,93,34,34,34,34,False,True,7.418900000175199,rollback,1,0,1,stage2_independent_matching,11,0,14-93,1,crossing,delay,1,0.7578125,0.2375,0.0046875,ADM_ref6_independent_matching,11,0,14,93,delay,93,34,34,34,34,,,
delay,14,34,36,34,36,False,True,7.378700000117533,rollback,1,1,2,stage2_independent_matching,11,0,14-93,1,crossing,delay,2,0.7578125,0.2375,0.0046875,ADM_ref6_independent_matching,11,0,14,93,delay,14,34,36,34,36,,,
delay,14,34,36,34,36,False,True,7.331799999974464,rollback,1,1,2,stage2_independent_matching,11,0,14-93,1,crossing,delay,3,0.7578125,0.2375,0.0046875,ADM_ref6_independent_matching,11,0,14,93,delay,14,34,36,34,36,,,
speed,14,34,35,34,35,False,True,7.7766999997948005,rollback,1,0,2,stage2_independent_matching,11,0,14-93,1,crossing,speed,0,0.7578125,0.2375,0.0046875,ADM_ref6_independent_matching,11,0,14,93,speed,14,34,35,34,35,,,
speed,93,34,35,34,35,False,True,8.074500000020635,rollback,1,1,1,stage2_independent_matching,11,0,14-93,1,crossing,speed,1,0.7578125,0.2375,0.0046875,ADM_ref6_independent_matching,11,0,14,93,speed,93,34,35,34,35,,,
speed,14,34,33,34,33,True,False,7.710400000178197,pairs_decreased,1,0,0,stage2_independent_matching,11,0,14-93,1,crossing,speed,2,0.7578125,0.2375,0.0046875,ADM_ref6_independent_matching,11,0,14,93,speed,14,34,33,34,33,0.37890625,0.61875,0.00234375
speed,15,33,33,33,33,False,True,7.806799999798386,rollback,1,0,1,stage2_independent_matching,12,0,15-67,1,crossing,speed,0,0.37890625,0.61875,0.00234375,ADM_ref6_independent_matching,12,0,15,67,speed,15,33,33,33,33,,,
speed,67,33,33,33,33,False,True,7.584699999824807,rollback,1,1,0,stage2_independent_matching,12,0,15-67,1,crossing,speed,1,0.37890625,0.61875,0.00234375,ADM_ref6_independent_matching,12,0,15,67,speed,67,33,33,33,33,,,
speed,15,33,33,33,33,False,True,7.662200000140729,rollback,1,0,1,stage2_independent_matching,12,0,15-67,1,crossing,speed,2,0.37890625,0.61875,0.00234375,ADM_ref6_independent_matching,12,0,15,67,speed,15,33,33,33,33,,,
speed,67,33,33,33,33,False,True,8.090199999969627,rollback,1,1,0,stage2_independent_matching,12,0,15-67,1,crossing,speed,3,0.37890625,0.61875,0.00234375,ADM_ref6_independent_matching,12,0,15,67,speed,67,33,33,33,33,,,
speed,15,33,33,33,33,False,True,7.806600000094477,rollback,1,1,0,stage2_independent_matching,12,0,15-67,1,crossing,speed,4,0.37890625,0.61875,0.00234375,ADM_ref6_independent_matching,12,0,15,67,speed,15,33,33,33,33,,,
speed,67,33,32,33,32,True,False,7.7745000003233145,pairs_decreased,1,0,0,stage2_independent_matching,12,0,15-67,1,crossing,speed,5,0.37890625,0.61875,0.00234375,ADM_ref6_independent_matching,12,0,15,67,speed,67,33,32,33,32,0.189453125,0.809375,0.001171875
delay,15,32,33,32,33,False,True,8.06220000004032,rollback,1,0,2,stage2_independent_matching,13,0,15-95,1,crossing,delay,0,0.189453125,0.809375,0.001171875,ADM_ref6_independent_matching,13,0,15,95,delay,15,32,33,32,33,,,
delay,95,32,32,32,32,False,True,11.5498000000116,rollback,1,1,0,stage2_independent_matching,13,0,15-95,1,crossing,delay,1,0.189453125,0.809375,0.001171875,ADM_ref6_independent_matching,13,0,15,95,delay,95,32,32,32,32,,,
delay,15,32,33,32,34,False,True,17.440499999793246,rollback,1,0,2,stage2_independent_matching,13,0,15-95,1,crossing,delay,2,0.189453125,0.809375,0.001171875,ADM_ref6_independent_matching,13,0,15,95,delay,15,32,34,32,33,,,
delay,95,32,31,32,31,True,False,7.35229999963849,pairs_decreased,1,1,0,stage2_independent_matching,13,0,15-95,1,crossing,delay,3,0.189453125,0.809375,0.001171875,ADM_ref6_independent_matching,13,0,15,95,delay,95,32,31,32,31,0.5947265625,0.4046875,0.0005859375
speed,15,31,31,31,31,False,True,7.63409999990472,rollback,1,0,1,stage2_independent_matching,14,0,15-95,1,crossing,speed,0,0.5947265625,0.4046875,0.0005859375,ADM_ref6_independent_matching,14,0,15,95,speed,15,31,31,31,31,,,
speed,95,31,32,31,32,False,True,7.671600000321632,rollback,1,1,1,stage2_independent_matching,14,0,15-95,1,crossing,speed,1,0.5947265625,0.4046875,0.0005859375,ADM_ref6_independent_matching,14,0,15,95,speed,95,31,32,31,32,,,
speed,15,31,31,31,31,False,True,7.676599999740574,rollback,1,0,1,stage2_independent_matching,14,0,15-95,1,crossing,speed,2,0.5947265625,0.4046875,0.0005859375,ADM_ref6_independent_matching,14,0,15,95,speed,15,31,31,31,31,,,
speed,95,31,32,31,32,False,True,7.772599999952945,rollback,1,1,1,stage2_independent_matching,14,0,15-95,1,crossing,speed,3,0.5947265625,0.4046875,0.0005859375,ADM_ref6_independent_matching,14,0,15,95,speed,95,31,32,31,32,,,
speed,15,31,32,31,32,False,True,8.407899999838264,rollback,1,1,1,stage2_independent_matching,14,0,15-95,1,crossing,speed,4,0.5947265625,0.4046875,0.0005859375,ADM_ref6_independent_matching,14,0,15,95,speed,15,31,32,31,32,,,
speed,95,31,30,31,30,True,False,7.99700000015946,pairs_decreased,1,0,0,stage2_independent_matching,14,0,15-95,1,crossing,speed,5,0.5947265625,0.4046875,0.0005859375,ADM_ref6_independent_matching,14,0,15,95,speed,95,31,30,31,30,0.29736328125,0.70234375,0.00029296875
cruise_level,16,30,29,30,29,True,False,7.761800000025687,pairs_decreased,1,0,0,stage2_independent_matching,15,0,16-37,1,head_to_head,reroute,0,0.0375,0.0375,0.925,ADM_ref6_independent_matching,15,0,16,37,reroute,16,30,29,30,29,0.01875,0.01875,0.9625
speed,19,29,30,29,30,False,True,7.8662000000804255,rollback,1,1,1,stage2_independent_matching,16,0,19-71,1,crossing,speed,0,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,19,29,30,29,30,,,
speed,71,29,29,29,29,False,True,8.205199999792967,rollback,1,1,0,stage2_independent_matching,16,0,19-71,1,crossing,speed,1,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,71,29,29,29,29,,,
speed,19,29,29,29,29,False,True,7.998600000064471,rollback,1,1,0,stage2_independent_matching,16,0,19-71,1,crossing,speed,2,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,19,29,29,29,29,,,
speed,71,29,29,29,29,False,True,7.8585999999631895,rollback,1,1,0,stage2_independent_matching,16,0,19-71,1,crossing,speed,3,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,71,29,29,29,29,,,
speed,19,29,30,29,30,False,True,7.8401999999186955,rollback,1,1,1,stage2_independent_matching,16,0,19-71,1,crossing,speed,4,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,19,29,30,29,30,,,
speed,71,29,29,29,29,False,True,8.212300000195683,rollback,1,1,0,stage2_independent_matching,16,0,19-71,1,crossing,speed,5,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,71,29,29,29,29,,,
speed,19,29,31,29,31,False,True,8.014200000161509,rollback,1,1,2,stage2_independent_matching,16,0,19-71,1,crossing,speed,6,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,19,29,31,29,31,,,
speed,71,29,29,29,29,False,True,12.331699999776902,rollback,1,1,0,stage2_independent_matching,16,0,19-71,1,crossing,speed,7,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,71,29,29,29,29,,,
speed,19,29,31,29,31,False,True,18.275500000072498,rollback,1,1,2,stage2_independent_matching,16,0,19-71,1,crossing,speed,8,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,19,29,31,29,31,,,
speed,71,29,29,29,29,False,True,8.449099999779719,rollback,1,0,1,stage2_independent_matching,16,0,19-71,1,crossing,speed,9,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,speed,71,29,29,29,29,,,
delay,19,29,31,29,31,False,True,7.496000000173808,rollback,1,1,2,stage2_independent_matching,16,0,19-71,1,crossing,delay,0,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,19,29,31,29,31,,,
delay,71,29,29,29,29,False,True,7.984399999713787,rollback,1,1,0,stage2_independent_matching,16,0,19-71,1,crossing,delay,1,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,71,29,29,29,29,,,
delay,19,29,30,29,30,False,True,7.590000000163855,rollback,1,0,2,stage2_independent_matching,16,0,19-71,1,crossing,delay,2,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,19,29,30,29,30,,,
delay,71,29,29,29,29,False,True,8.005200000297918,rollback,1,0,1,stage2_independent_matching,16,0,19-71,1,crossing,delay,3,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,71,29,29,29,29,,,
delay,19,29,31,29,31,False,True,7.541399999809073,rollback,1,0,3,stage2_independent_matching,16,0,19-71,1,crossing,delay,4,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,19,29,31,29,31,,,
delay,71,29,29,29,29,False,True,7.503699999688251,rollback,1,0,1,stage2_independent_matching,16,0,19-71,1,crossing,delay,5,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,71,29,29,29,29,,,
delay,19,29,31,29,31,False,True,7.333900000048743,rollback,1,0,3,stage2_independent_matching,16,0,19-71,1,crossing,delay,6,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,19,29,31,29,31,,,
delay,71,29,29,29,29,False,True,7.402799999908893,rollback,1,0,1,stage2_independent_matching,16,0,19-71,1,crossing,delay,7,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,71,29,29,29,29,,,
delay,19,29,30,29,30,False,True,7.444299999860959,rollback,1,0,2,stage2_independent_matching,16,0,19-71,1,crossing,delay,8,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,19,29,30,29,30,,,
delay,71,29,30,29,30,False,True,7.750499999929161,rollback,1,0,2,stage2_independent_matching,16,0,19-71,1,crossing,delay,9,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,71,29,30,29,30,,,
delay,19,29,29,29,29,False,True,7.391799999822979,rollback,1,0,1,stage2_independent_matching,16,0,19-71,1,crossing,delay,10,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,19,29,29,29,29,,,
delay,71,29,30,29,30,False,True,7.820499999979802,rollback,1,0,2,stage2_independent_matching,16,0,19-71,1,crossing,delay,11,0.29736328125,0.70234375,0.00029296875,ADM_ref6_independent_matching,16,0,19,71,delay,71,29,30,29,30,,,
