run_id,optimizer_seed,generation,elite_pairs,elite_points,elite_paper_fitness,elite_risk_increase,elite_changed_flights,elite_delayed_flights,elite_generation_origin,elite_in_population,elite_reinjected,replaced_individual_pairs,replaced_individual_points,replaced_individual_fitness
20260913_213050_360342_A_plus_elite,5,1,19,52,2466948.926079575,1.1533591521438837,47,23,1,True,False,,,
20260913_213050_360342_A_plus_elite,5,2,19,52,2466948.926055743,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,3,19,52,2466948.9258935302,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,4,19,52,2466948.925293111,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,5,19,52,2466948.923677899,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,6,19,52,2466948.9201022917,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,7,19,52,2466948.913159418,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,8,19,52,2466948.9008888816,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,9,19,52,2466948.8806845103,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,10,19,52,2466948.849202101,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,11,19,52,2466948.8022671654,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,12,19,52,2466948.734782675,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,13,19,52,2466948.64063681,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,14,19,52,2466948.5126107037,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,15,19,52,2466948.342286188,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,16,19,52,2466948.1199535406,1.1533591521438837,47,23,1,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,17,19,33,1550712.5992761292,1.0904071406464224,44,25,17,True,False,,,
20260913_213050_360342_A_plus_elite,5,18,19,33,1550712.3727431756,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,19,19,33,1550712.0898700901,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,20,19,33,1550711.7407459866,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,21,19,33,1550711.3143603774,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,22,19,33,1550710.7985452986,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,23,19,33,1550710.1799174373,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,24,19,33,1550709.443820256,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,25,19,33,1550708.5742661217,1.0904071406464224,44,25,17,True,True,inf,inf,inf
20260913_213050_360342_A_plus_elite,5,26,19,33,1550707.5538784296,1.0904071406464224,44,25,17,True,True,inf,inf,inf
