action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,2,47,46,54,50,True,False,7.982099999935599,pairs_decreased,4,0,0,stage2_independent_matching,0,0,2-59,4,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,2,59,speed,2,54,50,47,46
cruise_level,27,46,46,50,55,False,True,20.08830000022499,rollback,2,7,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,50,55,46,46
cruise_level,27,46,46,50,49,False,True,7.711899999776506,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,1,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,50,49,46,46
cruise_level,27,46,46,50,49,False,True,7.475000000340515,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,2,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,50,49,46,46
cruise_level,54,46,45,50,48,True,False,8.480299999973795,pairs_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,3,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.3,0.575,1,0,27,54,reroute,54,50,48,46,45
speed,37,45,45,48,49,False,True,7.934400000067399,rollback,2,2,0,stage2_independent_matching,2,0,37-76,2,crossing,speed,0,0.125,0.3,0.575,ADM_ref6_independent_matching,,,,2,0,37,76,speed,37,48,49,45,45
speed,76,45,44,48,46,True,False,8.118000000195025,pairs_decreased,2,0,0,stage2_independent_matching,2,0,37-76,2,crossing,speed,1,0.125,0.3,0.575,ADM_ref6_independent_matching,0.0625,0.65,0.2875,2,0,37,76,speed,76,48,46,45,44
speed,42,44,43,46,44,True,False,7.87590000027194,pairs_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,speed,0,0.25,0.65,0.1,ADM_ref6_independent_matching,0.125,0.825,0.05,3,0,42,78,speed,42,46,44,44,43
cruise_level,55,43,42,44,42,True,False,8.118300000205636,pairs_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,4,0,55,77,reroute,55,44,42,43,42
cruise_level,3,42,42,42,42,False,True,7.864100000006147,rollback,1,0,1,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,3,65,reroute,3,42,42,42,42
