action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs,prob_delay_after,prob_speed_after,prob_reroute_after
delay,89,47,47,54,54,False,True,7.857999999941967,rollback,1,1,0,stage2_independent_matching,0,0,60-89,1,cluster,delay,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,60,89,delay,89,54,54,47,47,,,
delay,89,47,47,54,54,False,True,7.538599999861617,rollback,1,1,0,stage2_independent_matching,0,0,60-89,1,cluster,delay,1,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,60,89,delay,89,54,54,47,47,,,
delay,60,47,44,54,51,True,False,7.679499999994732,pairs_decreased,1,0,0,stage2_independent_matching,0,0,60-89,1,cluster,delay,2,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,60,89,delay,60,54,51,47,44,0.75,0.15,0.1
delay,2,44,44,51,69,False,True,7.451099999798316,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,0,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,delay,2,51,69,44,44,,,
delay,2,44,44,51,69,False,True,7.797299999765528,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,1,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,delay,2,51,69,44,44,,,
delay,2,44,45,51,56,False,True,7.4242999999114545,rollback,4,8,1,stage2_independent_matching,1,0,2-59,1,cluster,delay,2,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,delay,2,51,56,44,45,,,
delay,2,44,44,51,69,False,True,7.681499999762309,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,3,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,delay,2,51,69,44,44,,,
delay,2,44,44,51,69,False,True,7.3711999998522515,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,4,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,delay,2,51,69,44,44,,,
delay,59,44,44,51,48,False,True,8.220000000164873,rollback,4,0,3,stage2_independent_matching,1,0,2-59,1,cluster,delay,5,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,delay,59,51,48,44,44,,,
delay,59,44,44,51,48,False,True,7.673799999793118,rollback,4,0,3,stage2_independent_matching,1,0,2-59,1,cluster,delay,6,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,delay,59,51,48,44,44,,,
