run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,1,92,72.0,5,5,5,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,2,32,60.0,5,5,5,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,3,55,56.0,5,10,10,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,4,97,52.0,5,10,10,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,5,24,40.0,5,5,5,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,6,23,39.0,4,48,48,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,7,69,36.0,3,3,3,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,8,76,36.0,4,5,5,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,9,13,33.0,4,7,7,87
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,471,10,16,27.0,4,4,4,87
