run_id,seed,conflict_points_uncertain,conflict_points_deterministic,conflict_pairs,network_edges,mean_conflict_points_per_edge,median_conflict_points_per_edge,max_conflict_points_per_edge,active_conflict_flights,isolated_flights,mean_degree,max_degree,degree_std,degree_gini,largest_connected_component_size,largest_connected_component_ratio,top10_ci_point_coverage,top10_ci_pair_coverage,top10_degree_point_coverage,top1_conflict_point_share,top5_conflict_point_share,top10_conflict_point_share,continuous_conflict_segments,continuous_conflict_points,continuous_conflict_point_ratio,raw_conflict_events,unique_spatial_conflict_points,same_pair_same_cell_multiple_index_count,same_pair_same_cell_multiple_index_groups,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,route_visited_3d_cells
20260912_203920_309_network_reference28_gravity_grid_env2025_traffic2025_856707b5,2025,207,138,134,134,1.544776119402985,1.0,15,94,6,2.68,9,1.696349020691202,0.33985074626865663,89,0.89,0.357487922705314,0.3656716417910448,0.391304347826087,0.07729468599033816,0.27053140096618356,0.3864734299516908,30,103,0.4975845410628019,207,207,0,0,0.6057045433914308,4.0,11,2184
