global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,delta
201,stage2,1,2189245.731536497,23965.52099490132,59315.35044917012,767.9143551509108,46,22,0,0.9999999999996875
202,stage2,2,1914307.8274259954,39678.74410490307,59583.36782297673,769.5151341279592,40,26,0,0.99999999999
203,stage2,3,1843028.5359752276,34710.378192913806,58835.72250960363,766.887798648523,39,26,0,0.9999999999240625
204,stage2,4,1780461.9584761756,25825.589096280943,58338.10503050807,753.8140990368538,38,27,0,0.99999999968
205,stage2,5,1780461.9573117762,25825.589096280943,58338.10503050807,753.8140990368538,38,27,0,0.9999999990234375
206,stage2,6,1556578.59710986,36400.85625526692,58676.080877915185,762.1884042785656,33,27,0,0.99999999757
207,stage2,7,1384110.3915429031,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.9999999947478125
208,stage2,8,1384110.384677607,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.99999998976
209,stage2,9,1384110.3733733748,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.9999999815471875
210,stage2,10,1384110.3557591438,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.99999996875
211,stage2,11,1384110.3294993108,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.9999999496715625
212,stage2,12,1384110.2917421178,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.99999992224
213,stage2,13,1384110.2390680353,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.9999998839709375
214,stage2,14,1384110.167438148,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.99999983193
215,stage2,15,1384110.0721425384,41048.64811373311,59328.19988022753,773.1915111214502,29,26,0,0.9999997626953125
216,stage2,16,1338109.7314301482,43207.06449961283,59384.07146556901,774.0968412829284,28,27,0,0.99999967232
217,stage2,17,1338109.5770929065,43207.06449961283,59384.07146556901,774.0968412829284,28,27,0,0.9999995562946875
218,stage2,18,1338109.3818394453,43207.06449961283,59384.07146556901,774.0968412829284,28,27,0,0.99999940951
219,stage2,19,1335572.222469653,35672.307862895264,59301.25326478525,764.9913249680352,28,24,0,0.9999992262190625
